lambda_idx,t_1_ms
0,10495.000
1,10543.000
2,10621.000
3,10509.000
4,10579.000
5,10509.000
6,10528.000
7,10565.000
8,10491.000
9,10992.000
10,10713.000
11,10678.000
12,10745.000
13,10632.000
14,10540.000
15,10601.000
16,10482.000
17,10623.000
18,10555.000
19,10340.000
20,10687.000
21,10683.000
22,10401.000
23,10469.000
24,10622.000
25,10423.000
26,10649.000
27,10449.000
28,10261.000
29,10308.000
30,10556.000
31,10603.000
32,10726.000
33,10257.000
34,10452.000
35,10526.000
36,10191.000
37,10627.000
38,10593.000
39,10600.000
40,10295.000
41,10345.000
42,10463.000
43,10595.000
44,10516.000
45,10558.000
46,10573.000
47,10321.000
48,10468.000
49,10697.000
50,10350.000
51,10558.000
52,10678.000
53,10516.000
54,10426.000
55,10503.000
56,10557.000
57,10526.000
58,10247.000
59,10244.000
60,10708.000
61,10542.000
62,10440.000
63,10362.000
64,10510.000
65,10269.000
66,10203.000
67,10054.000
68,10439.000
69,10212.000
70,10314.000
71,10385.000
72,10342.000
73,10291.000
74,10667.000
75,10420.000
76,10184.000
77,10439.000
78,10309.000
79,10313.000
80,10371.000
81,10610.000
82,10722.000
83,10201.000
84,10430.000
85,10470.000
86,10273.000
87,10429.000
88,10589.000
89,10315.000
90,10171.000
91,10409.000
92,10166.000
93,10500.000
94,10307.000
95,10496.000
96,10564.000
97,10326.000
98,10433.000
99,10442.000
100,10122.000
101,10245.000
102,10304.000
103,10204.000
104,10008.000
105,10064.000
106,10334.000
107,10289.000
108,10375.000
109,9957.000
110,10363.000
111,10453.000
112,10411.000
113,10360.000
114,10474.000
115,10463.000
116,10523.000
117,10095.000
118,10434.000
119,10278.000
120,10470.000
121,10530.000
122,10581.000
123,10047.000
124,10157.000
125,10225.000
126,10313.000
127,10426.000
128,10169.000
129,10103.000
130,10470.000
131,10095.000
132,10140.000
133,10381.000
134,10292.000
135,10584.000
136,10348.000
137,10227.000
138,10137.000
139,10603.000
140,10433.000
141,10239.000
142,10138.000
143,10077.000
144,10317.000
145,10350.000
146,10472.000
147,10364.000
148,10411.000
149,10121.000
150,10529.000
151,10385.000
152,10380.000
153,10348.000
154,10053.000
155,10297.000
156,10256.000
157,10417.000
158,10713.000
159,9655.000
160,10097.000
161,10428.000
162,10061.000
163,10433.000
164,10194.000
165,10334.000
166,10220.000
167,10202.000
168,10142.000
169,10388.000
170,10546.000
171,10291.000
172,10430.000
173,10315.000
174,10180.000
175,10359.000
176,10306.000
177,10348.000
178,10234.000
179,10238.000
180,10308.000
181,9946.000
182,9958.000
183,10424.000
184,10196.000
185,10040.000
186,10606.000
187,10229.000
188,10665.000
189,10541.000
190,10174.000
191,10532.000
192,10661.000
193,10286.000
194,10456.000
195,10354.000
196,10413.000
197,10192.000
198,10432.000
199,10270.000
200,10688.000
201,10368.000
202,10176.000
203,10164.000
204,10209.000
205,10361.000
206,9990.000
207,10209.000
208,10237.000
209,10471.000
210,10010.000
211,10306.000
212,10117.000
213,10247.000
214,10117.000
215,10270.000
216,10238.000
217,10137.000
218,10111.000
219,10405.000
220,10129.000
221,10127.000
222,9912.000
223,10124.000
224,10161.000
225,10186.000
226,10196.000
227,10166.000
228,9896.000
229,10077.000
230,10111.000
231,10167.000
232,10462.000
233,10426.000
234,10175.000
235,10116.000
236,10157.000
237,10049.000
238,9984.000
239,10347.000
240,10196.000
241,10239.000
242,10240.000
243,10177.000
244,10204.000
245,10059.000
246,10445.000
247,10432.000
248,10210.000
249,10224.000
250,10190.000
251,10124.000
252,10193.000
253,10248.000
254,10246.000
255,10161.000
256,10108.000
257,9916.000
258,10147.000
259,10143.000
260,10070.000
261,10080.000
262,10356.000
263,10116.000
264,10092.000
265,10349.000
266,10394.000
267,10279.000
268,10097.000
269,10150.000
270,10329.000
271,10302.000
272,10226.000
273,10280.000
274,10614.000
275,10172.000
276,10029.000
277,10275.000
278,10090.000
279,10321.000
280,10382.000
281,10235.000
282,10326.000
283,10266.000
284,10113.000
285,10295.000
286,10473.000
287,9977.000
288,10305.000
289,10384.000
290,10161.000
291,10065.000
292,10250.000
293,10269.000
294,10227.000
295,10452.000
296,10328.000
297,10197.000
298,10200.000
299,9883.000
300,10157.000
301,10128.000
302,10177.000
303,10288.000
304,10095.000
305,10358.000
306,10545.000
307,9842.000
308,10266.000
309,10111.000
310,10400.000
311,10163.000
312,10335.000
313,10564.000
314,10454.000
315,10441.000
316,10437.000
317,10368.000
318,10273.000
319,10296.000
320,10259.000
321,10190.000
322,10315.000
323,10507.000
324,10069.000
325,10314.000
326,10311.000
