lambda_idx,t_500.0_ms
0,16.239
1,16.418
2,16.114
3,15.771
4,16.040
5,15.771
6,15.677
7,15.592
8,15.866
9,16.930
10,16.507
11,15.995
12,16.672
13,15.985
14,15.965
15,16.249
16,15.682
17,16.095
18,16.080
19,15.279
20,16.289
21,16.537
22,15.582
23,15.761
24,15.910
25,15.443
26,16.393
27,15.692
28,15.428
29,15.522
30,15.891
31,15.985
32,16.652
33,14.995
34,15.876
35,15.965
36,15.114
37,16.264
38,16.100
39,16.159
40,15.239
41,15.000
42,15.642
43,16.075
44,15.915
45,15.990
46,15.632
47,15.726
48,16.303
49,16.602
50,15.507
51,16.164
52,16.308
53,15.900
54,15.423
55,16.085
56,16.308
57,15.662
58,15.408
59,15.124
60,16.781
61,16.214
62,15.836
63,15.363
64,16.124
65,15.532
66,15.184
67,15.114
68,16.239
69,14.955
70,15.423
71,15.502
72,15.507
73,15.532
74,16.353
75,15.562
76,15.318
77,15.910
78,15.443
79,15.368
80,15.701
81,15.960
82,16.587
83,15.065
84,15.866
85,16.119
86,15.353
87,15.761
88,16.219
89,15.443
90,15.423
91,15.831
92,15.214
93,16.065
94,15.512
95,15.726
96,15.746
97,15.423
98,15.726
99,15.816
100,14.965
101,15.139
102,15.766
103,15.209
104,14.861
105,14.940
106,15.473
107,15.428
108,15.706
109,14.567
110,15.453
111,16.169
112,16.075
113,15.791
114,16.010
115,15.866
116,15.935
117,15.199
118,15.731
119,15.284
120,16.060
121,15.592
122,16.149
123,14.915
124,14.806
125,15.398
126,15.433
127,15.721
128,15.582
129,14.637
130,15.995
131,15.020
132,14.856
133,15.642
134,15.697
135,15.945
136,15.726
137,15.254
138,14.806
139,16.050
140,15.900
141,15.478
142,15.030
143,15.224
144,15.632
145,15.751
146,15.920
147,15.791
148,15.731
149,14.900
150,15.930
151,15.836
152,15.711
153,15.786
154,14.786
155,15.627
156,15.323
157,15.796
158,16.642
159,13.960
160,15.224
161,15.846
162,15.104
163,15.692
164,15.254
165,15.826
166,15.005
167,15.607
168,15.000
169,15.930
170,16.264
171,15.871
172,16.373
173,15.488
174,15.453
175,15.876
176,15.532
177,15.627
178,15.050
179,15.279
180,15.348
181,14.254
182,14.458
183,15.697
184,15.448
185,14.597
186,16.299
187,15.303
188,16.274
189,16.050
190,15.040
191,16.353
192,16.557
193,15.612
194,15.831
195,15.900
196,16.045
197,14.955
198,15.766
199,15.348
200,16.652
201,15.806
202,15.532
203,15.269
204,15.567
205,15.537
206,14.786
207,15.413
208,15.085
209,15.637
210,14.831
211,15.463
212,15.080
213,15.194
214,15.318
215,15.682
216,15.383
217,15.159
218,14.771
219,15.537
220,14.955
221,15.194
222,14.438
223,15.313
224,15.458
225,14.905
226,15.159
227,15.060
228,14.831
229,15.264
230,15.229
231,15.458
232,16.154
233,15.771
234,15.453
235,15.159
236,15.124
237,15.010
238,14.667
239,15.592
240,15.413
241,15.711
242,15.502
243,15.413
244,15.726
245,15.502
246,16.199
247,15.980
248,15.398
249,15.214
250,15.259
251,14.990
252,15.129
253,15.483
254,15.438
255,15.294
256,15.090
257,14.945
258,14.886
259,15.109
260,14.801
261,15.035
262,15.338
263,15.289
264,15.114
265,15.940
266,15.841
267,15.348
268,15.045
269,15.463
270,15.925
271,15.871
272,15.428
273,15.323
274,16.289
275,15.542
276,15.204
277,15.388
278,15.154
279,15.323
280,15.468
281,15.542
282,15.801
283,15.348
284,15.328
285,15.826
286,16.010
287,14.781
288,15.697
289,16.139
290,15.289
291,15.244
292,15.378
293,15.149
294,15.483
295,16.249
296,15.806
297,15.622
298,15.547
299,14.930
300,15.448
301,15.363
302,15.582
303,15.562
304,15.627
305,16.015
306,16.189
307,14.463
308,15.826
309,15.308
310,15.990
311,15.373
312,15.910
313,15.965
314,15.950
315,15.547
316,15.970
317,15.786
318,15.443
319,15.463
320,15.622
321,15.343
322,15.726
323,15.706
324,15.015
325,15.249
326,15.642
327,14.856
328,15.453
329,15.826
330,15.338
331,15.751
332,15.358
333,15.637
334,15.622
335,15.517
336,15.318
337,15.527
338,16.473
339,14.687
340,15.900
341,16.055
342,15.458
343,15.652
344,15.239
345,15.323
346,15.801
347,15.478
348,15.383
349,14.915
350,14.821
351,15.905
352,15.468
353,15.274
354,15.955
355,15.871
356,15.060
357,15.502
358,14.806
359,15.473
360,15.960
361,15.960
362,15.383
363,15.791
364,15.398
365,14.801
366,15.443
367,14.861
368,15.254
369,15.184
370,15.746
371,15.677
372,16.035
373,14.945
374,15.816
375,15.458
376,15.249
377,15.925
378,15.179
