lambda_idx,t_100.0_ms
0,15.453
1,15.527
2,15.323
3,15.149
4,15.358
5,15.338
6,14.960
7,14.975
8,15.299
9,16.408
10,15.970
11,15.572
12,16.119
13,15.527
14,15.328
15,15.736
16,15.144
17,15.418
18,15.587
19,14.632
20,15.672
21,15.756
22,14.766
23,15.229
24,15.318
25,14.960
26,15.791
27,15.015
28,14.731
29,15.030
30,15.289
31,15.408
32,16.035
33,14.363
34,15.129
35,15.483
36,14.383
37,15.637
38,15.383
39,15.512
40,14.602
41,14.338
42,15.010
43,15.249
44,15.199
45,15.254
46,15.040
47,14.866
48,15.677
49,15.910
50,14.692
51,15.299
52,15.607
53,15.189
54,15.000
55,15.403
56,15.682
57,15.095
58,14.736
59,14.652
60,16.055
61,15.458
62,15.184
63,14.925
64,15.592
65,14.856
66,14.398
67,14.507
68,15.478
69,14.308
70,14.567
71,14.866
72,14.990
73,14.851
74,15.607
75,14.920
76,14.642
77,15.289
78,14.697
79,14.935
80,15.174
81,15.313
82,15.905
83,14.468
84,15.104
85,15.463
86,14.776
87,15.179
88,15.721
89,14.677
90,14.622
91,15.085
92,14.463
93,15.383
94,14.741
95,15.050
96,15.214
97,14.786
98,14.786
99,15.284
100,14.368
101,14.572
102,15.045
103,14.483
104,14.090
105,14.199
106,14.861
107,14.826
108,15.109
109,13.955
110,14.587
111,15.483
112,15.423
113,15.124
114,15.383
115,15.199
116,15.323
117,14.547
118,15.000
119,14.706
120,15.448
121,15.000
122,15.343
123,14.249
124,14.388
125,14.821
126,14.761
127,15.090
128,14.856
129,14.149
130,15.199
131,14.169
132,14.159
133,14.925
134,15.065
135,15.264
136,15.343
137,14.507
138,14.199
139,15.408
140,15.100
141,14.891
142,14.428
143,14.622
144,14.930
145,15.080
146,15.189
147,15.194
148,15.189
149,14.119
150,15.413
151,15.159
152,14.995
153,15.174
154,14.070
155,14.925
156,14.657
157,15.363
158,16.095
159,13.383
160,14.597
161,15.303
162,14.542
163,14.950
164,14.562
165,15.129
166,14.433
167,14.816
168,14.448
169,15.025
170,15.647
171,14.980
172,15.756
173,14.736
174,14.960
175,15.169
176,15.015
177,15.075
178,14.746
179,14.652
180,14.692
181,13.537
182,13.886
183,15.169
184,14.781
185,13.896
186,15.617
187,14.756
188,15.706
189,15.343
190,14.343
191,15.796
192,15.896
193,14.995
194,15.383
195,15.174
196,15.313
197,14.428
198,15.199
199,14.617
200,16.035
201,15.169
202,14.796
203,14.592
204,14.766
205,14.786
206,14.209
207,14.617
208,14.557
209,15.055
210,13.980
211,14.925
212,14.488
213,14.667
214,14.701
215,15.055
216,14.746
217,14.368
218,13.886
219,15.005
220,14.353
221,14.398
222,13.861
223,14.637
224,14.756
225,14.264
226,14.577
227,14.254
228,14.090
229,14.617
230,14.612
231,14.821
232,15.448
233,15.070
234,14.861
235,14.552
236,14.642
237,14.373
238,13.930
239,15.055
240,14.856
241,15.129
242,14.781
243,14.796
244,15.045
245,14.657
246,15.323
247,15.388
248,14.791
249,14.657
250,14.657
251,14.383
252,14.488
253,14.891
254,14.781
255,14.701
