lambda_idx,t_500.0_ms
0,22.876
1,22.965
2,22.960
3,22.547
4,22.433
5,22.542
6,22.502
7,22.224
8,22.687
9,23.697
10,23.070
11,22.672
12,23.542
13,22.836
14,22.831
15,22.856
16,22.398
17,22.607
18,22.716
19,21.821
20,23.025
21,23.388
22,22.398
23,22.269
24,22.726
25,22.080
26,22.886
27,22.458
28,22.045
29,22.269
30,22.706
31,22.701
32,23.313
33,21.846
34,22.259
35,22.577
36,21.542
37,23.050
38,22.687
39,22.741
40,21.761
41,21.716
42,22.194
43,22.493
44,22.353
45,22.557
46,22.174
47,22.025
48,22.766
49,23.328
50,22.065
51,22.677
52,23.189
53,22.746
54,22.244
55,22.418
56,22.920
57,22.254
58,21.965
59,21.905
60,23.388
61,22.831
62,22.527
63,21.965
64,22.796
65,22.129
66,21.806
67,21.542
68,22.453
69,21.572
70,21.891
71,21.970
72,22.000
73,22.040
74,22.945
75,22.184
76,21.836
77,22.254
78,21.861
79,22.184
80,22.070
81,22.697
82,23.015
83,21.687
84,22.139
85,22.413
86,21.826
87,22.259
88,22.871
89,22.055
90,21.617
91,22.294
92,21.547
93,22.687
94,22.095
95,22.383
96,22.348
97,22.100
98,22.299
99,22.308
100,21.562
101,21.781
102,21.960
103,21.811
104,21.403
105,21.602
106,22.020
107,21.866
108,22.378
109,21.025
110,21.945
111,22.498
112,22.249
113,22.567
114,22.517
115,22.269
116,22.677
117,21.632
118,22.572
119,21.806
120,22.507
121,22.194
122,22.791
123,21.418
124,21.697
125,21.637
126,22.144
127,22.264
128,22.144
129,21.378
130,22.318
131,21.473
132,21.313
133,22.308
134,21.945
135,22.348
136,22.229
137,21.821
138,21.458
139,22.249
140,22.428
141,21.960
142,21.408
143,21.498
144,21.841
145,22.234
146,22.473
147,22.358
148,22.398
149,21.254
150,22.443
151,22.154
152,22.264
153,22.423
154,21.035
155,21.990
156,22.189
157,22.458
158,23.264
159,20.289
160,21.731
161,22.413
162,21.488
163,22.413
164,21.861
165,22.348
166,21.632
167,21.831
168,21.507
169,22.284
170,22.866
171,22.224
172,22.716
173,21.945
174,21.960
175,22.179
176,22.050
177,22.413
178,21.816
179,21.925
180,22.000
181,20.751
182,21.010
183,22.209
184,21.980
185,21.134
186,22.871
187,21.697
188,22.706
189,22.562
190,21.577
191,22.940
192,23.164
193,22.109
194,22.507
195,22.274
196,22.423
197,21.433
198,22.562
199,21.990
200,23.085
201,22.373
202,21.766
203,21.672
204,21.816
205,22.174
206,21.358
207,22.045
208,21.846
209,22.144
210,21.224
211,21.881
212,21.910
213,21.886
214,21.856
215,22.055
216,21.995
217,21.438
218,21.493
219,22.179
220,21.602
221,21.821
222,20.940
223,21.841
224,21.990
225,21.498
226,21.861
227,21.617
228,21.443
229,21.672
230,21.701
231,22.060
232,22.607
233,22.353
234,22.025
235,21.896
236,21.806
237,21.572
238,21.244
239,22.095
240,22.045
241,22.204
242,21.960
243,22.239
244,22.100
245,21.796
246,22.706
247,22.627
248,21.866
249,21.896
250,21.766
251,21.468
252,21.483
253,21.896
254,21.821
255,21.776
256,21.537
257,21.149
258,21.557
259,21.682
260,21.274
261,21.463
262,22.224
263,21.791
264,21.672
265,22.597
266,22.438
267,22.095
268,21.627
269,22.104
270,22.423
271,22.433
272,21.965
273,21.925
274,22.796
275,22.134
276,21.577
277,22.010
278,21.522
279,22.343
280,21.900
281,21.925
282,22.403
283,21.925
284,21.776
285,22.269
286,22.423
287,21.473
288,22.090
289,22.448
290,21.846
291,21.677
292,21.836
293,21.761
294,21.891
295,22.701
296,22.453
297,22.104
298,21.886
299,21.358
300,21.891
301,21.692
302,22.219
303,22.090
304,21.970
305,22.358
306,22.851
307,21.025
308,22.333
309,22.333
310,22.582
311,21.751
312,22.184
313,22.985
314,22.587
315,22.403
316,22.736
317,22.303
318,21.935
319,21.791
320,22.144
321,21.836
322,22.323
323,22.284
324,21.721
325,21.716
326,22.179
327,21.433
328,21.871
329,22.493
330,22.035
331,22.124
332,21.935
333,22.234
334,22.239
335,22.209
336,22.040
337,22.478
338,22.891
339,21.448
340,22.527
341,22.612
342,21.791
343,22.348
344,21.851
345,21.925
346,22.179
347,21.900
348,21.945
349,21.478
350,21.299
351,22.398
352,21.955
353,21.965
354,22.095
355,22.259
356,21.622
357,22.020
358,21.547
359,22.010
360,22.597
361,22.796
362,21.761
363,22.403
364,22.050
365,21.388
366,22.348
367,21.657
368,21.552
369,21.468
370,22.348
371,22.299
372,22.677
373,21.741
374,22.279
375,22.274
376,21.990
377,22.418
378,21.627
379,21.955
380,22.005
381,22.348
382,22.070
383,22.562
384,21.731
385,22.035
386,22.547
387,21.900
388,22.144
389,21.816
390,22.209
391,21.886
392,22.408
393,23.652
394,22.806
395,21.975
396,21.831
397,21.697
398,21.567
399,22.114
400,22.010
401,21.851
402,21.756
403,23.159
404,22.179
405,21.428
406,21.602
407,22.129
408,21.836
409,21.597
410,21.612
411,22.502
412,22.144
413,21.905
414,21.786
415,22.343
416,21.289
417,22.572
418,22.572
419,22.577
420,21.572
421,21.542
422,21.925
423,21.950
424,22.269
425,22.269
426,22.403
427,21.940
428,22.224
429,21.886
430,22.502
431,21.045
432,22.114
433,21.711
434,21.831
435,21.990
436,22.095
437,21.448
