lambda_idx,t_500.0_ms
0,16.040
1,16.199
2,15.920
3,15.697
4,15.886
5,15.448
6,15.537
7,15.557
8,15.771
9,16.806
10,16.249
11,15.876
12,16.423
13,16.005
14,15.687
15,16.124
16,15.582
17,15.940
18,16.095
19,14.935
20,16.318
21,16.239
22,15.279
23,15.547
24,15.751
25,15.323
26,16.100
27,15.721
28,15.199
29,15.353
30,15.637
31,15.856
32,16.612
33,14.731
34,15.711
35,15.861
36,14.836
37,16.348
38,15.900
39,16.030
40,15.010
41,14.701
42,15.587
43,15.851
44,15.692
45,15.831
46,15.453
47,15.353
48,16.129
49,16.463
50,15.264
51,15.826
52,16.134
53,15.637
54,15.393
55,15.915
56,16.249
57,15.532
58,15.214
59,14.995
60,16.428
61,15.990
62,15.711
63,15.333
64,15.896
65,15.214
66,15.075
67,15.070
68,15.965
69,14.995
70,15.095
71,15.239
72,15.463
73,15.199
74,16.209
75,15.333
76,15.114
77,15.746
78,15.234
79,15.308
80,15.607
81,15.920
82,16.318
83,14.811
84,15.741
85,15.980
86,15.134
87,15.741
88,15.975
89,15.229
90,15.134
91,15.697
92,14.831
93,15.920
94,15.134
95,15.672
96,15.627
97,15.313
98,15.478
99,15.701
100,14.716
101,15.065
102,15.413
103,15.070
104,14.766
105,14.896
106,15.507
107,15.313
108,15.701
109,14.323
110,15.249
111,15.781
112,15.871
113,15.597
114,15.816
115,15.647
116,15.886
117,15.189
118,15.602
119,15.164
120,15.925
121,15.433
122,15.930
123,14.886
124,14.667
125,15.169
126,15.279
127,15.537
128,15.448
129,14.448
130,15.786
131,14.692
132,14.572
133,15.393
134,15.463
135,15.826
136,15.682
137,15.050
138,14.816
139,15.930
140,15.647
141,15.199
142,14.836
143,15.199
144,15.383
145,15.532
146,15.756
147,15.552
148,15.572
149,14.448
150,15.816
151,15.667
152,15.517
153,15.527
154,14.597
155,15.408
156,15.249
157,15.721
158,16.473
159,13.970
160,14.955
161,15.841
162,14.980
163,15.517
164,15.055
165,15.726
166,14.861
167,15.294
168,14.821
169,15.672
170,16.040
171,15.627
172,16.109
173,15.194
174,15.448
175,15.662
176,15.453
177,15.567
178,15.080
179,14.910
180,15.274
181,14.199
182,14.383
183,15.627
184,15.254
185,14.483
186,16.194
187,15.229
188,16.095
189,15.866
190,14.826
191,16.179
192,16.333
193,15.388
194,15.756
195,15.597
196,15.816
197,14.856
198,15.701
199,15.244
200,16.498
201,15.741
202,15.383
203,14.940
204,15.378
205,15.413
206,14.587
207,15.308
208,15.055
209,15.488
210,14.512
211,15.318
212,14.766
213,15.000
214,15.234
215,15.582
216,15.060
217,14.940
218,14.517
219,15.358
220,14.841
221,15.025
222,14.448
223,15.070
224,15.274
225,14.826
226,15.035
227,14.811
228,14.527
229,15.124
230,15.199
231,15.274
232,15.935
233,15.572
234,15.294
235,15.005
236,14.940
237,14.960
238,14.498
239,15.363
240,15.433
241,15.577
242,15.453
243,15.438
244,15.368
245,15.224
246,15.766
247,15.861
248,15.368
249,15.204
250,15.154
251,14.871
252,14.866
253,15.224
254,15.373
255,15.005
256,14.896
257,14.557
258,14.726
259,15.015
260,14.701
261,14.851
262,15.274
263,15.100
264,14.930
265,15.905
266,15.692
267,15.313
268,14.910
269,15.229
270,15.637
271,15.697
272,15.299
273,15.239
274,16.075
275,15.403
276,14.851
277,15.328
278,14.826
279,15.189
280,15.269
281,15.264
282,15.672
283,15.149
284,15.050
285,15.667
286,15.751
287,14.652
288,15.542
289,15.841
290,15.194
291,15.000
292,15.264
293,15.005
294,15.134
295,15.905
296,15.687
297,15.502
298,15.368
299,14.806
300,15.308
301,15.050
302,15.423
303,15.428
304,15.343
305,15.871
306,15.955
307,14.348
308,15.637
309,15.045
310,15.672
311,15.164
312,15.701
313,15.851
314,15.990
315,15.403
316,15.940
317,15.582
318,15.224
319,15.338
320,15.572
321,15.189
322,15.502
323,15.348
324,14.925
325,14.915
326,15.353
327,14.682
328,15.219
329,15.582
330,15.254
331,15.627
332,15.249
333,15.637
334,15.527
335,15.353
336,15.149
337,15.244
338,16.144
339,14.527
340,15.756
341,15.801
342,15.189
343,15.517
344,15.184
345,15.264
346,15.562
347,15.308
348,15.289
349,14.692
350,14.597
351,15.711
352,15.383
353,15.070
354,15.796
355,15.493
356,14.960
357,15.343
358,14.746
359,15.234
360,15.711
361,15.851
362,15.194
363,15.647
364,15.174
365,14.721
366,15.284
367,14.687
368,15.065
369,14.866
370,15.622
371,15.473
372,15.881
373,14.910
374,15.637
375,15.299
376,15.010
377,15.861
378,14.861
379,15.348
380,15.468
381,15.423
382,15.294
383,15.950
384,15.299
385,15.498
386,15.796
387,15.333
388,15.498
389,15.184
390,15.478
391,15.552
392,15.662
393,17.035
394,15.900
395,14.891
396,14.925
397,14.975
398,15.109
399,15.851
400,15.174
401,15.358
402,15.214
403,16.577
404,15.483
405,14.841
406,14.861
407,15.542
408,15.114
409,15.199
410,15.174
411,15.741
412,15.597
413,15.303
414,15.134
415,15.637
416,14.891
417,16.139
418,16.020
419,15.945
420,14.960
421,14.826
422,15.468
423,15.473
424,15.388
425,15.687
426,15.856
427,15.343
428,15.577
429,15.294
430,15.771
431,14.642
432,15.547
433,15.179
434,15.144
435,15.274
436,15.483
437,14.706
438,15.254
439,14.856
440,15.244
441,15.234
442,15.338
443,15.318
444,15.234
445,15.333
446,15.010
447,15.413
448,15.816
449,15.478
450,14.587
451,15.358
452,15.662
453,14.985
454,15.612
455,15.711
456,14.985
457,15.124
458,15.149
459,16.119
460,14.955
461,15.498
462,15.990
463,15.871
464,15.433
465,15.652
466,15.478
467,15.587
468,15.547
469,15.438
470,15.562
471,15.060
472,15.592
473,15.284
474,15.458
475,15.642
476,16.179
477,15.841
478,14.478
479,15.378
480,14.915
481,15.532
482,15.189
483,15.090
484,14.965
485,15.124
486,14.871
487,14.811
488,15.517
489,14.841
490,16.159
491,15.015
492,15.876
493,14.831
494,15.134
495,15.945
496,14.348
497,15.010
498,15.547
499,15.438
500,15.353
501,15.279
502,15.652
503,15.154
504,15.697
505,15.065
506,15.542
507,15.677
508,15.950
509,14.318
510,14.995
511,15.080
512,14.582
513,15.552
514,15.318
515,15.323
516,14.647
517,15.577
518,15.816
519,15.358
520,15.308
521,15.443
522,15.791
523,14.219
524,15.169
525,15.234
526,16.139
527,14.950
528,15.886
529,15.532
530,15.821
531,15.672
532,15.821
533,15.378
534,15.438
535,15.851
536,15.080
537,15.438
538,15.721
539,15.303
540,16.294
541,15.791
542,15.338
543,15.264
544,14.761
545,15.234
546,14.458
547,15.801
548,15.672
549,15.095
550,15.403
551,15.080
552,14.801
553,15.303
554,15.667
555,15.403
556,14.990
557,15.338
558,15.040
559,16.005
560,14.910
561,15.453
562,14.891
563,15.562
564,16.154
565,14.816
566,15.547
567,14.473
568,15.308
569,15.060
570,14.786
571,15.537
572,14.816
573,14.542
574,15.940
575,15.612
576,16.388
577,15.219
578,14.413
579,15.861
580,15.353
581,16.015
582,16.015
583,15.891
584,15.851
585,15.806
586,15.090
587,16.045
588,15.124
589,14.886
590,14.950
591,15.020
592,15.020
593,15.209
594,15.000
595,15.264
596,15.632
597,15.697
598,14.657
599,15.701
600,15.761
601,15.786
602,15.642
603,16.060
604,15.687
605,15.164
606,16.045
607,14.940
608,15.652
609,15.358
610,15.592
611,15.100
612,14.915
613,15.637
614,15.542
615,15.264
616,15.473
617,15.841
618,16.050
619,14.657
620,15.786
621,15.507
622,16.020
623,15.368
624,15.418
625,15.015
626,15.478
627,15.383
628,16.169
629,15.483
630,15.313
631,14.955
632,15.552
633,15.264
634,16.184
635,15.468
636,15.746
637,15.423
638,15.567
639,15.756
640,15.597
641,15.687
642,15.274
643,15.333
644,15.015
645,15.095
646,14.876
647,15.527
648,15.289
649,14.806
650,15.244
651,14.751
652,15.313
653,15.090
654,16.010
655,14.642
656,15.433
657,15.104
658,15.537
659,15.443
660,15.746
661,16.328
662,14.970
663,15.577
664,16.423
665,15.144
666,14.826
667,15.547
668,15.100
669,15.095
670,15.025
671,16.124
672,15.214
673,15.244
674,15.323
675,15.741
676,15.667
677,15.836
678,14.567
679,15.478
680,15.667
681,15.811
682,15.557
683,14.915
684,15.199
685,15.841
686,15.204
687,15.358
688,15.896
689,15.438
690,15.592
691,15.179
692,14.791
693,15.438
694,15.403
695,15.423
696,15.567
697,15.547
698,15.925
699,16.423
700,14.856
701,15.109
702,15.249
703,15.244
704,15.791
705,15.841
706,14.811
707,15.443
708,15.731
709,15.502
710,15.498
711,15.930
712,15.114
713,15.209
714,15.741
715,15.229
716,15.771
717,15.662
718,15.527
719,15.323
720,15.279
721,15.856
722,16.303
723,14.896
724,15.229
725,16.070
726,15.512
727,15.498
728,16.438
729,16.030
730,15.811
731,15.279
732,15.801
733,14.856
734,16.418
735,15.517
736,15.741
737,15.254
738,15.731
739,15.423
740,15.990
741,15.756
742,15.721
743,15.244
744,16.020
745,15.468
746,15.507
747,15.219
748,15.602
749,15.662
750,15.751
751,15.204
752,15.269
753,15.463
754,15.602
755,15.672
756,14.886
757,15.721
758,16.070
759,15.488
760,15.164
761,15.736
762,15.572
763,15.811
764,16.239
765,15.507
766,16.174
767,15.950
768,15.652
769,15.711
770,15.821
771,14.945
772,15.408
773,15.821
774,15.313
775,15.592
776,15.632
777,15.527
778,16.682
779,15.303
780,15.264
781,15.985
782,15.015
783,15.891
784,15.512
785,14.886
786,14.806
787,16.289
788,14.721
789,16.015
790,15.209
791,15.726
792,15.502
793,16.174
794,15.423
795,15.507
796,15.363
797,15.224
798,15.239
799,15.224
800,15.856
801,15.955
802,16.348
803,16.657
804,16.692
805,16.637
806,17.975
807,18.463
808,18.612
809,19.323
810,18.438
811,18.582
812,18.701
813,18.114
814,18.512
815,19.025
816,17.915
817,18.070
818,17.736
819,16.980
820,16.458
821,16.388
822,16.045
823,15.816
824,15.721
825,15.697
826,15.463
827,15.826
828,15.896
829,15.612
830,15.632
831,16.075
832,15.259
833,16.701
834,15.965
835,15.667
836,15.562
837,15.836
838,15.910
839,16.040
840,15.637
841,15.786
842,16.209
843,15.219
844,16.219
845,15.488
846,16.338
847,15.711
848,15.388
849,15.781
850,15.692
851,15.711
852,15.463
853,15.597
854,15.871
855,15.667
856,15.920
857,15.383
858,15.269
859,15.672
860,14.900
861,15.174
862,15.751
863,15.662
864,15.393
865,15.856
866,15.189
867,15.891
868,15.224
869,15.861
870,15.463
871,15.806
872,15.398
873,15.582
874,16.010
875,15.189
876,15.791
877,15.134
878,16.005
879,15.303
880,16.174
881,15.259
882,16.159
883,16.040
884,15.109
885,15.896
886,15.542
887,16.502
888,15.428
889,15.736
890,15.303
891,16.512
892,16.388
893,15.821
894,15.522
895,15.726
896,15.831
897,15.473
898,15.363
899,15.373
900,16.214
901,15.672
902,15.100
903,15.587
904,15.080
905,14.965
906,14.980
907,15.697
908,16.264
909,16.055
910,15.711
911,15.095
912,15.244
913,15.428
914,15.234
915,15.975
916,16.697
917,15.303
918,14.980
919,16.050
920,15.498
921,15.249
922,15.010
923,15.861
924,15.368
925,15.149
926,15.657
927,15.274
928,16.264
929,15.398
930,16.045
931,15.602
932,15.289
933,16.478
934,15.791
935,15.055
936,15.488
937,16.254
938,15.433
939,15.239
940,15.761
941,15.657
942,16.249
943,16.269
944,15.791
945,16.284
946,15.582
947,14.950
948,15.552
949,15.368
950,15.239
951,15.433
952,15.353
953,15.547
954,15.741
955,15.507
956,16.517
957,15.786
958,15.408
959,15.478
960,15.846
961,15.831
962,15.861
963,15.020
964,15.104
965,15.353
966,16.383
967,15.597
968,15.642
969,15.791
970,15.100
971,15.498
972,15.856
973,15.597
974,15.706
975,15.582
976,15.284
977,15.721
978,15.408
979,16.095
980,16.249
981,15.980
982,15.826
983,15.557
984,14.184
985,15.363
986,15.920
987,15.194
988,16.567
989,15.348
990,16.085
991,16.348
992,15.826
993,15.642
994,16.090
995,14.965
996,15.945
997,15.751
998,15.756
999,15.567
1000,15.348
1001,16.423
1002,15.597
1003,16.552
1004,15.866
1005,15.657
1006,15.781
1007,15.900
1008,15.602
1009,16.353
1010,15.577
1011,15.279
1012,15.114
1013,16.134
1014,15.169
1015,16.209
1016,15.507
1017,16.124
1018,15.468
1019,15.910
1020,15.045
1021,15.547
1022,15.930
1023,15.517
1024,14.960
1025,16.159
1026,15.299
1027,15.776
1028,16.065
1029,15.587
1030,16.164
1031,15.881
1032,15.935
1033,15.463
1034,16.323
1035,16.134
1036,15.672
1037,16.289
1038,15.448
1039,15.005
1040,16.194
1041,15.433
1042,14.711
1043,15.697
1044,15.821
1045,15.512
1046,15.970
1047,14.970
1048,15.627
1049,15.363
1050,16.602
1051,15.771
1052,16.090
1053,16.010
1054,16.522
1055,15.313
1056,14.801
1057,15.403
1058,16.522
1059,16.070
1060,16.085
1061,15.766
1062,15.766
1063,15.970
1064,16.219
1065,15.687
1066,15.607
1067,15.567
1068,15.881
1069,15.592
1070,16.199
1071,15.403
1072,15.507
1073,15.886
1074,15.587
1075,16.100
1076,14.891
1077,15.343
1078,16.139
1079,15.547
1080,14.920
1081,15.632
1082,16.184
1083,14.871
1084,15.363
1085,15.602
1086,14.746
1087,15.632
1088,15.333
1089,15.279
1090,15.398
1091,15.204
1092,16.184
1093,15.990
1094,15.821
1095,15.483
1096,15.731
1097,15.970
1098,15.085
1099,16.731
1100,15.433
1101,15.144
1102,15.721
1103,15.746
1104,15.313
1105,15.886
1106,15.612
1107,15.746
1108,15.975
1109,15.647
1110,14.527
1111,16.080
1112,15.786
1113,15.721
1114,16.478
1115,16.129
1116,16.264
1117,15.164
1118,16.627
1119,15.000
1120,15.244
1121,15.721
1122,15.149
1123,15.940
1124,15.328
1125,15.458
1126,16.070
1127,15.915
1128,15.831
1129,15.254
1130,14.592
1131,15.333
1132,15.617
1133,15.821
1134,16.279
1135,16.139
1136,16.299
1137,15.706
1138,15.259
1139,16.030
1140,15.383
1141,15.915
1142,14.891
1143,15.567
1144,15.393
1145,15.731
1146,15.547
1147,15.537
1148,15.940
1149,16.134
1150,15.697
1151,15.851
1152,15.080
1153,15.990
1154,15.896
1155,15.159
1156,16.040
1157,15.249
1158,16.776
1159,15.761
1160,15.657
1161,15.438
1162,16.353
1163,15.373
1164,15.866
1165,16.000
1166,15.209
1167,15.706
1168,15.358
1169,15.512
1170,15.249
1171,15.070
1172,16.060
1173,15.473
1174,16.716
1175,15.299
1176,15.801
1177,15.393
1178,15.617
1179,16.169
1180,16.428
1181,15.925
1182,14.662
1183,15.274
1184,15.507
1185,15.726
1186,15.388
1187,15.891
1188,15.602
1189,15.438
1190,15.229
1191,16.254
1192,15.692
1193,16.075
1194,15.900
1195,15.756
1196,15.552
1197,15.975
1198,15.706
1199,16.766
1200,16.060
1201,15.925
1202,15.731
1203,15.433
1204,15.368
1205,16.085
1206,15.383
1207,15.229
1208,16.184
1209,15.886
1210,15.065
1211,15.602
1212,15.771
1213,15.716
1214,15.995
1215,15.468
1216,15.761
1217,15.294
1218,16.398
1219,16.025
1220,15.861
1221,16.313
1222,16.075
1223,16.502
1224,16.000
1225,15.667
1226,15.373
1227,15.388
1228,16.299
1229,15.806
1230,14.532
1231,16.632
1232,15.781
1233,15.716
1234,15.552
1235,15.985
1236,15.627
1237,15.751
1238,15.159
1239,15.791
1240,15.905
1241,15.771
1242,16.080
1243,15.582
1244,15.736
1245,15.701
1246,15.443
1247,15.960
1248,15.711
1249,14.811
1250,15.418
1251,15.950
1252,15.746
1253,15.383
1254,15.811
1255,15.308
1256,16.214
1257,15.632
1258,15.095
1259,16.075
1260,15.204
1261,15.647
1262,15.721
1263,15.731
1264,15.493
1265,15.308
1266,15.483
1267,15.846
1268,15.388
1269,14.796
1270,15.667
1271,15.144
1272,15.955
1273,16.020
1274,14.672
1275,15.308
1276,16.333
1277,15.667
1278,15.701
1279,15.920
1280,16.423
1281,16.104
1282,16.159
1283,15.896
1284,15.806
1285,15.502
1286,15.736
1287,15.851
1288,15.751
1289,15.303
1290,16.090
1291,14.940
1292,15.736
1293,15.129
1294,15.249
1295,16.025
1296,15.592
1297,16.090
1298,16.567
1299,16.199
1300,15.876
1301,15.468
1302,15.423
1303,15.662
1304,15.318
1305,14.294
1306,16.557
1307,15.960
1308,15.597
1309,16.249
1310,15.577
1311,15.512
1312,14.468
1313,15.791
1314,15.697
1315,15.229
1316,15.841
1317,16.418
1318,15.846
1319,15.851
1320,15.363
1321,15.910
1322,14.881
1323,15.433
1324,15.766
1325,16.159
1326,15.353
1327,15.672
1328,14.746
1329,15.726
1330,15.388
1331,15.433
1332,15.100
1333,15.801
1334,15.721
1335,14.995
1336,16.731
1337,15.940
1338,15.507
1339,15.060
1340,15.871
1341,15.154
1342,15.537
1343,15.194
1344,16.020
1345,15.642
1346,16.075
1347,15.413
1348,15.507
1349,15.090
1350,15.577
1351,15.682
1352,15.189
1353,15.582
1354,15.318
1355,14.861
1356,15.204
1357,15.861
1358,15.139
1359,16.279
1360,15.632
1361,15.333
1362,16.269
1363,16.010
1364,15.373
1365,15.831
1366,15.552
1367,14.930
1368,14.920
1369,15.438
1370,15.368
1371,15.473
1372,14.607
1373,16.174
1374,15.667
1375,15.303
1376,15.090
1377,15.100
1378,16.299
1379,14.925
1380,16.065
1381,16.000
1382,14.502
1383,15.244
1384,15.229
1385,15.075
1386,16.438
1387,14.920
1388,16.333
1389,15.308
1390,14.562
1391,15.154
1392,15.104
1393,14.955
1394,16.423
1395,14.955
1396,15.527
1397,15.672
1398,14.587
1399,15.264
1400,15.164
1401,15.632
1402,14.582
1403,15.204
1404,15.796
1405,15.975
1406,14.746
1407,15.746
1408,15.726
1409,15.413
1410,16.289
1411,15.204
1412,14.836
1413,15.776
1414,15.144
1415,15.886
1416,14.736
1417,15.313
1418,15.667
1419,15.174
1420,15.030
1421,14.920
1422,15.527
1423,15.766
1424,16.328
1425,15.323
1426,15.473
1427,15.950
1428,15.667
1429,15.219
1430,14.965
1431,14.697
1432,15.448
1433,15.413
1434,15.801
1435,15.308
1436,15.791
1437,15.572
1438,15.851
1439,15.453
1440,14.876
1441,15.179
1442,16.085
1443,15.726
1444,15.303
1445,14.910
1446,16.149
1447,15.269
1448,14.985
1449,14.473
1450,15.886
1451,14.801
1452,15.119
1453,15.289
1454,14.363
1455,15.323
1456,14.756
1457,15.313
1458,15.532
1459,15.826
1460,15.323
1461,16.184
1462,15.826
1463,16.100
1464,15.965
1465,14.896
1466,15.498
1467,15.896
1468,14.846
1469,15.716
1470,15.189
1471,15.697
1472,14.771
1473,15.657
1474,14.861
1475,16.040
1476,14.950
1477,16.040
1478,15.647
1479,14.950
1480,13.841
1481,16.313
1482,15.801
1483,15.408
1484,15.035
1485,15.413
1486,15.269
1487,15.453
1488,15.393
1489,15.333
1490,15.149
1491,15.617
1492,15.333
1493,15.647
1494,15.383
1495,14.632
1496,14.771
1497,15.950
1498,16.338
1499,14.866
1500,14.174
1501,15.512
1502,15.602
1503,15.572
1504,15.771
1505,15.488
1506,15.448
1507,15.134
1508,15.378
1509,15.383
1510,15.109
1511,15.557
1512,15.687
1513,15.672
1514,15.368
1515,15.781
1516,15.199
1517,16.104
1518,14.945
1519,15.562
1520,15.776
1521,14.786
1522,15.179
1523,15.378
1524,15.806
1525,14.940
1526,15.343
1527,15.104
1528,14.657
1529,15.463
1530,15.731
1531,15.731
1532,14.900
1533,14.627
1534,14.821
1535,15.318
1536,14.353
1537,14.269
1538,15.284
1539,16.308
1540,14.761
1541,15.985
1542,15.502
1543,15.139
1544,15.194
1545,14.960
1546,14.343
1547,14.428
1548,15.532
1549,15.637
1550,14.881
1551,15.124
1552,15.259
1553,14.766
1554,15.622
1555,16.164
1556,14.677
1557,15.139
1558,15.234
1559,15.174
1560,15.711
1561,14.348
1562,15.433
1563,14.378
1564,14.935
1565,14.950
1566,15.174
1567,14.498
1568,16.070
1569,14.910
1570,15.323
1571,14.756
1572,15.647
1573,15.204
1574,14.572
1575,14.975
1576,15.537
1577,16.095
1578,15.144
1579,15.687
1580,14.970
1581,16.005
1582,14.338
1583,15.313
1584,15.532
1585,15.109
1586,14.552
1587,14.716
1588,15.169
1589,15.328
1590,14.418
1591,15.015
1592,14.458
1593,15.647
1594,15.448
1595,14.955
1596,14.622
1597,16.144
1598,15.443
1599,15.756
1600,15.746
1601,14.866
1602,15.204
1603,15.204
1604,15.030
1605,15.149
1606,15.095
1607,15.090
1608,15.100
1609,14.905
1610,14.572
1611,15.443
1612,15.124
1613,14.741
1614,15.383
1615,14.975
1616,15.846
1617,14.647
1618,15.368
1619,13.905
1620,14.701
1621,14.831
1622,15.980
1623,14.363
1624,15.075
1625,15.502
1626,15.065
1627,15.189
1628,15.836
1629,15.428
1630,15.761
1631,14.995
1632,15.831
1633,15.284
1634,15.836
1635,15.119
1636,14.905
1637,15.597
1638,15.642
1639,15.249
1640,14.801
1641,15.109
1642,13.915
1643,14.637
1644,15.632
1645,15.811
1646,14.945
1647,14.552
1648,15.338
1649,15.562
1650,15.045
1651,15.070
1652,15.587
1653,15.144
1654,14.592
1655,14.990
1656,14.383
1657,15.060
1658,15.672
1659,14.811
1660,15.418
1661,14.637
1662,15.139
1663,15.139
1664,14.836
1665,15.005
1666,15.139
1667,15.159
1668,15.801
1669,15.970
1670,15.219
1671,15.025
1672,14.517
1673,16.114
1674,16.134
1675,15.662
1676,15.776
1677,14.657
1678,15.343
1679,15.473
1680,15.164
1681,15.015
1682,15.035
1683,15.368
1684,15.274
1685,14.418
1686,15.388
1687,15.662
1688,14.438
1689,15.045
1690,15.930
1691,14.726
1692,16.109
1693,15.458
1694,15.104
1695,15.124
1696,14.443
1697,15.363
1698,14.945
1699,15.174
1700,15.891
1701,15.358
1702,15.821
1703,15.095
1704,14.871
1705,14.189
1706,15.627
1707,14.791
1708,15.806
1709,15.144
1710,15.602
1711,14.398
1712,14.816
1713,15.527
1714,15.313
1715,15.174
1716,15.299
1717,15.060
1718,14.682
1719,15.692
1720,15.582
1721,15.801
1722,16.035
1723,14.861
1724,16.030
1725,14.836
1726,15.811
1727,15.154
1728,15.786
1729,15.264
1730,14.488
1731,15.318
1732,14.687
1733,15.836
1734,15.333
1735,14.751
1736,16.095
1737,14.831
1738,14.831
1739,14.657
1740,14.756
1741,16.697
1742,15.776
1743,15.289
1744,15.458
1745,16.129
1746,14.682
1747,15.627
1748,15.443
1749,14.294
1750,15.612
1751,14.632
1752,13.776
1753,15.100
1754,15.612
1755,15.488
1756,16.129
1757,15.627
1758,14.876
1759,16.100
1760,14.871
1761,14.801
1762,15.264
1763,16.274
1764,15.507
1765,15.353
1766,14.159
1767,14.627
1768,15.100
1769,15.264
1770,15.453
1771,14.592
1772,15.547
1773,15.085
1774,15.512
1775,15.373
1776,15.259
1777,15.602
1778,14.617
1779,15.537
1780,15.234
1781,15.408
1782,15.303
1783,15.985
1784,14.766
1785,15.891
1786,15.189
1787,15.821
1788,15.269
1789,14.373
1790,14.791
1791,15.119
1792,15.711
1793,14.498
1794,15.134
1795,15.706
1796,14.871
1797,14.672
1798,15.333
1799,15.736
1800,15.318
1801,15.134
1802,14.791
1803,15.597
1804,15.443
1805,14.985
1806,14.816
1807,15.259
1808,15.846
1809,15.881
1810,14.532
1811,14.433
1812,15.856
1813,15.771
1814,15.229
1815,15.468
1816,15.164
1817,15.358
1818,14.995
1819,15.239
1820,15.174
1821,15.517
1822,14.965
1823,15.408
1824,14.881
1825,16.075
1826,15.657
1827,15.234
1828,15.413
1829,15.701
1830,15.856
1831,15.308
1832,15.861
1833,15.483
1834,14.458
1835,14.721
1836,15.343
1837,15.408
1838,16.134
1839,14.672
1840,14.836
1841,15.313
1842,15.821
1843,15.249
1844,15.801
1845,15.756
1846,14.861
1847,15.721
1848,16.313
1849,15.299
1850,14.781
1851,16.144
1852,15.846
1853,14.871
1854,15.846
1855,15.577
1856,16.388
1857,16.682
1858,15.896
1859,15.582
1860,14.876
1861,15.771
1862,15.701
1863,16.104
1864,15.119
1865,14.667
1866,15.100
1867,15.458
1868,15.169
1869,15.179
1870,15.229
1871,15.498
1872,14.577
1873,15.517
1874,15.254
1875,14.682
1876,15.224
1877,15.701
1878,15.313
1879,15.338
1880,14.871
1881,15.284
1882,14.925
1883,15.920
1884,15.527
1885,15.522
1886,15.174
1887,15.274
1888,15.701
1889,14.841
1890,15.796
1891,15.164
1892,15.065
1893,14.965
1894,15.662
1895,15.980
1896,15.746
1897,15.731
1898,15.522
1899,14.657
1900,15.910
1901,14.910
1902,16.010
1903,14.970
1904,14.881
1905,14.393
1906,16.204
1907,15.204
1908,15.557
1909,16.085
1910,16.254
1911,16.109
1912,15.398
1913,14.871
1914,16.114
1915,15.811
1916,15.493
1917,16.333
1918,15.726
1919,15.577
1920,14.647
1921,15.622
1922,15.547
1923,15.632
1924,15.796
1925,15.209
1926,15.020
1927,15.124
1928,15.174
1929,15.637
1930,15.537
1931,15.945
1932,15.657
1933,15.985
1934,15.736
1935,15.244
1936,15.672
1937,15.388
1938,15.806
1939,14.622
1940,15.443
1941,14.279
1942,14.876
1943,15.517
1944,15.259
1945,14.811
1946,15.796
1947,13.980
1948,14.861
1949,15.517
1950,15.751
1951,14.801
1952,14.632
1953,15.308
1954,15.711
1955,15.866
1956,15.264
1957,16.134
1958,15.786
1959,15.647
1960,15.438
1961,15.990
1962,15.244
1963,15.816
1964,14.502
1965,14.836
1966,15.423
1967,14.836
1968,15.851
1969,14.493
1970,14.736
1971,15.060
1972,15.328
1973,16.244
1974,15.070
1975,15.035
1976,14.652
1977,14.935
1978,15.134
1979,14.443
1980,14.930
1981,15.537
1982,14.900
1983,14.836
1984,15.085
1985,15.124
1986,15.149
1987,15.214
1988,15.473
1989,15.045
1990,14.970
1991,14.861
1992,15.801
1993,15.085
1994,15.856
1995,14.637
1996,14.925
1997,15.348
1998,15.353
1999,14.930
2000,14.811
2001,15.726
2002,15.886
2003,15.239
2004,14.657
2005,14.831
2006,15.040
2007,14.498
2008,15.672
2009,15.736
2010,15.254
2011,15.124
2012,15.970
2013,15.075
2014,15.259
2015,15.244
2016,15.453
2017,15.940
2018,15.557
2019,14.980
2020,15.249
2021,15.816
2022,14.642
2023,15.214
2024,14.950
2025,15.517
2026,15.746
2027,15.512
2028,15.149
2029,15.303
2030,15.209
2031,14.299
2032,15.164
2033,15.129
2034,14.866
2035,15.766
2036,15.433
2037,15.468
2038,15.025
2039,15.219
2040,15.687
2041,15.333
2042,14.687
2043,15.821
2044,15.542
2045,15.184
2046,15.224
2047,16.219
