lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.876,15.900,27.632
1,15.960,15.915,27.527
2,15.806,15.831,27.711
3,15.627,15.622,27.249
4,15.716,15.791,27.512
5,15.776,15.662,27.249
6,15.388,15.448,26.910
7,15.463,15.512,26.806
8,15.617,15.682,27.488
9,16.831,16.856,28.229
10,16.323,16.328,27.975
11,15.796,15.871,27.468
12,16.632,16.667,27.995
13,15.866,15.970,27.617
14,15.701,15.687,27.637
15,15.985,16.060,27.667
16,15.537,15.522,26.930
17,15.970,15.950,27.313
18,15.980,15.900,27.572
19,15.259,15.015,26.711
20,16.164,16.279,27.706
21,16.249,16.119,28.164
22,15.473,15.358,26.891
23,15.527,15.522,26.801
24,15.682,15.677,27.274
25,15.338,15.303,26.826
26,16.119,16.214,27.662
27,15.502,15.622,27.358
28,15.124,15.194,26.502
29,15.259,15.239,26.935
30,15.801,15.841,27.602
31,15.766,15.891,27.363
32,16.433,16.428,27.801
33,14.821,14.935,26.458
34,15.682,15.532,27.090
35,15.836,15.910,27.264
36,14.801,14.980,26.303
37,16.065,16.214,27.935
38,15.900,15.831,27.423
39,15.960,15.910,27.607
40,14.871,15.104,26.711
41,14.711,14.726,26.537
42,15.527,15.463,27.159
43,15.771,15.657,27.109
44,15.622,15.627,26.935
45,15.751,15.627,27.353
46,15.522,15.498,26.761
47,15.433,15.244,26.617
48,16.075,16.025,27.090
49,16.308,16.423,28.100
50,15.045,15.199,26.841
51,15.881,15.711,27.154
52,16.060,16.095,27.796
53,15.791,15.706,27.294
54,15.308,15.249,26.980
55,15.816,15.985,27.164
56,16.070,16.070,27.637
57,15.507,15.488,27.075
58,15.149,15.219,26.517
59,14.940,15.075,26.493
60,16.557,16.473,27.995
61,15.930,15.980,27.438
62,15.612,15.672,27.020
63,15.154,15.313,26.796
64,15.796,15.945,27.174
65,15.343,15.383,26.881
66,15.100,14.856,26.184
67,14.891,14.866,26.139
68,15.965,15.930,27.169
