lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.915,22.383,27.517
1,15.980,22.368,27.294
2,15.891,22.090,27.572
3,15.617,21.900,27.244
4,15.826,22.249,27.413
5,15.627,22.109,27.045
6,15.313,21.886,27.109
7,15.488,21.910,27.035
8,15.567,21.930,27.358
9,16.677,23.100,28.214
10,16.234,22.637,27.776
11,15.866,22.149,27.378
12,16.517,22.925,28.119
13,15.925,22.383,27.617
14,15.806,22.428,27.582
15,15.995,22.174,27.572
16,15.602,21.960,26.965
17,15.801,22.224,27.144
18,15.900,22.144,27.398
19,15.119,21.119,26.562
20,16.055,22.249,27.522
21,16.149,22.607,28.100
22,15.393,21.856,26.756
23,15.517,21.607,26.761
24,15.672,22.244,27.249
25,15.299,21.597,26.930
26,16.239,22.393,27.552
27,15.612,22.040,27.070
28,15.124,21.706,26.463
29,15.343,21.692,26.637
30,15.682,22.199,27.667
31,16.020,22.259,27.224
32,16.378,22.796,27.637
33,14.796,21.313,26.279
34,15.701,21.726,26.905
35,15.861,22.129,27.264
36,14.945,21.149,26.114
37,16.010,22.731,27.577
38,15.985,22.194,27.413
39,15.915,22.129,27.478
40,15.090,21.428,26.383
41,14.741,21.234,26.393
42,15.527,21.801,26.940
43,15.781,21.821,27.005
44,15.647,21.990,26.905
45,15.831,21.945,27.124
46,15.413,21.657,26.637
47,15.323,21.647,26.522
48,16.100,22.179,27.005
49,16.343,22.970,28.114
50,15.184,21.532,26.632
51,15.756,22.184,27.090
52,16.010,22.547,27.816
53,15.667,22.100,27.328
54,15.323,21.657,26.736
55,15.771,21.920,27.070
56,16.020,22.478,27.502
57,15.448,21.891,26.756
58,15.189,21.378,26.343
59,14.960,21.259,26.398
60,16.398,22.667,27.950
61,15.965,22.274,27.502
62,15.776,22.030,26.876
63,15.289,21.736,26.657
64,15.796,22.259,27.100
65,15.383,21.682,26.572
66,15.005,21.244,26.030
67,15.070,21.119,26.095
68,15.900,22.030,26.900
69,14.950,21.020,26.154
70,15.005,21.522,26.602
71,15.373,21.567,26.677
72,15.483,21.478,26.527
73,15.179,21.398,26.562
74,16.090,22.388,27.612
75,15.478,21.582,26.507
76,15.134,21.219,26.428
77,15.642,21.692,26.706
78,15.000,21.343,26.493
79,15.378,21.373,26.443
80,15.562,21.652,26.597
81,15.692,22.149,27.343
