lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.930,22.970,28.169
1,16.154,23.055,27.990
2,16.025,22.871,27.900
3,15.617,22.612,27.532
4,15.731,22.597,27.900
5,15.741,22.682,27.552
6,15.672,22.224,27.478
7,15.483,22.284,27.582
8,15.841,22.637,27.960
9,16.751,23.468,28.522
10,16.363,23.040,28.343
11,15.925,22.761,28.070
12,16.572,23.577,28.353
13,15.980,22.891,27.930
14,15.766,22.970,28.229
15,16.065,22.965,27.851
16,15.726,22.522,27.547
17,15.905,22.622,27.726
18,16.010,22.791,28.045
19,15.204,22.025,27.060
20,16.264,22.940,27.945
21,16.274,23.308,28.746
22,15.642,22.308,27.199
23,15.537,22.199,27.338
24,15.776,22.567,27.726
25,15.428,22.055,27.264
26,16.264,23.005,28.025
27,15.652,22.458,27.771
28,15.413,22.184,27.269
29,15.313,22.249,27.119
30,15.876,22.856,28.015
31,15.995,22.836,27.726
32,16.473,23.373,28.100
33,14.811,21.960,26.677
34,15.776,22.289,27.458
35,15.925,22.657,27.692
36,15.139,21.602,26.572
37,16.169,23.313,28.239
38,15.886,22.856,28.025
39,16.045,22.826,28.005
40,15.025,21.886,26.781
41,14.771,21.900,27.045
42,15.448,22.289,27.547
43,15.866,22.308,27.567
44,15.577,22.453,27.428
45,15.766,22.597,27.592
46,15.478,22.045,27.244
47,15.229,22.050,27.070
48,16.169,22.861,27.607
49,16.303,23.453,28.348
50,15.289,22.050,27.274
51,15.925,22.677,27.731
52,16.234,23.199,28.308
53,15.667,22.552,27.791
54,15.353,22.174,27.224
55,15.876,22.597,27.582
56,16.219,23.020,28.000
57,15.642,22.274,27.338
58,15.373,22.134,26.970
59,15.085,21.791,26.746
60,16.498,23.338,28.358
61,15.891,22.861,27.896
62,15.821,22.776,27.294
63,15.294,22.199,27.393
64,15.975,22.697,27.632
65,15.413,22.090,27.124
66,15.000,21.801,26.682
67,15.080,21.632,26.483
68,16.020,22.572,27.617
69,14.791,21.592,26.826
70,15.224,22.109,27.214
71,15.483,22.104,27.264
72,15.602,22.050,26.905
73,15.313,22.194,26.990
74,16.139,23.085,28.164
75,15.448,22.164,27.199
