lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.040,22.413,27.642
1,15.970,22.423,27.547
2,15.915,22.279,27.662
3,15.701,21.816,27.219
4,16.045,22.209,27.313
5,15.726,21.980,27.144
6,15.502,22.025,27.055
7,15.448,21.955,27.264
8,15.756,22.164,27.537
9,16.910,23.244,28.274
10,16.408,22.567,27.925
11,15.980,22.463,27.507
12,16.512,23.129,28.114
13,15.955,22.403,27.796
14,15.697,22.289,27.791
15,16.259,22.433,27.493
16,15.413,22.144,27.114
17,15.841,22.095,27.244
18,15.985,22.458,27.542
19,15.095,21.423,26.731
20,16.199,22.542,27.637
21,16.030,22.935,28.284
22,15.532,21.706,26.985
23,15.498,21.811,26.741
24,15.682,22.343,27.229
25,15.398,21.592,26.697
26,16.209,22.657,27.607
27,15.662,22.179,27.254
28,15.060,21.582,26.716
29,15.358,21.811,26.627
30,15.627,22.378,27.607
31,16.055,22.363,27.229
32,16.388,22.970,27.891
33,15.035,21.398,26.443
34,15.746,21.841,27.005
35,15.771,22.164,27.443
36,15.095,21.458,26.184
37,16.035,22.667,27.746
38,15.816,22.184,27.413
39,16.010,22.522,27.423
40,15.075,21.587,26.652
41,14.831,21.493,26.597
42,15.687,21.940,27.234
43,15.826,21.965,27.065
44,15.647,21.925,26.945
45,15.711,22.169,27.194
46,15.418,21.721,26.876
47,15.333,21.806,26.607
48,16.139,22.378,27.224
49,16.249,22.886,28.065
50,15.174,21.687,26.831
51,15.856,22.284,27.214
52,16.100,22.627,27.980
53,15.756,22.169,27.438
54,15.448,21.736,26.836
55,15.900,22.000,27.075
56,16.139,22.468,27.388
57,15.632,21.846,26.896
58,15.269,21.547,26.438
59,15.040,21.294,26.328
60,16.438,22.776,27.940
61,16.045,22.303,27.557
62,15.771,22.199,26.995
63,15.279,21.746,26.687
64,15.970,22.483,27.204
65,15.254,21.483,26.632
66,14.950,21.174,26.294
67,15.010,21.199,26.000
68,16.075,22.085,27.264
69,14.900,21.323,26.527
70,15.224,21.522,26.771
71,15.373,21.687,26.756
72,15.358,21.711,26.383
73,15.219,21.642,26.687
74,16.045,22.532,27.776
75,15.507,21.826,26.896
76,15.149,21.338,26.338
77,15.771,21.572,26.826
78,15.224,21.393,26.502
79,15.328,21.537,26.562
80,15.507,21.786,26.527
81,15.697,22.174,27.403
82,16.463,22.687,27.756
83,14.861,21.149,26.010
84,15.617,21.831,26.940
85,15.940,22.040,27.040
86,15.159,21.433,26.393
87,15.697,21.846,27.025
88,16.050,22.279,27.453
89,15.274,21.522,26.642
90,15.050,21.393,26.433
91,15.597,21.940,26.900
92,15.010,20.995,26.090
93,15.816,22.090,27.184
94,15.299,21.458,26.547
95,15.721,21.965,26.995
96,15.607,22.010,26.965
97,15.303,21.552,26.632
98,15.542,21.771,26.831
99,15.761,21.891,27.055
100,14.736,21.294,26.070
101,14.881,21.303,26.318
102,15.522,21.398,26.313
103,14.970,21.264,26.493
104,14.672,20.891,25.831
105,14.632,21.025,25.896
106,15.453,21.547,26.483
107,15.348,21.537,26.512
108,15.567,21.970,27.050
109,14.418,20.687,25.692
110,15.338,21.647,26.453
111,15.955,21.965,27.134
112,15.935,21.960,27.144
113,15.672,21.866,26.935
114,15.677,22.085,27.050
115,15.677,21.945,26.985
116,15.781,22.045,27.438
117,15.124,21.378,26.393
118,15.706,22.025,27.488
119,15.239,21.478,26.453
120,15.935,22.100,27.129
121,15.438,21.751,26.801
122,15.915,22.284,27.308
123,14.741,21.040,25.856
124,14.667,21.020,26.353
125,15.313,21.388,26.637
126,15.294,21.353,26.577
127,15.607,21.731,26.881
128,15.348,21.786,26.507
129,14.353,20.915,26.015
130,15.781,21.940,26.876
131,14.776,21.030,26.025
132,14.701,20.990,25.995
133,15.542,21.786,26.786
134,15.463,21.577,26.642
135,15.741,22.025,26.985
136,15.652,21.905,26.736
137,15.090,21.348,26.453
138,14.672,21.085,26.045
139,15.886,21.960,26.871
140,15.766,22.050,26.826
141,15.154,21.542,26.542
142,14.995,21.179,26.239
143,15.119,20.925,26.080
144,15.358,21.383,26.473
145,15.498,21.741,27.020
146,15.796,22.080,27.030
147,15.607,21.841,26.836
148,15.632,21.955,27.005
149,14.652,20.935,25.891
150,15.751,22.000,27.035
151,15.781,21.796,26.831
152,15.502,21.557,26.721
153,15.657,21.716,27.020
154,14.597,20.856,25.781
155,15.502,21.607,26.562
156,15.224,21.716,26.627
157,15.791,21.821,27.080
158,16.328,22.672,27.756
159,13.806,19.915,24.841
160,15.050,21.065,26.224
161,15.756,22.045,27.045
162,15.085,20.970,26.000
163,15.438,21.811,26.771
164,15.050,21.274,26.418
165,15.692,22.000,26.786
166,15.045,21.303,26.199
167,15.109,21.318,26.209
168,14.985,21.289,26.065
169,15.622,21.896,26.766
170,16.000,22.537,27.373
171,15.537,21.697,26.552
172,16.174,22.194,27.090
173,15.164,21.433,26.393
174,15.378,21.861,26.607
175,15.602,21.741,26.756
176,15.443,21.552,26.408
177,15.731,21.841,26.697
178,15.090,21.294,26.333
179,15.313,21.373,26.448
180,15.204,21.458,26.408
181,14.199,20.383,25.522
182,14.348,20.488,25.493
183,15.622,21.856,26.886
184,15.289,21.095,26.219
185,14.542,20.697,25.766
186,16.219,22.274,27.313
187,15.368,21.428,26.199
188,16.229,22.294,27.229
189,15.866,22.199,27.393
190,14.711,21.124,26.095
191,16.209,22.637,27.522
192,16.458,22.781,27.776
193,15.488,21.682,26.697
194,15.876,21.955,26.965
195,15.587,21.900,26.821
196,15.781,21.935,27.010
197,14.851,21.095,26.070
198,15.846,21.975,26.930
199,15.234,21.289,26.522
200,16.537,22.701,27.662
201,15.597,21.682,26.662
202,15.114,21.383,26.284
203,15.015,21.264,26.065
204,15.254,21.378,26.313
205,15.333,21.751,26.672
206,14.672,20.965,26.030
207,15.174,21.378,26.473
208,15.010,21.274,26.299
209,15.567,21.846,26.920
210,14.448,20.831,25.771
211,15.348,21.343,26.323
212,14.965,21.289,26.547
213,15.144,21.348,26.423
214,15.114,21.075,26.279
215,15.632,21.756,26.363
216,15.164,21.388,26.418
217,14.761,21.104,25.955
218,14.592,21.040,26.149
219,15.428,21.711,26.806
220,14.801,20.891,25.920
221,14.950,21.274,26.313
222,14.333,20.448,25.428
223,15.134,21.343,26.473
224,15.199,21.552,26.498
225,14.706,20.736,26.214
226,15.055,21.124,26.104
227,14.915,21.090,26.229
228,14.592,20.980,25.841
229,15.104,21.313,26.134
230,15.065,21.214,26.055
231,15.303,21.453,26.448
232,15.841,22.249,27.234
233,15.692,21.821,26.806
234,15.234,21.547,26.473
235,14.891,21.358,26.164
236,15.045,21.299,26.433
237,14.915,21.164,25.896
238,14.522,20.886,25.771
239,15.348,21.577,26.706
240,15.552,21.711,26.647
241,15.567,21.891,26.647
242,15.303,21.418,26.791
243,15.264,21.716,26.721
244,15.582,21.627,26.393
245,15.214,21.209,25.995
246,15.965,22.209,27.020
247,15.876,21.811,26.940
248,15.179,21.532,26.443
249,15.214,21.383,26.612
250,15.095,21.398,26.299
251,14.816,21.040,26.189
252,14.856,21.154,26.035
253,15.348,21.463,26.642
254,15.448,21.403,26.383
255,15.060,21.234,26.209
256,14.896,20.667,25.955
257,14.811,20.791,25.577
258,14.801,21.035,25.995
259,14.935,21.154,26.194
260,14.507,20.925,25.985
261,14.816,21.179,26.040
262,15.348,21.687,26.751
263,15.090,21.338,26.403
264,14.816,21.085,26.254
265,15.781,22.119,26.975
266,15.632,21.731,26.816
267,15.388,21.647,26.781
268,14.896,21.060,26.035
269,15.294,21.527,26.547
270,15.657,22.005,27.065
271,15.756,21.886,26.836
272,15.219,21.527,26.617
273,15.264,21.488,26.716
274,15.940,22.358,27.418
275,15.363,21.587,26.587
276,14.896,21.124,26.065
277,15.284,21.517,26.562
278,14.905,21.085,26.124
279,15.279,21.980,26.940
280,15.234,21.478,26.448
281,15.333,21.527,26.313
282,15.871,21.881,26.781
283,15.169,21.602,26.328
284,15.090,21.333,26.249
285,15.677,21.766,26.612
286,15.761,22.119,26.756
287,14.652,20.905,25.920
288,15.672,21.522,26.423
289,16.000,21.955,27.109
290,15.254,21.522,26.214
291,15.015,21.259,26.149
292,15.109,21.522,26.318
293,15.119,21.184,26.567
294,15.378,21.458,26.473
295,16.000,22.144,27.144
296,15.706,21.990,26.905
297,15.398,21.667,26.493
298,15.299,21.677,26.602
299,14.781,20.891,25.826
300,15.348,21.433,26.398
301,15.159,21.030,26.184
302,15.532,21.746,26.711
303,15.338,21.468,26.493
304,15.502,21.284,26.507
305,15.761,21.965,26.831
306,15.905,22.264,27.114
307,14.308,20.731,25.637
308,15.761,21.582,26.856
309,15.005,21.965,26.841
310,15.682,21.955,27.050
311,15.284,21.264,26.294
312,15.652,21.766,26.741
313,15.761,22.617,27.627
314,15.831,22.244,27.259
315,15.333,21.811,26.846
316,15.975,22.174,27.214
317,15.811,22.129,26.896
318,15.249,21.607,26.423
319,15.358,21.627,26.527
320,15.532,21.592,26.721
321,15.269,21.368,26.124
322,15.567,21.776,26.796
323,15.378,21.756,26.687
324,15.040,21.040,26.060
325,15.030,21.279,26.169
326,15.458,21.677,26.781
327,14.761,20.915,25.856
328,15.109,21.313,26.035
329,15.637,22.199,26.990
330,15.055,21.657,26.920
331,15.622,21.731,26.647
332,15.333,21.299,26.468
333,15.746,21.677,26.662
334,15.493,21.721,26.667
335,15.478,21.642,26.488
336,14.950,21.448,26.423
337,15.507,22.070,27.005
338,16.274,22.343,27.498
339,14.607,20.995,26.433
340,15.856,22.085,26.856
341,15.940,22.154,27.090
342,15.259,21.378,26.652
343,15.592,21.761,26.900
344,15.234,21.224,26.313
345,15.010,21.448,26.378
346,15.706,22.035,27.134
347,15.229,21.274,26.493
348,15.318,21.652,26.478
349,14.637,21.194,26.323
350,14.537,20.866,25.896
351,15.716,22.045,27.015
352,15.363,21.398,26.239
353,15.234,21.209,26.279
354,15.751,21.791,26.721
355,15.657,22.085,26.975
356,15.109,21.229,26.338
357,15.313,21.716,26.562
358,14.796,21.020,25.910
359,15.259,21.532,26.517
360,15.975,22.259,26.940
361,15.910,22.174,27.279
362,15.129,21.328,26.289
363,15.672,21.831,26.637
364,15.264,21.134,26.303
365,14.577,20.761,26.025
366,15.368,21.726,26.741
367,14.657,21.015,25.975
368,14.980,21.134,26.174
369,14.925,21.144,26.134
370,15.602,21.876,26.761
371,15.507,21.682,26.751
372,16.020,22.274,27.249
373,14.915,21.284,26.408
374,15.657,21.945,26.801
375,15.378,21.637,26.756
376,15.080,21.532,26.438
377,15.861,22.065,26.891
378,14.930,21.114,26.100
379,15.478,21.602,26.627
380,15.562,21.716,26.706
381,15.537,21.811,26.950
382,15.398,21.592,26.701
383,16.065,22.274,27.214
384,15.134,21.413,26.313
385,15.592,21.701,26.657
386,15.861,21.985,27.060
387,15.284,21.413,26.368
388,15.642,21.796,26.796
389,15.219,21.473,26.279
390,15.448,21.632,27.010
391,15.517,21.537,26.627
392,15.811,22.179,27.109
393,17.040,23.025,28.109
394,15.900,22.154,27.204
395,14.866,21.343,26.587
396,14.886,21.269,26.259
397,14.985,21.358,26.189
398,15.109,21.010,26.030
399,15.896,21.811,26.721
400,15.224,21.458,26.602
401,15.458,21.592,26.502
402,15.144,21.478,26.219
403,16.428,22.582,27.617
404,15.383,21.567,26.493
405,14.940,21.015,25.871
406,15.060,21.085,25.846
407,15.502,21.900,26.945
408,15.040,21.378,26.413
409,15.169,21.353,26.060
410,15.015,21.274,26.085
411,15.831,21.796,26.896
412,15.627,21.871,26.706
413,15.368,21.597,26.642
414,15.109,21.239,26.313
415,15.806,22.065,26.826
416,14.861,20.891,25.965
417,16.124,22.323,27.134
418,16.114,22.269,27.134
419,15.950,22.035,27.040
420,14.846,20.910,26.065
421,14.801,20.935,25.826
422,15.378,21.627,26.617
423,15.398,21.473,26.423
424,15.458,21.811,26.706
425,15.642,21.776,26.836
426,15.841,22.050,26.841
427,15.363,21.612,26.443
428,15.493,21.801,26.716
429,15.328,21.358,26.423
430,15.746,21.975,27.269
431,14.463,20.617,25.572
432,15.677,21.612,26.736
433,15.050,21.149,26.279
434,15.294,21.323,26.517
435,15.274,21.448,26.318
436,15.597,21.736,26.736
437,14.652,21.020,25.965
438,15.428,21.736,27.020
439,15.020,21.174,25.965
440,15.358,21.816,26.682
441,15.184,21.562,26.438
442,15.602,21.373,26.507
443,15.373,21.577,26.716
444,15.090,21.473,26.363
445,15.308,21.647,26.448
446,15.020,21.274,26.075
447,15.532,21.692,26.567
448,15.935,21.965,26.836
449,15.418,21.517,26.214
450,14.716,20.900,25.866
451,15.388,21.632,26.632
452,15.761,21.871,26.756
453,14.940,20.985,25.896
454,15.562,21.985,26.741
455,15.687,21.876,26.682
456,15.179,21.000,25.920
457,15.219,21.373,26.836
458,15.095,21.204,26.239
459,16.015,22.229,26.955
460,14.995,21.164,26.119
461,15.378,21.801,26.667
462,15.950,21.960,27.025
463,15.876,22.154,27.313
464,15.448,21.582,26.726
465,15.682,21.846,26.701
466,15.502,21.423,26.393
467,15.811,21.841,26.856
468,15.672,21.597,26.761
469,15.358,21.373,26.169
470,15.463,21.493,26.458
471,15.144,21.353,26.463
472,15.557,21.672,26.512
473,15.289,21.602,26.657
474,15.463,21.537,26.557
475,15.507,21.751,26.672
476,16.134,22.308,27.269
477,15.831,21.980,26.935
478,14.537,20.378,25.826
479,15.393,21.567,26.318
480,15.025,21.398,26.333
481,15.677,21.955,26.806
482,15.254,21.557,26.473
483,14.990,21.124,25.905
484,15.020,21.249,26.328
485,15.164,21.229,26.294
486,14.826,21.015,26.060
487,14.856,21.020,25.935
488,15.562,21.960,26.836
489,14.806,20.856,26.050
490,16.040,22.333,27.244
491,14.950,21.234,25.945
492,15.876,21.940,27.104
493,14.876,20.970,26.169
494,15.274,21.274,26.323
495,16.040,22.502,27.403
496,14.473,20.552,25.502
497,15.095,21.179,26.030
498,15.617,21.677,26.741
499,15.219,21.836,26.567
500,15.269,21.572,26.363
501,15.214,21.597,26.547
502,15.716,21.871,26.756
503,15.154,21.453,26.453
504,15.791,21.871,26.925
505,15.109,21.234,26.000
506,15.617,21.582,26.716
507,15.557,21.667,26.607
508,15.866,21.950,26.891
509,14.219,20.458,25.677
510,14.990,21.274,26.015
511,15.104,21.124,26.139
512,14.597,20.801,25.995
513,15.582,21.607,26.985
514,15.358,21.647,26.632
515,15.473,21.527,26.662
516,14.826,21.219,26.269
517,15.726,21.731,26.667
518,15.672,21.891,26.945
519,15.408,21.985,27.164
520,15.284,21.443,26.353
521,15.498,21.607,26.532
522,15.726,21.751,26.731
523,14.254,20.164,25.313
524,15.134,21.279,26.567
525,15.343,21.423,26.269
526,16.199,22.507,27.617
527,15.010,21.313,26.373
528,15.801,22.144,27.219
529,15.433,21.657,26.507
530,15.945,22.224,27.229
531,15.493,21.811,27.159
532,15.841,22.075,26.920
533,15.458,21.527,26.294
534,15.463,21.632,26.557
535,15.950,22.050,27.637
536,15.144,21.358,26.478
537,15.527,21.483,26.577
538,15.706,21.647,26.881
539,15.473,21.453,26.502
540,16.284,22.139,27.025
541,15.761,21.751,26.826
542,15.289,21.537,26.239
543,15.502,21.398,26.284
544,14.826,20.945,25.881
545,15.119,21.219,26.244
546,14.667,20.711,25.851
547,15.985,21.995,26.796
548,15.756,22.154,27.214
549,15.169,21.532,26.378
550,15.542,21.582,26.249
551,15.159,21.333,26.254
552,14.980,20.965,25.891
553,15.318,21.985,27.010
554,15.766,21.821,26.801
555,15.607,21.617,26.582
556,14.990,21.318,26.453
557,15.363,21.403,26.806
558,15.124,21.259,26.169
559,15.965,22.313,27.393
560,15.144,20.990,25.900
561,15.597,21.711,26.607
562,15.025,21.129,26.060
563,15.567,21.587,26.488
564,16.239,22.353,27.438
565,14.856,21.343,26.179
566,15.269,21.612,26.577
567,14.542,20.791,25.806
568,15.199,21.408,26.507
569,15.224,21.652,26.622
570,14.846,20.900,25.856
571,15.478,21.761,26.682
572,15.040,21.100,25.925
573,14.552,20.751,25.746
574,16.085,22.433,27.249
575,15.542,21.881,27.090
576,16.333,22.557,27.393
577,15.289,21.214,26.443
578,14.776,20.796,25.537
579,15.731,22.060,26.876
580,15.418,21.572,26.527
581,15.816,22.085,27.035
582,15.930,22.398,27.478
583,15.935,21.925,26.836
584,15.935,21.950,26.920
585,15.731,21.811,26.856
586,15.149,21.433,26.129
587,16.109,22.229,27.109
588,15.060,21.308,26.308
589,14.891,21.030,26.209
590,14.930,21.338,26.224
591,15.129,21.333,26.189
592,14.970,21.209,26.214
593,15.279,21.299,26.488
594,15.045,21.259,26.169
595,15.383,21.458,26.547
596,15.572,21.856,27.184
597,15.781,21.677,26.637
598,14.856,20.950,25.896
599,15.816,22.040,26.990
600,15.861,22.244,27.144
601,15.682,22.025,26.935
602,15.622,21.846,26.841
603,16.085,22.189,27.358
604,15.622,22.060,26.771
605,15.254,21.443,26.368
606,16.050,22.448,27.284
607,15.104,21.229,26.055
608,15.582,21.761,26.826
609,15.478,21.692,26.806
610,15.517,21.716,27.055
611,15.075,21.308,26.308
612,15.055,21.373,26.234
613,15.786,22.114,27.194
614,15.493,21.915,27.060
615,15.289,21.607,26.577
616,15.413,21.537,26.627
617,15.925,22.313,27.134
618,15.980,22.448,27.358
619,14.468,20.776,26.060
620,15.876,22.055,26.935
621,15.537,21.741,26.552
622,16.264,22.164,27.408
623,15.537,21.905,26.975
624,15.438,21.861,26.756
625,15.114,21.433,26.368
626,15.622,21.980,27.109
627,15.383,21.602,26.617
628,16.030,22.383,27.468
629,15.493,21.592,26.562
630,15.194,21.562,26.353
631,15.144,21.353,26.109
632,15.577,21.507,26.483
633,15.214,21.333,26.269
634,16.179,22.080,27.174
635,15.433,21.433,26.507
636,15.672,21.861,26.871
637,15.274,21.682,26.602
638,15.806,22.075,26.871
639,15.846,22.224,27.418
640,15.627,21.706,26.692
641,15.751,21.915,27.060
642,15.274,21.229,26.214
643,15.502,21.701,26.527
644,15.174,21.378,26.259
645,14.960,21.468,26.383
646,14.826,21.119,26.219
647,15.478,21.438,26.587
648,15.358,21.582,26.572
649,14.726,21.353,26.473
650,15.219,21.363,26.761
651,14.741,20.995,25.806
652,15.572,22.055,27.189
653,15.085,21.468,26.632
654,16.005,22.124,27.095
655,14.547,20.841,26.129
656,15.493,21.672,26.512
657,15.114,21.512,26.652
658,15.567,21.801,27.030
