lambda_idx,t_800.0_ms
0,27.423
1,27.294
2,27.667
3,27.289
4,27.164
5,27.209
6,26.910
7,27.035
8,27.343
9,28.139
10,27.806
11,27.498
12,28.129
13,27.458
14,27.751
15,27.498
16,26.965
17,27.303
18,27.438
19,26.632
20,27.627
21,28.254
22,26.771
23,26.731
24,27.468
25,26.905
26,27.562
27,27.124
28,26.637
29,26.692
30,27.368
31,27.234
32,27.806
33,26.403
34,26.891
35,27.050
36,26.119
37,27.801
38,27.428
39,27.542
40,26.398
41,26.617
42,27.104
43,27.035
44,26.811
45,27.179
46,26.811
47,26.602
48,27.204
49,28.040
50,26.930
51,26.915
52,27.891
53,27.413
54,26.945
55,27.104
56,27.557
57,26.851
58,26.358
59,26.239
60,27.925
61,27.582
62,26.925
63,26.791
64,27.204
65,26.736
66,26.134
67,26.060
68,27.204
69,26.234
70,26.512
71,26.532
72,26.403
73,26.697
74,27.562
75,26.692
76,26.299
77,26.806
78,26.398
79,26.637
80,26.706
81,27.174
82,27.891
83,26.159
84,26.781
85,27.000
86,26.512
87,26.886
88,27.408
89,26.463
90,26.184
91,26.930
92,26.075
93,27.114
94,26.597
95,26.970
96,26.960
97,26.657
98,26.846
99,26.886
100,26.124
101,26.184
102,26.453
103,26.169
104,25.726
105,25.950
106,26.493
107,26.667
108,26.716
109,25.821
110,26.637
111,26.985
112,27.104
113,26.945
114,27.174
115,26.960
116,27.443
117,26.428
118,27.418
119,26.353
120,27.194
121,26.692
122,27.194
123,25.776
124,25.985
125,26.249
126,26.512
127,26.706
128,26.527
129,25.796
130,26.970
131,25.990
132,26.209
133,26.866
134,26.706
135,27.015
136,26.587
137,26.134
138,26.224
139,26.886
140,26.731
141,26.697
142,26.348
143,25.935
144,26.463
145,26.657
146,26.985
147,26.706
148,26.925
149,25.861
150,26.930
151,26.731
152,26.731
153,26.786
154,25.821
155,26.368
156,26.736
157,26.866
158,27.701
159,25.134
160,26.244
161,27.164
162,25.771
163,26.935
164,26.134
165,26.925
166,26.279
167,26.169
168,26.154
169,26.891
170,27.358
171,26.622
172,27.159
173,26.433
174,26.512
175,26.677
176,26.478
177,26.836
178,26.418
179,26.279
180,26.219
181,25.458
182,25.502
183,26.771
184,26.368
185,25.632
186,27.209
187,26.060
188,27.080
189,27.224
190,26.090
191,27.602
192,27.731
193,26.791
194,27.090
195,26.657
196,27.015
197,26.174
198,26.861
199,26.637
200,27.627
201,26.627
202,26.338
203,26.129
204,26.368
205,26.617
206,25.955
207,26.438
208,26.154
209,26.831
210,25.856
211,26.333
212,26.498
213,26.209
214,26.363
215,26.279
216,26.383
217,25.876
218,26.100
219,26.687
220,25.970
221,26.199
222,25.269
223,26.368
224,26.483
225,25.920
226,26.090
227,25.985
228,25.751
229,26.209
230,26.159
231,26.597
232,27.249
233,26.915
234,26.627
235,26.279
236,26.338
237,26.075
238,25.791
239,26.811
240,26.716
241,26.527
242,26.632
243,26.592
244,26.488
245,25.960
246,27.085
247,26.930
248,26.468
249,26.408
250,25.990
251,25.960
252,26.045
253,26.194
254,26.184
255,26.294
256,26.124
257,25.652
258,25.866
259,26.119
260,25.836
261,26.010
262,26.905
263,26.040
264,26.035
265,27.189
266,26.756
267,26.592
268,25.940
269,26.348
270,26.861
271,26.771
272,26.592
273,26.781
274,27.423
275,26.687
276,26.065
277,26.378
278,26.204
279,26.985
280,26.602
281,26.522
282,26.746
283,26.667
284,26.164
285,26.592
286,26.721
287,25.711
288,26.423
289,26.940
290,26.363
291,25.955
292,26.134
293,26.473
294,26.522
295,27.050
296,26.925
297,26.478
298,26.468
299,25.821
300,26.114
301,25.950
302,26.622
303,26.413
304,26.493
305,26.801
306,27.149
307,25.642
308,26.836
309,26.881
310,26.881
311,26.179
312,26.587
313,27.438
314,27.129
315,26.861
316,27.050
317,26.657
318,26.507
319,26.353
320,26.493
321,26.229
322,26.662
323,26.761
324,26.025
325,26.164
326,26.677
327,25.821
328,26.100
329,27.179
330,26.527
331,26.453
332,26.498
333,26.662
334,26.716
335,26.502
336,26.537
337,26.811
338,27.373
339,26.114
340,27.030
341,27.090
342,26.418
343,26.761
344,26.149
345,26.244
346,27.030
347,26.607
348,26.428
349,26.259
350,25.851
351,27.040
352,26.498
353,26.169
354,26.776
355,27.055
356,26.473
357,26.478
358,25.900
359,26.363
360,27.025
361,27.244
362,26.204
363,26.791
364,26.289
365,25.960
366,26.672
367,26.179
368,25.910
369,26.035
370,27.010
371,26.677
372,27.373
373,26.488
374,27.005
375,26.796
376,26.532
377,26.806
378,26.075
379,26.502
380,26.418
381,26.900
382,26.522
383,27.174
384,26.348
385,26.622
386,27.005
387,26.239
388,26.592
389,26.507
390,26.900
391,26.498
392,27.060
393,28.005
394,27.259
395,26.438
396,26.259
397,26.189
398,25.881
399,26.950
400,26.463
401,26.547
402,26.398
403,27.557
404,26.806
405,26.189
406,25.816
407,26.697
408,26.179
409,26.209
410,26.179
411,26.886
412,26.527
413,26.308
414,26.308
415,27.005
416,25.940
417,27.318
418,27.065
419,27.010
420,25.836
421,25.811
422,26.642
423,26.502
424,26.488
425,26.826
426,26.861
427,26.448
428,26.851
429,26.199
430,26.801
431,25.637
432,26.726
433,26.000
434,26.582
435,26.423
436,26.756
437,26.229
438,26.841
439,26.065
440,26.468
441,26.363
442,26.318
443,26.592
444,26.423
445,26.483
446,25.940
447,26.567
448,26.871
449,26.284
450,25.856
451,26.667
452,26.706
453,25.841
454,26.821
455,26.622
456,25.876
457,26.751
458,26.119
459,26.990
460,26.080
461,26.587
462,26.861
