lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.950,15.900,27.532
1,16.075,16.184,27.358
2,16.060,15.910,27.552
3,15.736,15.662,27.184
4,15.856,15.861,27.269
5,15.751,15.577,27.025
6,15.572,15.522,26.920
7,15.488,15.572,26.846
8,15.776,15.786,27.244
9,16.801,16.716,28.194
10,16.463,16.483,27.751
11,16.035,15.935,27.308
12,16.746,16.532,27.905
13,16.015,16.035,27.189
14,15.716,15.781,27.289
15,16.075,16.090,27.473
16,15.672,15.597,26.846
17,15.945,15.756,27.284
18,15.920,15.990,27.289
19,15.129,14.955,26.453
20,16.269,16.109,27.403
21,16.189,16.204,28.060
22,15.328,15.423,26.721
23,15.572,15.637,26.662
24,15.647,15.567,27.134
25,15.303,15.174,26.756
26,16.279,16.174,27.498
27,15.632,15.542,27.030
28,15.229,14.896,26.428
29,15.328,15.378,26.617
30,15.657,15.647,27.493
31,16.000,15.876,27.219
32,16.512,16.458,27.682
33,14.900,14.985,26.333
34,15.736,15.836,27.050
35,15.930,15.995,27.124
36,15.035,14.980,26.080
37,16.164,16.154,27.587
38,15.920,15.731,27.303
39,15.985,15.930,27.458
40,14.900,14.950,26.507
41,14.746,14.692,26.428
42,15.582,15.274,26.935
43,15.721,15.831,26.836
44,15.687,15.657,26.801
45,15.706,15.856,27.229
46,15.597,15.294,26.562
47,15.418,15.284,26.423
48,16.194,16.070,26.896
49,16.478,16.333,27.851
50,15.139,15.224,26.677
51,15.905,15.786,26.900
52,16.119,16.224,27.692
53,15.736,15.667,27.194
54,15.348,15.244,26.861
55,15.975,15.965,26.970
56,16.090,16.159,27.393
57,15.522,15.527,26.756
58,15.274,15.114,26.358
59,15.045,15.065,26.358
60,16.502,16.498,27.716
61,15.915,15.905,27.398
62,15.731,15.642,26.781
63,15.323,15.184,26.652
64,15.950,15.781,26.960
65,15.443,15.328,26.453
66,15.070,15.070,26.045
67,14.826,14.985,25.930
68,16.174,15.980,27.114
69,14.776,14.876,26.403
70,15.199,15.085,26.617
71,15.303,15.219,26.697
72,15.502,15.483,26.308
73,15.333,15.284,26.438
74,16.294,16.179,27.517
75,15.363,15.398,26.622
76,15.104,15.060,26.224
77,15.806,15.816,26.622
78,15.109,15.109,26.294
79,15.348,15.423,26.602
80,15.697,15.572,26.682
81,15.905,15.776,27.159
82,16.458,16.433,27.692
83,14.920,14.876,26.035
84,15.756,15.756,26.637
85,15.940,15.816,26.746
86,15.204,15.209,26.308
87,15.677,15.771,26.662
88,16.179,16.109,27.209
89,15.159,15.174,26.527
90,15.030,15.070,25.920
91,15.841,15.677,26.856
