lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.592,22.353,27.498
1,15.816,22.368,27.473
2,15.448,22.289,27.443
3,15.149,21.821,26.891
4,15.622,22.209,27.289
5,15.368,21.990,27.025
6,15.169,21.846,26.851
7,15.149,21.846,26.776
8,15.443,22.159,27.249
9,16.423,23.124,28.065
10,15.990,22.602,27.925
11,15.592,22.184,27.308
12,16.174,23.129,27.821
13,15.692,22.209,27.423
14,15.428,22.244,27.294
15,15.682,22.159,27.378
16,15.209,21.886,26.871
17,15.498,22.080,27.299
18,15.692,22.169,27.408
19,14.726,21.403,26.458
20,15.861,22.398,27.552
21,15.861,22.811,27.955
22,14.985,21.766,26.547
23,15.209,21.706,26.637
24,15.363,21.881,27.010
25,14.876,21.677,26.682
26,15.925,22.373,27.562
27,15.209,21.905,26.886
28,14.920,21.622,26.527
29,15.080,21.741,26.547
30,15.473,22.100,27.408
31,15.721,22.189,27.219
32,16.055,22.706,27.796
33,14.627,21.274,26.119
34,15.353,21.980,26.925
35,15.557,22.224,27.264
36,14.662,21.124,25.871
37,15.746,22.602,27.642
38,15.393,22.254,27.035
39,15.577,22.289,27.547
40,14.667,21.388,26.279
41,14.428,21.124,26.403
42,15.119,21.801,27.040
43,15.428,21.980,26.960
44,15.348,22.065,26.756
45,15.413,22.085,26.990
46,15.055,21.706,26.577
47,15.169,21.652,26.488
48,15.647,22.184,26.950
49,16.055,22.801,27.905
50,14.881,21.498,26.652
51,15.498,21.955,26.995
52,15.736,22.532,27.592
53,15.378,21.915,27.229
54,14.935,21.731,26.577
55,15.473,22.199,26.995
56,15.811,22.438,27.428
57,15.164,21.627,26.796
58,14.935,21.418,26.463
59,14.771,21.269,26.204
60,16.249,22.657,27.915
61,15.572,22.234,27.294
62,15.378,22.045,26.831
63,15.025,21.577,26.731
64,15.597,22.144,27.144
65,15.209,21.647,26.552
66,14.746,21.373,26.020
67,14.587,21.129,25.980
68,15.537,21.970,26.960
69,14.517,21.254,26.075
70,14.826,21.438,26.438
71,14.945,21.473,26.517
72,15.085,21.463,26.299
73,14.851,21.547,26.483
74,15.846,22.373,27.632
75,15.040,21.582,26.776
76,14.706,21.174,26.323
77,15.308,21.766,26.706
78,14.876,21.328,26.129
79,14.980,21.567,26.453
80,15.323,21.662,26.512
81,15.373,22.154,27.134
82,16.030,22.642,27.726
83,14.622,20.915,25.766
84,15.279,21.697,26.647
85,15.622,21.896,26.592
86,14.975,21.522,26.184
87,15.423,21.826,26.801
88,15.826,22.239,27.383
89,14.766,21.423,26.667
90,14.856,21.294,25.905
91,15.299,21.721,26.811
92,14.537,21.289,25.975
93,15.413,22.095,26.950
94,14.945,21.493,26.284
95,15.209,21.731,26.846
96,15.159,21.886,26.711
97,14.980,21.413,26.463
98,15.119,21.771,26.637
99,15.468,21.632,26.682
100,14.512,20.925,26.050
101,14.592,21.194,26.100
102,15.204,21.358,26.323
103,14.716,21.279,26.124
104,14.279,20.826,25.607
105,14.458,20.995,26.104
106,14.970,21.423,26.398
107,14.985,21.458,26.338
108,15.279,21.861,26.682
109,14.109,20.522,25.741
110,14.701,21.522,26.433
111,15.517,22.020,26.970
112,15.577,21.811,27.075
113,15.159,21.701,26.622
114,15.413,21.851,27.065
115,15.353,21.990,26.667
116,15.438,22.100,27.299
117,14.841,21.229,26.209
118,15.279,21.960,27.085
119,14.716,21.318,26.343
120,15.647,22.179,27.318
121,15.075,21.617,26.741
122,15.522,22.154,27.075
123,14.388,21.020,25.622
