lambda_idx,t_1_ms
0,10713.000
1,10778.000
2,10797.000
3,10755.000
4,10809.000
5,10663.000
6,10745.000
7,10762.000
8,10714.000
9,11226.000
10,10972.000
11,10908.000
12,11027.000
13,10829.000
14,10692.000
15,10814.000
16,10632.000
17,10805.000
18,10747.000
19,10618.000
20,10870.000
21,10877.000
22,10642.000
23,10618.000
24,10894.000
25,10611.000
26,10854.000
27,10621.000
28,10491.000
29,10614.000
30,10743.000
31,10780.000
32,10935.000
33,10488.000
34,10623.000
35,10756.000
36,10412.000
37,10835.000
38,10840.000
39,10845.000
40,10487.000
41,10537.000
42,10667.000
43,10762.000
44,10738.000
45,10788.000
46,10771.000
47,10541.000
48,10668.000
49,10871.000
50,10550.000
51,10726.000
52,10866.000
53,10735.000
54,10597.000
55,10694.000
56,10728.000
57,10680.000
58,10383.000
59,10430.000
60,10903.000
61,10726.000
62,10674.000
63,10543.000
64,10724.000
65,10460.000
66,10362.000
67,10252.000
68,10633.000
69,10380.000
70,10442.000
71,10580.000
72,10542.000
73,10482.000
74,10886.000
75,10632.000
76,10391.000
77,10649.000
78,10512.000
79,10576.000
80,10509.000
81,10749.000
82,10953.000
83,10417.000
84,10597.000
85,10673.000
86,10444.000
87,10598.000
88,10765.000
89,10482.000
90,10353.000
91,10627.000
92,10320.000
93,10709.000
94,10449.000
95,10693.000
96,10730.000
97,10514.000
98,10675.000
99,10680.000
100,10275.000
101,10399.000
102,10559.000
103,10383.000
104,10243.000
105,10243.000
106,10535.000
107,10457.000
108,10586.000
109,10129.000
110,10534.000
111,10526.000
112,10645.000
113,10604.000
114,10631.000
115,10691.000
116,10644.000
117,10293.000
118,10578.000
119,10459.000
120,10667.000
121,10692.000
122,10663.000
123,10170.000
124,10312.000
125,10443.000
126,10502.000
127,10633.000
128,10354.000
129,10380.000
130,10643.000
131,10258.000
132,10339.000
133,10550.000
134,10492.000
135,10812.000
136,10525.000
137,10415.000
138,10300.000
139,10782.000
140,10584.000
141,10400.000
142,10336.000
143,10260.000
144,10479.000
145,10552.000
146,10620.000
147,10485.000
148,10575.000
149,10284.000
150,10674.000
151,10542.000
152,10587.000
153,10493.000
154,10194.000
155,10513.000
156,10465.000
157,10581.000
158,10953.000
159,9885.000
160,10346.000
161,10556.000
162,10290.000
163,10686.000
164,10437.000
165,10595.000
166,10426.000
167,10398.000
168,10306.000
169,10543.000
170,10761.000
171,10501.000
172,10688.000
173,10523.000
174,10376.000
175,10574.000
176,10465.000
177,10513.000
178,10375.000
179,10363.000
180,10496.000
181,10108.000
182,10112.000
183,10567.000
184,10384.000
185,10205.000
186,10834.000
187,10383.000
188,10821.000
189,10683.000
190,10398.000
191,10713.000
192,10818.000
193,10511.000
194,10626.000
195,10472.000
196,10560.000
197,10370.000
198,10623.000
199,10407.000
200,10850.000
201,10534.000
202,10393.000
203,10341.000
204,10379.000
205,10504.000
206,10190.000
207,10368.000
208,10322.000
209,10651.000
210,10198.000
211,10489.000
212,10320.000
213,10432.000
214,10311.000
215,10447.000
216,10422.000
217,10350.000
218,10318.000
219,10548.000
220,10304.000
221,10357.000
222,10137.000
223,10357.000
224,10401.000
225,10376.000
226,10360.000
227,10280.000
228,10164.000
229,10316.000
230,10232.000
231,10348.000
232,10631.000
233,10595.000
234,10393.000
235,10322.000
236,10320.000
237,10221.000
238,10126.000
239,10534.000
240,10405.000
241,10412.000
242,10424.000
243,10321.000
244,10344.000
245,10235.000
246,10633.000
247,10587.000
248,10382.000
249,10416.000
250,10339.000
251,10340.000
252,10361.000
253,10422.000
254,10453.000
255,10365.000
256,10259.000
257,10153.000
258,10270.000
259,10306.000
260,10256.000
261,10227.000
262,10507.000
263,10352.000
264,10313.000
265,10546.000
266,10573.000
267,10464.000
268,10246.000
269,10310.000
270,10457.000
271,10510.000
272,10362.000
273,10455.000
274,10809.000
275,10331.000
276,10175.000
277,10455.000
278,10273.000
279,10520.000
280,10569.000
281,10494.000
282,10564.000
283,10459.000
284,10325.000
285,10481.000
286,10607.000
287,10142.000
288,10521.000
289,10626.000
290,10336.000
291,10312.000
292,10442.000
293,10424.000
294,10406.000
295,10660.000
296,10517.000
297,10412.000
298,10380.000
299,10174.000
300,10341.000
301,10288.000
302,10406.000
303,10502.000
304,10292.000
305,10601.000
306,10719.000
307,10097.000
308,10453.000
309,10257.000
310,10650.000
311,10379.000
312,10459.000
313,10708.000
314,10663.000
315,10610.000
316,10641.000
317,10540.000
318,10429.000
319,10523.000
320,10453.000
321,10396.000
322,10493.000
323,10630.000
324,10250.000
325,10528.000
326,10511.000
327,10241.000
328,10534.000
329,10558.000
330,10402.000
331,10446.000
332,10387.000
333,10417.000
334,10572.000
335,10437.000
336,10359.000
337,10448.000
338,10751.000
339,10113.000
340,10502.000
341,10738.000
342,10503.000
343,10426.000
344,10315.000
345,10315.000
346,10467.000
347,10339.000
348,10404.000
349,10121.000
350,10198.000
351,10538.000
352,10320.000
353,10280.000
354,10578.000
355,10642.000
356,10281.000
357,10469.000
358,10283.000
359,10362.000
360,10636.000
361,10599.000
362,10393.000
363,10527.000
364,10336.000
365,10185.000
366,10462.000
367,10247.000
368,10219.000
369,10241.000
370,10501.000
371,10455.000
372,10646.000
373,10439.000
374,10584.000
375,10357.000
376,10577.000
377,10542.000
378,10400.000
379,10476.000
380,10447.000
381,10456.000
382,10432.000
383,10598.000
384,10362.000
385,10451.000
386,10621.000
387,10389.000
388,10470.000
389,10500.000
390,10474.000
391,10461.000
392,10575.000
393,10995.000
394,10552.000
395,10225.000
396,10302.000
397,10142.000
398,10197.000
399,10482.000
400,10426.000
401,10432.000
402,10404.000
403,10718.000
404,10345.000
405,10199.000
406,10204.000
407,10499.000
408,10367.000
409,10347.000
410,10238.000
411,10596.000
412,10435.000
413,10335.000
414,10340.000
415,10603.000
416,10297.000
417,10674.000
418,10787.000
419,10773.000
420,10190.000
421,10162.000
422,10519.000
423,10383.000
424,10449.000
425,10514.000
426,10641.000
