lambda_idx,t_1_ms
0,10981.000
1,10962.000
2,11046.000
3,10982.000
4,11004.000
5,10897.000
6,10953.000
7,10999.000
8,10905.000
9,11467.000
10,11214.000
11,11063.000
12,11240.000
13,11023.000
14,10950.000
15,11026.000
16,10873.000
17,11059.000
18,10921.000
19,10846.000
20,11112.000
21,11139.000
22,10783.000
23,10881.000
24,11128.000
25,10844.000
26,11109.000
27,10810.000
28,10689.000
29,10824.000
30,10987.000
31,11047.000
32,11194.000
33,10667.000
34,10827.000
35,10968.000
36,10635.000
37,11088.000
38,11063.000
39,11075.000
40,10717.000
41,10725.000
42,10922.000
43,11005.000
44,10965.000
45,11015.000
46,10990.000
47,10743.000
48,10888.000
49,11120.000
50,10735.000
51,10950.000
52,11112.000
53,10944.000
54,10855.000
55,10946.000
56,10969.000
57,10859.000
58,10615.000
59,10708.000
60,11137.000
61,10941.000
62,10886.000
63,10730.000
64,10917.000
65,10695.000
66,10623.000
67,10454.000
68,10897.000
69,10651.000
70,10637.000
71,10787.000
72,10747.000
73,10752.000
74,11082.000
75,10851.000
76,10584.000
77,10817.000
78,10701.000
79,10812.000
80,10818.000
81,10995.000
82,11167.000
83,10653.000
84,10815.000
85,10906.000
86,10660.000
87,10873.000
88,11032.000
89,10707.000
90,10620.000
91,10878.000
92,10616.000
93,10911.000
94,10727.000
95,10921.000
96,11012.000
97,10755.000
98,10802.000
99,10920.000
100,10563.000
101,10641.000
102,10682.000
103,10618.000
104,10462.000
105,10539.000
106,10784.000
107,10672.000
108,10801.000
109,10407.000
110,10773.000
111,10868.000
112,10874.000
113,10837.000
114,10908.000
115,10866.000
116,10858.000
117,10533.000
118,10795.000
119,10707.000
120,10912.000
121,10880.000
122,10962.000
123,10497.000
124,10609.000
125,10687.000
126,10705.000
127,10874.000
128,10605.000
129,10610.000
130,10924.000
131,10513.000
132,10541.000
133,10766.000
134,10762.000
135,11060.000
136,10792.000
137,10608.000
138,10550.000
139,11006.000
140,10925.000
141,10648.000
142,10586.000
143,10483.000
144,10724.000
145,10811.000
146,10820.000
147,10790.000
148,10828.000
149,10511.000
150,10894.000
151,10787.000
152,10787.000
153,10758.000
154,10465.000
155,10769.000
156,10714.000
157,10849.000
158,11139.000
159,10110.000
160,10569.000
161,10834.000
162,10490.000
163,10895.000
164,10608.000
165,10812.000
166,10687.000
167,10600.000
168,10550.000
169,10800.000
170,10994.000
171,10732.000
172,10894.000
173,10772.000
174,10601.000
175,10757.000
176,10684.000
177,10820.000
178,10653.000
179,10644.000
180,10740.000
181,10351.000
182,10379.000
183,10905.000
184,10627.000
185,10469.000
186,11024.000
187,10647.000
188,11062.000
189,10994.000
190,10577.000
191,10937.000
192,11087.000
193,10715.000
194,10935.000
195,10787.000
196,10779.000
197,10634.000
198,10879.000
199,10659.000
200,11082.000
201,10768.000
202,10559.000
203,10549.000
204,10663.000
205,10745.000
206,10413.000
207,10680.000
208,10608.000
209,10854.000
210,10431.000
211,10734.000
212,10541.000
213,10665.000
214,10553.000
215,10706.000
216,10660.000
217,10576.000
218,10575.000
219,10862.000
220,10560.000
221,10514.000
222,10287.000
223,10530.000
224,10610.000
225,10595.000
226,10677.000
227,10607.000
228,10326.000
229,10599.000
230,10556.000
231,10591.000
232,10911.000
233,10808.000
234,10611.000
235,10498.000
236,10573.000
237,10481.000
238,10394.000
239,10837.000
240,10662.000
241,10710.000
242,10637.000
243,10623.000
244,10592.000
245,10472.000
246,10839.000
247,10805.000
248,10662.000
249,10694.000
250,10586.000
251,10594.000
252,10619.000
253,10667.000
254,10689.000
255,10587.000
256,10458.000
257,10312.000
258,10516.000
259,10554.000
260,10510.000
261,10490.000
262,10776.000
263,10563.000
264,10490.000
265,10802.000
266,10763.000
267,10724.000
268,10540.000
269,10560.000
270,10712.000
271,10723.000
272,10636.000
273,10717.000
274,11072.000
275,10598.000
276,10478.000
277,10683.000
278,10452.000
279,10734.000
280,10800.000
281,10645.000
282,10855.000
283,10668.000
284,10546.000
285,10730.000
286,10898.000
287,10435.000
288,10709.000
289,10830.000
290,10597.000
291,10483.000
292,10675.000
293,10717.000
294,10694.000
295,10907.000
296,10697.000
297,10605.000
298,10653.000
299,10347.000
300,10552.000
301,10521.000
302,10608.000
303,10691.000
304,10544.000
305,10810.000
306,10912.000
307,10338.000
308,10702.000
309,10541.000
310,10852.000
311,10607.000
312,10692.000
313,10959.000
314,10860.000
315,10815.000
316,10828.000
317,10812.000
318,10660.000
319,10729.000
320,10656.000
321,10627.000
322,10722.000
323,10849.000
324,10534.000
325,10796.000
326,10696.000
327,10450.000
328,10757.000
329,10801.000
330,10631.000
331,10703.000
332,10616.000
333,10680.000
334,10803.000
335,10626.000
336,10647.000
337,10690.000
338,11011.000
339,10365.000
340,10782.000
341,11037.000
342,10722.000
343,10606.000
344,10606.000
345,10521.000
346,10705.000
347,10594.000
348,10681.000
349,10420.000
350,10425.000
351,10832.000
352,10583.000
353,10518.000
354,10838.000
355,10877.000
356,10510.000
357,10640.000
358,10563.000
359,10637.000
360,10905.000
361,10857.000
362,10657.000
363,10658.000
364,10556.000
365,10398.000
366,10694.000
367,10489.000
368,10485.000
369,10528.000
370,10737.000
371,10728.000
372,10871.000
373,10716.000
374,10907.000
375,10615.000
376,10827.000
377,10795.000
378,10557.000
379,10710.000
380,10696.000
381,10705.000
382,10734.000
383,10875.000
384,10557.000
385,10710.000
386,10910.000
387,10555.000
388,10713.000
389,10741.000
390,10729.000
391,10698.000
392,10759.000
393,11249.000
394,10807.000
395,10479.000
396,10572.000
397,10467.000
398,10443.000
399,10779.000
400,10687.000
401,10702.000
402,10626.000
403,10992.000
404,10600.000
405,10491.000
406,10438.000
407,10767.000
408,10500.000
409,10561.000
410,10465.000
411,10871.000
412,10682.000
413,10582.000
414,10605.000
415,10811.000
416,10505.000
417,10956.000
418,11007.000
419,11018.000
420,10522.000
421,10411.000
422,10771.000
423,10588.000
424,10687.000
425,10702.000
426,10800.000
427,10598.000
428,10702.000
429,10579.000
430,10830.000
431,10377.000
432,10725.000
433,10585.000
434,10745.000
435,10576.000
436,10789.000
437,10391.000
438,10724.000
439,10526.000
440,10718.000
441,10651.000
442,10590.000
443,10577.000
444,10620.000
445,10638.000
446,10548.000
447,10763.000
448,10789.000
449,10683.000
450,10380.000
451,10671.000
452,10759.000
453,10427.000
454,10783.000
455,10779.000
456,10351.000
457,10629.000
458,10489.000
459,10900.000
460,10491.000
461,10650.000
462,10896.000
463,10838.000
464,10750.000
465,10726.000
466,10618.000
467,10760.000
468,10840.000
469,10628.000
470,10666.000
471,10741.000
472,10636.000
473,10716.000
474,10767.000
475,10669.000
476,10979.000
477,10724.000
478,10234.000
479,10540.000
480,10484.000
481,10830.000
482,10591.000
483,10527.000
484,10530.000
485,10452.000
486,10537.000
487,10479.000
488,10678.000
489,10443.000
490,10880.000
491,10513.000
492,10889.000
493,10508.000
494,10734.000
495,11077.000
496,10417.000
497,10564.000
498,10731.000
499,10753.000
500,10610.000
501,10727.000
