lambda_idx,t_1_ms
0,10584.000
1,10638.000
2,10654.000
3,10580.000
4,10600.000
5,10571.000
6,10651.000
7,10658.000
8,10522.000
9,11022.000
10,10885.000
11,10729.000
12,10894.000
13,10676.000
14,10622.000
15,10698.000
16,10534.000
17,10688.000
18,10593.000
19,10366.000
20,10768.000
21,10755.000
22,10495.000
23,10559.000
24,10705.000
25,10527.000
26,10749.000
27,10470.000
28,10344.000
29,10450.000
30,10630.000
31,10690.000
32,10737.000
33,10318.000
34,10471.000
35,10696.000
36,10276.000
37,10680.000
38,10699.000
39,10722.000
40,10356.000
41,10423.000
42,10527.000
43,10626.000
44,10598.000
45,10602.000
46,10630.000
47,10405.000
48,10557.000
49,10799.000
50,10398.000
51,10577.000
52,10738.000
53,10598.000
54,10485.000
55,10530.000
56,10637.000
57,10582.000
58,10248.000
59,10336.000
60,10722.000
61,10635.000
62,10514.000
63,10355.000
64,10615.000
65,10290.000
66,10231.000
67,10135.000
68,10487.000
69,10295.000
70,10347.000
71,10470.000
72,10466.000
73,10356.000
74,10719.000
75,10475.000
76,10284.000
77,10519.000
78,10357.000
79,10394.000
80,10410.000
81,10616.000
82,10776.000
83,10290.000
84,10481.000
85,10550.000
86,10309.000
87,10475.000
88,10679.000
89,10412.000
90,10228.000
91,10511.000
92,10237.000
93,10561.000
94,10392.000
95,10557.000
96,10625.000
97,10381.000
98,10537.000
99,10626.000
100,10199.000
101,10337.000
102,10385.000
103,10291.000
104,10090.000
105,10109.000
106,10452.000
107,10349.000
108,10438.000
109,9966.000
110,10344.000
111,10474.000
112,10550.000
113,10444.000
114,10530.000
115,10581.000
116,10566.000
117,10153.000
118,10502.000
119,10346.000
120,10532.000
121,10569.000
122,10634.000
123,10130.000
124,10181.000
125,10375.000
126,10370.000
127,10482.000
128,10255.000
129,10235.000
130,10563.000
131,10190.000
132,10200.000
133,10451.000
134,10364.000
135,10701.000
136,10367.000
137,10315.000
138,10211.000
139,10651.000
140,10459.000
141,10290.000
142,10218.000
143,10169.000
144,10342.000
145,10427.000
146,10513.000
147,10400.000
148,10494.000
149,10130.000
150,10502.000
151,10446.000
152,10432.000
153,10399.000
154,10085.000
155,10397.000
156,10285.000
157,10458.000
158,10822.000
159,9817.000
160,10169.000
161,10458.000
162,10155.000
163,10519.000
164,10285.000
165,10445.000
166,10241.000
167,10219.000
168,10189.000
169,10376.000
170,10667.000
171,10408.000
172,10565.000
173,10398.000
174,10261.000
175,10440.000
176,10354.000
177,10410.000
178,10298.000
179,10317.000
180,10381.000
181,9918.000
182,10023.000
183,10494.000
184,10226.000
185,10110.000
186,10636.000
187,10258.000
188,10682.000
189,10647.000
190,10230.000
191,10599.000
192,10744.000
193,10399.000
194,10569.000
195,10382.000
196,10440.000
197,10238.000
198,10472.000
199,10358.000
200,10681.000
201,10391.000
202,10227.000
203,10231.000
204,10236.000
205,10382.000
206,10070.000
207,10274.000
208,10258.000
209,10496.000
210,10082.000
211,10362.000
212,10227.000
213,10332.000
214,10158.000
215,10347.000
216,10353.000
217,10189.000
218,10170.000
219,10486.000
220,10195.000
221,10241.000
222,9965.000
223,10223.000
224,10266.000
225,10269.000
226,10336.000
227,10230.000
228,9980.000
229,10211.000
230,10148.000
231,10193.000
232,10472.000
233,10439.000
234,10241.000
235,10177.000
236,10281.000
237,10087.000
238,10099.000
239,10404.000
240,10289.000
241,10373.000
242,10284.000
243,10294.000
244,10224.000
245,10140.000
246,10553.000
247,10407.000
248,10292.000
249,10326.000
250,10260.000
251,10194.000
252,10203.000
253,10307.000
254,10313.000
255,10199.000
256,10132.000
257,9957.000
258,10194.000
259,10134.000
260,10021.000
261,10087.000
262,10438.000
263,10183.000
264,10158.000
265,10445.000
266,10443.000
267,10344.000
268,10128.000
269,10238.000
270,10379.000
271,10407.000
272,10257.000
273,10343.000
274,10671.000
275,10180.000
276,10083.000
277,10346.000
278,10104.000
279,10357.000
280,10405.000
281,10305.000
282,10415.000
283,10295.000
284,10252.000
285,10399.000
286,10472.000
287,10023.000
288,10377.000
289,10462.000
290,10201.000
291,10176.000
292,10363.000
293,10300.000
294,10303.000
295,10607.000
296,10390.000
297,10275.000
298,10247.000
299,10024.000
300,10197.000
301,10215.000
302,10247.000
303,10372.000
304,10183.000
305,10482.000
306,10558.000
307,9951.000
308,10320.000
309,10158.000
310,10561.000
311,10221.000
312,10351.000
313,10651.000
314,10529.000
315,10482.000
316,10518.000
317,10484.000
318,10314.000
319,10375.000
320,10320.000
321,10307.000
322,10369.000
323,10482.000
324,10122.000
325,10356.000
326,10372.000
327,10088.000
328,10392.000
329,10429.000
330,10273.000
