lambda_idx,t_1_ms
0,10708.000
1,10699.000
2,10767.000
3,10697.000
4,10735.000
5,10637.000
6,10693.000
7,10723.000
8,10681.000
9,11167.000
10,10972.000
11,10820.000
12,10982.000
13,10697.000
14,10672.000
15,10786.000
16,10589.000
17,10794.000
18,10707.000
19,10529.000
20,10871.000
21,10883.000
22,10497.000
23,10573.000
24,10827.000
25,10626.000
26,10803.000
27,10621.000
28,10422.000
29,10581.000
30,10711.000
31,10768.000
32,10947.000
33,10461.000
34,10611.000
35,10742.000
36,10367.000
37,10828.000
38,10779.000
39,10798.000
40,10444.000
41,10489.000
42,10648.000
43,10723.000
44,10676.000
45,10683.000
46,10698.000
47,10473.000
48,10664.000
49,10832.000
50,10558.000
51,10714.000
52,10865.000
53,10675.000
54,10558.000
55,10605.000
56,10721.000
57,10641.000
58,10341.000
59,10425.000
60,10897.000
61,10732.000
62,10576.000
63,10474.000
64,10645.000
65,10407.000
66,10414.000
67,10292.000
68,10621.000
69,10335.000
70,10429.000
71,10588.000
72,10533.000
73,10459.000
74,10792.000
75,10592.000
76,10371.000
77,10578.000
78,10437.000
79,10528.000
80,10516.000
81,10679.000
82,10876.000
83,10314.000
84,10531.000
85,10630.000
86,10370.000
87,10559.000
88,10754.000
89,10426.000
90,10377.000
91,10554.000
92,10331.000
93,10647.000
94,10417.000
95,10658.000
96,10799.000
97,10500.000
98,10628.000
99,10668.000
100,10246.000
101,10377.000
102,10523.000
103,10298.000
104,10191.000
105,10200.000
106,10514.000
107,10459.000
108,10533.000
109,10115.000
110,10491.000
111,10599.000
112,10602.000
113,10563.000
114,10630.000
115,10660.000
116,10636.000
117,10179.000
118,10538.000
119,10447.000
120,10651.000
121,10714.000
122,10650.000
123,10275.000
124,10333.000
125,10453.000
126,10461.000
127,10597.000
128,10324.000
129,10361.000
130,10565.000
131,10209.000
132,10345.000
133,10483.000
134,10451.000
135,10698.000
136,10521.000
137,10322.000
138,10296.000
139,10765.000
140,10599.000
141,10407.000
142,10321.000
143,10250.000
144,10410.000
145,10462.000
146,10631.000
147,10514.000
148,10535.000
149,10263.000
150,10621.000
151,10505.000
152,10543.000
153,10489.000
154,10167.000
155,10488.000
156,10447.000
157,10614.000
158,10880.000
159,9806.000
160,10326.000
161,10571.000
162,10186.000
163,10616.000
164,10354.000
165,10513.000
166,10304.000
167,10391.000
168,10309.000
169,10468.000
170,10737.000
171,10476.000
172,10655.000
173,10511.000
174,10358.000
175,10497.000
176,10407.000
177,10498.000
178,10374.000
179,10355.000
180,10457.000
181,10085.000
182,10132.000
183,10602.000
184,10373.000
185,10209.000
186,10750.000
187,10407.000
188,10770.000
189,10697.000
190,10268.000
191,10696.000
192,10787.000
193,10457.000
194,10626.000
195,10510.000
196,10562.000
197,10337.000
198,10637.000
199,10388.000
200,10808.000
201,10516.000
202,10352.000
203,10240.000
204,10356.000
205,10491.000
206,10167.000
207,10381.000
208,10327.000
209,10572.000
