lambda_idx,t_1_ms
0,10691.000
1,10693.000
2,10745.000
3,10649.000
4,10778.000
5,10696.000
6,10629.000
7,10753.000
8,10682.000
9,11155.000
10,10881.000
11,10838.000
12,10944.000
13,10777.000
14,10660.000
15,10773.000
16,10624.000
17,10722.000
18,10674.000
19,10496.000
20,10888.000
21,10861.000
22,10561.000
23,10574.000
24,10785.000
25,10581.000
26,10805.000
27,10553.000
28,10357.000
29,10522.000
30,10681.000
31,10789.000
32,10924.000
33,10411.000
34,10554.000
35,10755.000
36,10353.000
37,10816.000
38,10797.000
39,10826.000
40,10476.000
41,10524.000
42,10613.000
43,10725.000
44,10704.000
45,10750.000
46,10694.000
47,10421.000
48,10647.000
49,10876.000
50,10468.000
51,10653.000
52,10826.000
53,10662.000
54,10584.000
55,10618.000
56,10736.000
57,10641.000
58,10374.000
59,10465.000
60,10863.000
61,10688.000
62,10599.000
63,10469.000
64,10625.000
65,10387.000
66,10303.000
67,10204.000
68,10594.000
69,10410.000
70,10434.000
71,10539.000
72,10539.000
73,10415.000
74,10848.000
75,10614.000
76,10340.000
77,10553.000
78,10403.000
79,10478.000
80,10496.000
81,10723.000
82,10840.000
83,10380.000
84,10534.000
85,10603.000
86,10390.000
87,10589.000
88,10761.000
89,10419.000
90,10323.000
91,10627.000
92,10326.000
93,10632.000
94,10450.000
95,10667.000
96,10754.000
97,10485.000
98,10612.000
99,10666.000
100,10238.000
101,10368.000
102,10480.000
103,10366.000
104,10169.000
105,10266.000
106,10522.000
107,10492.000
108,10523.000
109,10085.000
110,10448.000
111,10511.000
112,10626.000
113,10543.000
114,10660.000
115,10636.000
116,10633.000
117,10212.000
118,10524.000
119,10435.000
120,10659.000
121,10650.000
122,10682.000
123,10202.000
124,10314.000
125,10388.000
126,10404.000
127,10587.000
128,10374.000
129,10353.000
130,10609.000
131,10202.000
132,10303.000
133,10503.000
134,10517.000
135,10695.000
136,10500.000
137,10369.000
138,10286.000
139,10768.000
140,10542.000
141,10364.000
142,10278.000
143,10237.000
144,10421.000
145,10531.000
146,10565.000
147,10527.000
148,10533.000
149,10256.000
150,10664.000
151,10498.000
152,10508.000
153,10506.000
154,10213.000
155,10404.000
156,10433.000
157,10574.000
158,10923.000
159,9821.000
160,10260.000
161,10562.000
162,10270.000
163,10632.000
164,10384.000
165,10525.000
166,10355.000
167,10346.000
168,10298.000
169,10539.000
170,10771.000
171,10493.000
172,10654.000
173,10493.000
174,10337.000
175,10551.000
176,10436.000
177,10491.000
178,10386.000
179,10419.000
180,10488.000
181,10073.000
182,10053.000
183,10506.000
184,10312.000
185,10221.000
186,10745.000
187,10402.000
188,10788.000
189,10671.000
190,10291.000
191,10730.000
192,10875.000
193,10518.000
194,10603.000
195,10472.000
196,10567.000
197,10338.000
198,10615.000
199,10400.000
200,10855.000
201,10550.000
202,10321.000
203,10271.000
204,10360.000
205,10548.000
206,10147.000
207,10368.000
208,10339.000
209,10599.000
210,10166.000
211,10448.000
212,10303.000
213,10472.000
214,10275.000
215,10404.000
216,10382.000
217,10294.000
218,10243.000
219,10482.000
220,10285.000
221,10349.000
222,10097.000
223,10326.000
224,10357.000
225,10433.000
226,10324.000
227,10303.000
228,10112.000
229,10313.000
230,10265.000
231,10356.000
232,10594.000
233,10593.000
234,10391.000
235,10237.000
236,10338.000
237,10197.000
238,10138.000
239,10510.000
240,10334.000
241,10467.000
242,10430.000
243,10303.000
244,10363.000
245,10220.000
246,10590.000
247,10523.000
248,10296.000
249,10407.000
250,10342.000
251,10270.000
252,10304.000
253,10420.000
254,10375.000
255,10300.000
256,10193.000
257,10091.000
258,10223.000
259,10217.000
260,10247.000
261,10242.000
262,10508.000
263,10273.000
264,10241.000
265,10547.000
266,10555.000
267,10511.000
268,10229.000
269,10352.000
270,10458.000
271,10441.000
272,10373.000
273,10436.000
274,10798.000
275,10354.000
276,10159.000
277,10443.000
278,10245.000
279,10465.000
280,10550.000
281,10415.000
282,10515.000
283,10422.000
284,10301.000
285,10446.000
286,10564.000
287,10115.000
288,10435.000
289,10536.000
290,10270.000
291,10262.000
292,10427.000
293,10383.000
294,10377.000
295,10713.000
296,10468.000
297,10423.000
298,10376.000
299,10102.000
300,10349.000
301,10259.000
302,10331.000
303,10491.000
304,10230.000
305,10556.000
306,10650.000
307,10052.000
308,10462.000
309,10305.000
310,10556.000
311,10315.000
312,10406.000
313,10730.000
314,10672.000
315,10557.000
316,10600.000
317,10527.000
318,10343.000
319,10465.000
320,10387.000
321,10383.000
322,10477.000
323,10580.000
324,10194.000
325,10545.000
326,10435.000
327,10239.000
328,10463.000
329,10527.000
330,10267.000
331,10426.000
332,10395.000
333,10433.000
334,10522.000
335,10411.000
336,10334.000
337,10439.000
338,10794.000
339,10116.000
340,10472.000
341,10769.000
342,10430.000
343,10472.000
344,10282.000
345,10213.000
346,10418.000
347,10357.000
348,10367.000
349,10084.000
350,10152.000
351,10574.000
352,10297.000
353,10248.000
354,10513.000
355,10583.000
356,10300.000
357,10323.000
358,10281.000
359,10368.000
360,10627.000
361,10583.000
362,10380.000
363,10447.000
364,10302.000
365,10139.000
366,10388.000
367,10227.000
368,10175.000
369,10244.000
370,10459.000
371,10418.000
372,10624.000
373,10450.000
374,10613.000
375,10370.000
376,10504.000
377,10541.000
378,10339.000
379,10434.000
380,10367.000
381,10447.000
382,10497.000
383,10574.000
384,10322.000
385,10378.000
386,10594.000
387,10357.000
388,10485.000
389,10393.000
390,10477.000
391,10417.000
392,10545.000
393,10906.000
394,10503.000
395,10238.000
396,10315.000
397,10103.000
398,10160.000
399,10479.000
400,10430.000
401,10472.000
402,10384.000
403,10736.000
404,10344.000
405,10181.000
406,10232.000
407,10463.000
408,10261.000
409,10320.000
410,10238.000
411,10596.000
412,10471.000
413,10272.000
414,10348.000
415,10554.000
416,10255.000
417,10743.000
418,10765.000
419,10753.000
420,10110.000
421,10140.000
422,10444.000
423,10340.000
424,10454.000
425,10423.000
426,10554.000
427,10361.000
428,10476.000
429,10315.000
430,10512.000
431,10133.000
432,10440.000
433,10289.000
434,10450.000
435,10257.000
436,10509.000
437,10116.000
438,10500.000
439,10203.000
440,10459.000
441,10396.000
442,10321.000
443,10355.000
444,10321.000
445,10334.000
446,10290.000
447,10512.000
448,10528.000
449,10390.000
450,10084.000
451,10428.000
452,10426.000
453,10239.000
454,10514.000
455,10529.000
456,10096.000
457,10370.000
458,10219.000
459,10595.000
460,10182.000
461,10430.000
462,10545.000
463,10582.000
464,10463.000
465,10449.000
466,10321.000
467,10523.000
468,10517.000
469,10317.000
470,10456.000
471,10453.000
472,10335.000
473,10409.000
474,10513.000
475,10384.000
476,10678.000
477,10492.000
478,9920.000
479,10303.000
480,10241.000
481,10557.000
482,10337.000
483,10262.000
484,10211.000
485,10228.000
486,10244.000
487,10143.000
488,10445.000
489,10177.000
490,10621.000
491,10259.000
492,10596.000
493,10230.000
494,10407.000
495,10825.000
496,10109.000
497,10331.000
498,10524.000
499,10467.000
500,10416.000
501,10437.000
502,10523.000
503,10354.000
504,10512.000
505,10214.000
506,10491.000
507,10428.000
508,10578.000
509,10004.000
510,10210.000
511,10229.000
512,10024.000
513,10529.000
514,10355.000
515,10403.000
516,10119.000
517,10425.000
518,10477.000
519,10412.000
520,10339.000
521,10381.000
522,10395.000
523,9916.000
524,10383.000
525,10246.000
526,10633.000
527,10305.000
528,10654.000
529,10408.000
530,10578.000
531,10297.000
532,10534.000
533,10435.000
534,10351.000
535,10598.000
536,10182.000
537,10397.000
538,10576.000
539,10438.000
540,10581.000
541,10614.000
542,10173.000
543,10422.000
544,10212.000
545,10267.000
546,10131.000
547,10617.000
548,10555.000
549,10401.000
550,10474.000
551,10259.000
552,10079.000
553,10488.000
554,10517.000
555,10351.000
556,10307.000
557,10372.000
558,10254.000
559,10506.000
560,10270.000
561,10408.000
562,10316.000
563,10396.000
564,10621.000
565,10211.000
566,10381.000
567,10080.000
568,10380.000
569,10383.000
570,10291.000
571,10426.000
572,10188.000
573,10040.000
574,10612.000
575,10534.000
576,10656.000
577,10247.000
578,10041.000
579,10530.000
580,10384.000
581,10631.000
582,10617.000
583,10461.000
584,10506.000
585,10523.000
586,10232.000
587,10535.000
588,10206.000
589,10187.000
590,10118.000
591,10205.000
592,10245.000
593,10249.000
594,10170.000
595,10461.000
596,10543.000
597,10414.000
598,10233.000
599,10412.000
600,10628.000
601,10481.000
602,10560.000
603,10702.000
604,10528.000
605,10302.000
606,10745.000
607,10201.000
608,10360.000
609,10381.000
610,10341.000
611,10208.000
612,10289.000
613,10508.000
614,10514.000
615,10392.000
616,10438.000
617,10586.000
618,10717.000
619,10233.000
620,10472.000
621,10429.000
622,10712.000
623,10490.000
624,10334.000
625,10246.000
626,10538.000
627,10294.000
628,10686.000
629,10395.000
630,10359.000
631,10194.000
632,10472.000
633,10292.000
634,10584.000
635,10433.000
636,10528.000
637,10312.000
638,10593.000
639,10523.000
640,10364.000
641,10391.000
642,10220.000
643,10271.000
644,10279.000
645,10262.000
646,10194.000
647,10455.000
648,10311.000
649,10181.000
650,10389.000
651,10034.000
652,10457.000
653,10203.000
654,10565.000
655,10194.000
656,10408.000
657,10376.000
658,10450.000
659,10360.000
660,10509.000
