lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.028,22.164,27.255,30.654
1,15.234,22.188,27.290,30.859
2,15.445,22.349,27.492,31.040
3,15.354,22.217,27.392,30.926
4,15.934,22.795,27.984,31.594
5,16.131,23.072,28.191,31.802
6,14.958,21.807,26.936,30.403
7,15.642,22.493,27.422,30.907
8,15.938,22.818,27.835,31.357
9,15.742,22.559,27.443,30.933
10,15.655,22.578,27.722,31.260
11,16.132,23.021,28.039,31.591
12,15.336,22.275,27.456,30.930
13,15.475,22.426,27.473,31.036
14,15.960,22.839,27.861,31.335
15,15.478,22.496,27.617,31.233
16,15.894,22.828,27.923,31.549
17,15.801,22.872,27.899,31.328
18,15.722,22.681,27.745,31.134
19,15.706,22.657,27.478,30.906
20,15.506,22.415,27.271,30.681
21,15.983,22.934,27.903,31.253
22,16.417,23.316,28.369,31.810
23,15.309,22.056,27.286,30.781
24,15.463,22.355,27.631,31.048
25,16.272,23.214,28.341,31.892
26,15.622,22.622,27.618,31.239
27,15.869,22.825,27.975,31.649
28,16.675,23.697,28.715,32.225
29,16.264,23.190,28.177,31.415
30,16.015,22.927,28.111,31.567
31,15.420,22.267,27.440,30.829
32,15.985,23.114,28.148,31.705
33,15.088,22.210,27.335,30.836
34,16.587,23.469,28.707,32.256
35,15.689,22.610,27.858,31.358
36,15.830,22.818,27.930,31.418
37,15.520,22.393,27.503,30.921
38,15.882,22.827,27.942,31.402
39,15.446,22.389,27.567,31.013
40,16.271,23.173,28.269,31.738
41,16.010,22.834,27.925,31.256
42,15.910,22.799,28.102,31.644
43,15.380,22.310,27.377,30.836
44,16.191,23.064,28.068,31.571
45,15.796,22.745,27.793,31.381
46,15.798,22.791,27.863,31.267
47,15.218,22.043,27.164,30.722
48,15.841,22.711,27.791,31.286
49,15.844,22.712,27.856,31.301
50,15.905,22.766,27.918,31.352
51,15.280,22.215,27.216,30.642
52,15.465,22.379,27.365,30.935
53,15.712,22.680,27.753,31.261
54,15.790,22.585,27.688,31.298
55,15.908,22.751,27.856,31.330
56,15.229,22.179,27.261,30.746
57,15.934,23.135,28.278,31.771
58,16.363,23.199,28.058,31.592
59,15.716,22.499,27.826,31.389
60,15.309,22.266,27.338,30.734
61,15.831,22.871,28.028,31.443
62,15.747,22.690,27.834,31.303
63,15.929,22.788,27.949,31.522
64,16.253,23.228,28.325,31.882
65,15.935,22.892,27.918,31.420
66,16.253,23.222,28.247,31.831
67,16.111,23.017,28.120,31.569
68,15.875,22.726,27.905,31.435
69,16.022,22.986,28.017,31.612
70,15.962,22.897,27.895,31.325
71,15.188,22.213,27.279,30.680
72,15.530,22.382,27.449,31.051
73,16.137,23.028,28.069,31.763
74,15.625,22.403,27.499,30.996
75,15.928,22.820,28.006,31.399
76,15.770,22.826,28.031,31.754
77,15.738,22.708,27.759,31.369
78,16.935,23.901,29.059,32.696
79,15.520,22.458,27.677,31.406
80,15.321,22.357,27.460,31.103
81,16.268,23.223,28.418,31.967
82,15.374,22.201,27.389,30.807
83,16.042,22.988,28.075,31.645
84,15.567,22.967,28.150,31.597
85,15.095,22.111,27.333,30.903
86,15.191,22.170,27.415,31.005
87,16.597,23.550,28.766,32.426
88,15.060,22.190,27.453,31.159
89,16.210,23.445,28.831,32.650
90,15.351,22.915,28.301,31.950
91,16.074,23.363,28.949,32.598
92,15.913,23.299,28.631,32.307
93,16.520,23.847,29.387,33.296
94,15.767,23.354,29.063,32.842
95,15.754,23.505,29.224,33.081
96,15.678,23.611,29.460,33.423
97,15.634,23.856,29.868,33.962
98,15.577,24.101,30.286,34.546
99,15.667,24.338,30.913,35.350
100,16.403,25.738,32.439,37.331
101,16.494,26.051,33.158,38.180
102,16.727,26.985,34.573,39.561
103,17.198,28.267,35.619,40.835
104,17.288,28.618,35.982,41.131
105,17.054,28.620,36.067,41.342
106,18.153,29.653,37.215,42.736
107,18.309,29.908,37.604,43.201
108,17.881,29.860,37.725,43.586
109,18.022,30.163,38.091,43.842
110,17.043,29.085,36.935,42.735
111,16.974,28.392,36.090,41.715
112,17.182,28.179,35.522,40.953
113,16.609,27.393,34.781,40.099
114,16.786,27.496,34.735,40.272
115,17.304,28.050,35.429,40.771
116,16.071,27.127,34.375,39.864
117,16.311,26.846,34.119,39.478
118,16.288,25.944,33.052,37.789
119,15.727,24.678,31.217,35.789
120,15.276,23.715,29.858,34.075
121,15.708,23.627,29.436,33.602
122,15.772,23.385,29.191,33.063
123,15.757,23.268,28.717,32.496
124,15.887,23.294,28.781,32.414
125,15.822,23.052,28.363,31.945
126,15.722,22.996,28.254,31.892
127,16.031,23.165,28.343,31.944
128,15.816,22.952,28.191,31.786
129,15.879,22.817,28.035,31.608
130,15.636,22.720,27.930,31.533
131,16.248,23.245,28.408,31.960
132,15.482,22.453,27.791,31.395
133,16.756,23.830,29.034,32.577
134,16.207,23.215,28.393,31.923
135,15.856,22.742,28.013,31.374
136,15.835,22.800,27.951,31.541
137,15.948,23.079,28.290,31.907
138,15.945,22.919,28.252,31.930
139,16.271,23.284,28.422,32.009
140,15.894,23.014,28.168,31.788
141,15.859,22.793,27.864,31.445
142,16.494,23.619,28.857,32.326
143,15.446,22.460,27.645,31.125
144,16.450,23.608,28.966,32.493
145,15.778,22.747,27.971,31.520
146,16.517,23.449,28.584,32.209
147,15.981,22.922,28.273,32.035
148,15.848,22.842,28.045,31.733
149,16.118,23.112,28.268,31.880
150,15.835,22.841,27.858,31.455
151,16.111,23.006,28.196,31.702
152,15.602,22.553,27.734,31.392
153,15.961,22.941,28.055,31.630
154,16.228,23.159,28.290,31.897
155,15.879,22.943,28.195,31.748
156,16.142,23.158,28.381,31.883
157,15.665,22.854,28.120,31.635
158,15.388,22.517,27.626,31.126
159,15.892,22.822,28.048,31.419
160,15.228,22.152,27.521,31.324
161,15.435,22.315,27.511,31.049
162,15.915,22.797,27.846,31.443
163,15.858,22.695,27.913,31.403
164,15.659,22.580,27.829,31.478
165,16.033,22.895,28.065,31.603
166,15.273,22.097,27.275,30.815
167,16.181,23.029,28.170,31.695
168,15.556,22.553,27.772,31.375
169,16.009,23.002,28.072,31.647
170,15.594,22.510,27.594,31.299
171,16.177,23.119,28.262,31.919
172,15.684,22.733,27.934,31.659
173,15.825,22.723,27.960,31.439
174,16.237,23.161,28.283,31.912
175,15.354,22.308,27.510,31.163
176,15.972,22.873,28.195,31.754
177,15.346,22.346,27.558,31.146
178,16.287,23.267,28.490,32.023
179,15.608,22.550,27.813,31.329
180,16.405,23.351,28.624,32.088
181,15.506,22.446,27.643,31.243
182,16.482,23.439,28.614,32.159
183,16.295,23.212,28.348,31.916
184,15.315,22.214,27.416,30.858
185,16.203,23.080,28.260,31.850
186,15.880,22.833,27.903,31.523
187,16.742,23.458,28.658,32.066
188,15.685,22.805,28.052,31.520
189,15.984,22.851,28.085,31.605
190,15.672,22.571,27.877,31.400
191,16.634,23.693,29.093,32.542
192,16.627,23.715,28.783,32.335
193,16.031,22.895,28.098,31.598
194,15.801,22.716,27.911,31.365
195,15.950,22.919,28.124,31.622
196,16.175,23.089,28.220,31.835
197,15.651,22.569,27.818,31.392
198,15.631,22.575,27.719,31.311
199,15.453,22.438,27.710,31.355
200,16.525,23.568,28.755,32.297
