lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.938,22.181,27.138,30.473
1,15.144,22.273,27.283,30.695
2,15.305,22.424,27.414,30.909
3,15.193,22.321,27.227,30.754
4,15.879,22.878,27.944,31.487
5,15.939,23.102,28.187,31.587
6,14.807,21.830,26.926,30.336
7,15.492,22.470,27.488,30.944
8,15.768,22.731,27.768,31.217
9,15.562,22.593,27.414,30.827
10,15.503,22.588,27.688,31.099
11,15.993,23.000,28.059,31.459
12,15.161,22.272,27.473,30.911
13,15.368,22.438,27.431,30.922
14,15.747,22.810,27.798,31.216
15,15.331,22.395,27.573,31.078
16,15.745,22.801,27.866,31.331
17,15.623,22.919,27.809,31.331
18,15.589,22.693,27.710,30.957
19,15.556,22.561,27.537,30.796
20,15.363,22.412,27.137,30.597
21,15.821,23.020,27.777,31.154
22,16.296,23.337,28.324,31.669
23,15.160,22.135,27.267,30.736
24,15.319,22.445,27.551,30.930
25,16.149,23.207,28.300,31.675
26,15.530,22.639,27.640,31.060
27,15.717,22.829,27.977,31.499
28,16.574,23.608,28.759,32.062
29,16.101,23.068,28.081,31.358
30,15.888,22.979,28.030,31.476
31,15.299,22.326,27.278,30.764
32,15.934,23.077,28.153,31.671
33,14.879,22.121,27.340,30.796
34,16.463,23.541,28.654,32.136
35,15.506,22.638,27.792,31.140
36,15.701,22.782,27.759,31.181
37,15.311,22.317,27.450,30.795
38,15.778,22.847,27.881,31.376
39,15.306,22.430,27.443,30.936
40,16.131,23.154,28.279,31.630
41,15.779,22.772,27.819,31.136
42,15.695,22.767,28.011,31.548
43,15.232,22.358,27.234,30.669
44,16.060,23.067,28.075,31.468
45,15.632,22.640,27.754,31.107
46,15.598,22.718,27.801,31.142
47,15.053,22.102,27.073,30.520
48,15.718,22.658,27.669,31.101
49,15.653,22.686,27.802,31.254
50,15.754,22.753,27.881,31.199
51,15.150,22.126,27.208,30.500
52,15.356,22.403,27.338,30.722
53,15.508,22.597,27.718,31.071
54,15.605,22.592,27.698,31.299
55,15.703,22.811,27.854,31.166
56,15.065,22.145,27.244,30.669
57,15.799,23.104,28.194,31.614
58,16.214,23.258,28.073,31.549
59,15.559,22.587,27.705,31.202
60,15.184,22.230,27.321,30.690
61,15.743,22.883,27.928,31.369
62,15.642,22.667,27.721,31.093
63,15.756,22.882,27.920,31.322
64,16.104,23.188,28.398,31.820
65,15.769,22.846,27.869,31.142
66,16.157,23.095,28.188,31.655
67,15.990,23.029,28.070,31.517
68,15.771,22.807,27.903,31.197
69,15.953,22.907,28.060,31.494
70,15.816,22.790,27.760,31.363
71,15.106,22.134,27.173,30.564
72,15.358,22.415,27.578,30.833
73,15.965,23.042,28.085,31.697
74,15.391,22.388,27.415,30.756
75,15.803,22.858,27.867,31.351
76,15.688,22.803,27.970,31.621
77,15.604,22.617,27.676,31.166
78,16.790,23.841,29.064,32.621
79,15.378,22.453,27.584,31.265
80,15.265,22.280,27.492,30.903
81,16.085,23.224,28.369,31.829
82,15.185,22.285,27.299,30.659
83,15.991,22.960,27.948,31.455
84,15.587,22.825,27.964,31.428
85,14.943,22.031,27.097,30.680
86,15.059,22.134,27.303,30.618
87,16.386,23.498,28.614,32.074
88,14.876,22.090,27.301,30.716
89,16.082,23.215,28.612,32.173
90,15.085,22.722,27.931,31.353
91,15.838,23.131,28.517,31.953
92,15.668,23.026,28.196,31.702
93,16.267,23.476,28.847,32.610
94,15.554,23.063,28.445,31.919
95,15.472,23.061,28.559,32.302
96,15.409,23.109,28.631,32.428
97,15.378,23.159,28.840,32.598
98,15.218,23.228,29.051,32.898
99,15.335,23.399,29.367,33.373
100,15.963,24.412,30.584,34.643
101,16.055,24.646,30.856,35.079
102,16.222,25.060,31.494,35.697
103,16.523,25.655,32.531,36.920
104,16.452,25.946,33.082,37.599
105,15.892,25.948,33.298,37.933
106,16.799,27.133,34.698,39.361
107,16.880,27.536,35.381,40.123
108,16.751,27.415,35.542,40.635
109,17.197,27.951,36.189,41.323
110,16.476,27.127,35.245,40.283
111,16.498,26.710,34.492,39.545
112,16.732,26.646,34.154,39.125
113,16.192,26.056,33.618,38.483
114,16.438,26.489,34.197,38.938
115,16.956,27.105,34.858,39.533
116,15.668,26.031,33.580,38.185
117,15.968,25.615,33.139,37.932
