lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.005,22.112,27.301,30.841
1,15.297,22.185,27.501,31.045
2,15.422,22.385,27.680,31.237
3,15.399,22.233,27.507,31.104
4,15.979,22.820,28.146,31.892
5,16.139,23.019,28.349,31.984
6,14.915,21.792,27.022,30.744
7,15.699,22.483,27.619,31.130
8,15.957,22.730,27.926,31.614
9,15.704,22.597,27.644,31.156
10,15.675,22.557,27.862,31.473
11,16.197,22.980,28.162,31.942
12,15.376,22.313,27.608,31.206
13,15.478,22.494,27.761,31.303
14,15.880,22.756,27.881,31.711
15,15.514,22.447,27.665,31.420
16,15.901,22.831,28.168,31.822
17,15.801,22.806,28.058,31.663
18,15.801,22.627,27.873,31.371
19,15.747,22.663,27.733,31.104
20,15.553,22.383,27.359,30.970
21,16.033,22.929,28.023,31.382
22,16.438,23.253,28.483,32.031
23,15.273,22.222,27.433,31.013
24,15.450,22.356,27.700,31.288
25,16.271,23.233,28.522,32.098
26,15.653,22.602,27.715,31.422
27,15.869,22.807,28.111,31.917
28,16.771,23.654,28.884,32.478
29,16.222,23.070,28.312,31.739
30,16.074,23.017,28.258,31.885
31,15.328,22.282,27.494,31.123
32,16.038,23.048,28.315,31.947
33,15.106,22.045,27.497,31.147
34,16.625,23.576,28.813,32.485
35,15.756,22.566,27.957,31.551
36,15.903,22.728,28.042,31.512
37,15.490,22.363,27.617,31.198
38,15.924,22.787,28.124,31.743
39,15.484,22.359,27.693,31.339
40,16.340,23.098,28.400,32.044
41,15.976,22.813,28.110,31.443
42,15.855,22.784,28.256,31.940
43,15.439,22.322,27.562,31.029
44,16.222,23.027,28.370,31.746
45,15.770,22.726,28.003,31.492
46,15.800,22.677,28.036,31.560
47,15.169,22.098,27.333,30.920
48,15.847,22.704,27.952,31.504
49,15.862,22.711,27.992,31.556
50,15.912,22.769,28.034,31.619
51,15.335,22.124,27.468,30.937
52,15.448,22.321,27.607,31.089
53,15.689,22.580,27.856,31.533
54,15.753,22.631,27.831,31.540
55,15.892,22.777,28.006,31.708
56,15.193,22.047,27.434,31.081
57,15.935,23.040,28.505,32.040
58,16.357,23.176,28.318,31.958
59,15.706,22.508,27.935,31.630
60,15.381,22.270,27.515,30.980
61,15.912,22.930,28.119,31.775
62,15.857,22.660,27.994,31.542
63,15.966,22.839,28.196,31.790
64,16.277,23.201,28.473,32.183
65,15.934,22.826,28.072,31.618
66,16.263,23.160,28.429,32.142
67,16.123,23.010,28.324,31.805
68,15.921,22.740,28.052,31.703
69,16.049,22.929,28.248,31.889
70,15.966,22.796,28.129,31.657
71,15.272,22.151,27.464,30.989
72,15.527,22.381,27.746,31.261
73,16.204,22.975,28.342,32.110
74,15.647,22.458,27.706,31.313
75,15.949,22.850,28.154,31.775
76,15.908,22.921,28.269,32.001
77,15.829,22.619,27.943,31.483
78,16.987,23.926,29.311,33.015
79,15.450,22.499,27.901,31.652
80,15.338,22.272,27.641,31.412
81,16.238,23.210,28.596,32.282
82,15.338,22.148,27.512,31.144
83,16.144,23.019,28.166,31.972
84,15.627,22.856,28.254,31.898
85,15.120,21.988,27.344,30.990
86,15.147,22.099,27.563,31.083
87,16.554,23.537,28.916,32.530
88,14.982,22.135,27.513,31.312
89,16.313,23.295,28.936,32.608
90,15.314,22.792,28.218,31.836
91,16.039,23.241,28.831,32.560
92,15.899,23.220,28.584,32.324
93,16.526,23.627,29.360,33.293
94,15.737,23.151,28.868,32.731
95,15.753,23.324,29.110,33.036
96,15.706,23.381,29.281,33.285
97,15.660,23.525,29.534,33.665
98,15.520,23.700,30.016,34.290
99,15.554,23.897,30.377,34.893
100,16.245,24.917,31.514,36.092
101,16.324,25.057,31.719,36.272
102,16.457,25.348,32.346,37.228
103,16.812,26.430,33.857,39.205
104,16.866,27.324,35.439,40.860
105,16.399,27.826,36.339,42.250
106,17.416,29.384,38.309,44.077
107,17.662,30.311,39.125,44.500
108,17.554,30.716,39.551,45.035
109,18.063,31.103,39.813,45.440
110,17.188,29.871,38.699,44.388
111,17.007,28.954,37.881,43.579
112,17.267,28.572,37.316,43.175
113,16.700,27.694,36.267,42.000
114,16.859,27.873,36.152,41.805
115,17.389,28.539,36.317,41.543
116,16.261,27.629,35.125,40.367
117,16.572,27.771,35.350,40.698
118,16.733,27.675,35.216,40.594
119,15.976,26.050,33.576,38.754
120,15.589,24.570,31.631,36.449
121,15.848,24.175,30.802,35.374
122,15.881,23.700,29.931,34.139
123,15.788,23.478,29.168,33.104
124,15.919,23.366,29.035,32.821
125,15.868,23.037,28.515,32.290
126,15.735,23.010,28.508,32.069
127,16.039,23.038,28.511,32.179
128,15.918,22.848,28.304,31.983
129,15.856,22.813,28.236,31.835
130,15.662,22.585,28.048,31.708
131,16.210,23.143,28.534,32.189
132,15.515,22.497,27.946,31.714
133,16.821,23.825,29.206,32.726
134,16.233,23.251,28.582,32.237
135,15.863,22.681,27.965,31.600
136,15.848,22.820,28.154,31.737
137,15.975,23.048,28.470,32.136
138,16.044,22.950,28.417,32.192
139,16.276,23.210,28.592,32.263
140,15.975,22.919,28.364,32.034
141,15.878,22.760,28.066,31.670
142,16.528,23.517,28.933,32.530
143,15.503,22.366,27.789,31.354
144,16.489,23.585,29.045,32.728
145,15.740,22.708,28.105,31.720
146,16.534,23.401,28.697,32.418
147,15.983,22.950,28.407,32.196
148,15.817,22.779,28.171,31.949
149,16.163,23.037,28.341,32.016
150,15.905,22.791,28.032,31.660
151,16.108,23.020,28.273,32.021
152,15.647,22.536,27.844,31.626
153,15.993,22.811,28.293,31.890
154,16.199,23.023,28.321,32.125
155,15.829,22.982,28.407,32.020
156,16.119,23.103,28.537,32.159
157,15.654,22.858,28.267,31.847
158,15.419,22.472,27.793,31.409
159,15.927,22.798,28.090,31.709
160,15.235,22.140,27.732,31.466
161,15.402,22.321,27.621,31.316
162,15.977,22.811,28.046,31.617
163,15.869,22.767,27.978,31.665
164,15.628,22.660,27.979,31.677
165,15.972,22.934,28.238,31.902
166,15.309,22.147,27.458,31.145
167,16.183,23.099,28.346,31.987
168,15.570,22.423,27.977,31.598
169,16.066,22.917,28.273,31.865
170,15.637,22.482,27.781,31.529
171,16.211,23.144,28.489,32.153
172,15.672,22.711,28.165,31.953
173,15.901,22.730,28.084,31.687
174,16.269,23.188,28.416,32.133
175,15.418,22.346,27.764,31.339
176,15.979,22.914,28.447,32.062
177,15.475,22.349,27.787,31.440
178,16.358,23.214,28.639,32.183
179,15.634,22.508,27.921,31.551
180,16.381,23.284,28.704,32.242
181,15.517,22.379,27.707,31.553
182,16.487,23.378,28.766,32.340
183,16.242,23.162,28.565,32.217
184,15.335,22.206,27.523,31.146
185,16.210,23.176,28.469,32.188
186,15.845,22.831,28.198,31.767
187,16.778,23.462,28.743,32.511
188,15.679,22.845,28.201,31.853
189,15.977,22.938,28.239,31.806
190,15.687,22.527,28.126,31.577
191,16.678,23.743,29.153,32.789
192,16.675,23.738,28.954,32.630
193,16.020,22.871,28.230,31.921
194,15.811,22.696,28.017,31.735
195,16.024,22.972,28.272,31.931
196,16.153,22.947,28.392,32.063
197,15.647,22.590,28.024,31.699
198,15.676,22.524,27.967,31.483
199,15.446,22.320,27.865,31.494
200,16.489,23.457,28.889,32.596
