lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.812,22.335,27.453,30.787
1,15.094,22.347,27.581,30.897
2,15.326,22.581,27.823,31.188
3,15.278,22.413,27.660,31.021
4,15.905,22.972,28.334,31.766
5,16.001,23.207,28.403,31.828
6,14.798,21.947,27.208,30.492
7,15.481,22.666,27.785,31.065
8,15.762,22.916,28.131,31.472
9,15.558,22.666,27.733,31.042
10,15.464,22.738,28.016,31.315
11,15.987,23.162,28.375,31.707
12,15.204,22.426,27.699,31.051
13,15.297,22.604,27.831,31.154
14,15.770,22.919,28.061,31.513
15,15.338,22.583,27.954,31.377
16,15.718,23.026,28.201,31.608
17,15.646,23.070,28.188,31.494
18,15.528,22.741,27.975,31.224
19,15.577,22.760,27.827,30.976
20,15.316,22.528,27.517,30.841
21,15.849,23.108,28.125,31.436
22,16.274,23.448,28.639,31.993
23,15.163,22.327,27.577,30.914
24,15.302,22.521,27.885,31.261
25,16.171,23.353,28.580,32.007
26,15.544,22.765,27.975,31.404
27,15.672,22.956,28.270,31.841
28,16.556,23.798,28.901,32.386
29,16.051,23.340,28.421,31.678
30,15.886,23.116,28.291,31.655
31,15.282,22.478,27.666,30.983
32,15.899,23.244,28.449,31.757
33,14.866,22.322,27.611,30.994
34,16.438,23.716,29.015,32.372
35,15.524,22.788,28.074,31.332
36,15.649,22.973,28.142,31.561
37,15.271,22.520,27.809,31.034
38,15.722,22.995,28.115,31.662
39,15.324,22.520,27.686,31.149
40,16.072,23.354,28.443,31.935
41,15.766,22.993,28.141,31.364
42,15.704,22.895,28.438,31.735
43,15.222,22.410,27.628,30.837
44,16.044,23.225,28.432,31.636
45,15.646,22.787,28.058,31.347
46,15.620,22.838,28.051,31.471
47,14.964,22.226,27.387,30.842
48,15.670,22.876,28.030,31.449
49,15.739,22.874,28.055,31.489
50,15.745,22.983,28.181,31.499
51,15.135,22.287,27.444,30.835
52,15.298,22.531,27.685,31.006
53,15.605,22.781,27.938,31.336
54,15.603,22.736,27.934,31.364
55,15.662,22.960,28.167,31.435
56,15.018,22.260,27.583,30.914
57,15.773,23.241,28.510,31.875
58,16.160,23.324,28.324,31.714
59,15.550,22.743,27.976,31.495
60,15.181,22.384,27.517,30.872
61,15.688,22.996,28.226,31.689
62,15.668,22.748,28.089,31.384
63,15.776,23.057,28.266,31.710
64,16.039,23.324,28.721,31.971
65,15.724,23.042,28.154,31.485
66,16.137,23.311,28.464,31.939
67,15.890,23.206,28.326,31.759
68,15.714,22.947,28.167,31.446
69,15.801,23.063,28.321,31.771
70,15.835,22.949,28.174,31.567
71,15.087,22.294,27.641,30.877
72,15.361,22.536,27.786,31.139
73,15.941,23.144,28.365,31.882
74,15.448,22.591,27.767,31.129
75,15.740,23.030,28.260,31.570
76,15.688,22.972,28.279,31.874
77,15.598,22.832,28.050,31.439
78,16.782,24.011,29.360,32.831
79,15.350,22.642,28.021,31.507
80,15.153,22.429,27.756,31.176
81,16.086,23.324,28.690,32.074
