lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.887,21.995,27.397,30.852
1,15.171,22.083,27.475,30.884
2,15.325,22.288,27.718,31.074
3,15.313,22.122,27.525,31.007
4,15.878,22.710,28.283,31.794
5,15.953,22.956,28.394,31.824
6,14.758,21.659,27.142,30.527
7,15.456,22.304,27.656,31.137
8,15.822,22.598,28.063,31.546
9,15.523,22.460,27.644,31.017
10,15.528,22.490,27.849,31.233
11,15.938,22.881,28.147,31.798
12,15.155,22.192,27.617,31.007
13,15.308,22.305,27.851,31.122
14,15.755,22.691,28.048,31.532
15,15.391,22.375,27.825,31.330
16,15.763,22.700,28.193,31.581
17,15.686,22.674,28.023,31.540
18,15.574,22.528,27.944,31.267
19,15.679,22.445,27.741,31.015
20,15.382,22.203,27.368,30.869
21,15.899,22.874,28.029,31.464
22,16.318,23.138,28.550,31.981
23,15.182,22.045,27.461,30.973
24,15.279,22.228,27.786,31.207
25,16.093,23.115,28.420,31.945
26,15.581,22.418,27.873,31.305
27,15.744,22.711,28.141,31.715
28,16.570,23.491,28.957,32.297
29,16.108,22.919,28.299,31.610
30,15.938,22.878,28.249,31.664
31,15.217,22.141,27.565,30.979
32,15.938,22.887,28.366,31.774
33,14.952,22.003,27.497,31.022
34,16.485,23.460,28.857,32.424
35,15.534,22.472,27.990,31.355
36,15.703,22.601,28.105,31.506
37,15.345,22.234,27.674,31.098
38,15.800,22.629,28.182,31.614
39,15.315,22.282,27.702,31.263
40,16.097,22.996,28.428,31.916
41,15.767,22.688,28.053,31.310
42,15.772,22.676,28.264,31.768
43,15.284,22.149,27.485,30.925
44,16.060,22.919,28.267,31.721
45,15.602,22.566,27.958,31.407
46,15.720,22.618,28.077,31.361
47,15.008,21.917,27.319,30.769
48,15.691,22.491,27.915,31.407
49,15.662,22.573,28.028,31.507
50,15.827,22.642,28.135,31.503
51,15.203,22.031,27.446,30.774
52,15.336,22.269,27.583,30.948
53,15.597,22.460,27.889,31.406
54,15.694,22.507,27.812,31.430
55,15.708,22.629,28.052,31.408
56,14.988,22.063,27.527,30.958
57,15.775,22.917,28.445,31.853
58,16.201,23.112,28.276,31.780
59,15.558,22.448,27.979,31.553
60,15.234,22.153,27.515,30.967
61,15.785,22.765,28.244,31.647
62,15.587,22.565,27.931,31.385
63,15.787,22.724,28.134,31.687
64,16.080,23.017,28.533,32.048
65,15.781,22.766,28.067,31.539
66,16.128,22.974,28.439,31.890
67,15.949,22.919,28.210,31.633
68,15.733,22.653,28.182,31.480
69,15.853,22.775,28.325,31.743
70,15.781,22.670,28.071,31.571
71,15.040,21.981,27.541,30.864
72,15.407,22.212,27.738,31.249
73,15.996,22.858,28.321,31.971
74,15.482,22.331,27.692,31.099
75,15.776,22.700,28.209,31.549
76,15.685,22.677,28.297,31.901
77,15.569,22.539,27.942,31.504
78,16.843,23.764,29.287,32.858
79,15.369,22.354,27.930,31.447
80,15.177,22.213,27.680,31.230
81,16.087,23.040,28.578,32.032
82,15.231,22.102,27.493,31.037
83,15.932,22.794,28.245,31.745
84,15.500,22.716,28.364,31.830
85,14.951,21.824,27.293,30.847
86,15.033,22.061,27.537,30.979
87,16.408,23.306,28.869,32.347
88,14.907,21.997,27.561,31.095
89,16.074,23.195,28.856,32.494
90,15.136,22.627,28.135,31.840
91,15.808,23.130,28.774,32.457
92,15.789,22.999,28.608,32.185
93,16.299,23.501,29.408,33.026
94,15.585,23.046,28.807,32.570
95,15.560,23.052,28.968,32.780
96,15.498,23.050,29.086,32.916
97,15.460,23.119,29.104,33.165
98,15.265,23.174,29.498,33.566
99,15.376,23.345,29.670,33.949
100,16.021,24.305,30.778,35.015
101,16.137,24.411,31.041,35.379
102,16.241,24.929,31.725,36.445
103,16.597,25.972,33.352,38.602
104,16.606,26.801,34.897,40.385
105,16.184,27.307,35.729,41.116
106,17.188,28.767,37.106,42.699
107,17.455,29.315,37.832,43.478
108,17.278,29.745,38.445,44.127
109,17.659,30.220,39.158,44.994
110,16.947,29.317,38.211,44.313
111,16.891,28.903,37.824,43.650
112,17.222,28.786,37.353,42.915
113,16.494,27.762,36.087,41.386
114,16.620,27.317,35.622,40.958
115,17.137,27.613,35.938,41.435
116,15.861,26.700,35.037,40.734
117,16.163,26.756,35.274,41.017
118,16.361,26.749,34.545,40.197
119,15.792,25.343,32.902,38.215
120,15.445,24.403,31.417,36.171
121,15.673,23.981,30.655,35.182
122,15.677,23.540,29.909,34.037
123,15.622,23.284,29.233,33.069
124,15.733,23.180,29.084,32.766
125,15.709,22.878,28.538,32.053
126,15.661,22.876,28.392,32.024
127,15.888,22.957,28.480,32.027
128,15.725,22.798,28.313,31.904
129,15.754,22.694,28.235,31.705
130,15.551,22.520,28.128,31.468
131,16.065,23.057,28.563,32.080
132,15.399,22.368,27.964,31.500
133,16.672,23.733,29.219,32.652
134,16.055,23.000,28.585,32.028
135,15.683,22.542,28.092,31.438
136,15.720,22.715,28.210,31.712
137,15.835,22.929,28.423,31.979
138,15.899,22.806,28.322,31.999
139,16.143,23.041,28.634,32.124
140,15.826,22.824,28.433,31.933
141,15.698,22.660,28.048,31.551
142,16.326,23.364,28.994,32.398
143,15.344,22.313,27.756,31.319
144,16.335,23.436,28.981,32.626
