lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.193,22.358,27.402,30.742
1,15.517,22.286,27.480,30.913
2,15.631,22.524,27.619,31.054
3,15.589,22.383,27.491,30.815
4,16.190,23.039,28.220,31.661
5,16.322,23.257,28.394,31.880
6,15.024,21.961,27.134,30.588
7,15.857,22.598,27.593,31.052
8,16.152,22.924,27.993,31.477
9,15.833,22.666,27.654,31.094
10,15.819,22.830,27.886,31.196
11,16.333,23.142,28.173,31.761
12,15.507,22.499,27.581,31.042
13,15.634,22.556,27.694,31.087
14,16.108,22.992,27.926,31.476
15,15.716,22.551,27.786,31.251
16,16.113,22.990,28.122,31.598
17,15.914,23.026,28.168,31.450
18,15.926,22.788,27.861,31.281
19,15.949,22.771,27.708,31.007
20,15.739,22.454,27.342,30.817
21,16.217,23.105,28.026,31.258
22,16.599,23.482,28.556,31.923
23,15.515,22.303,27.463,30.897
24,15.644,22.570,27.661,31.258
25,16.505,23.412,28.530,31.994
26,15.842,22.759,27.903,31.153
27,16.073,22.986,28.211,31.716
28,16.925,23.757,28.769,32.291
29,16.429,23.220,28.348,31.486
30,16.253,23.063,28.135,31.611
31,15.523,22.436,27.489,30.912
32,16.332,23.176,28.244,31.782
33,15.225,22.278,27.500,31.030
34,16.781,23.736,28.832,32.301
35,15.855,22.749,27.914,31.319
36,15.999,22.998,28.081,31.406
37,15.642,22.519,27.581,31.020
38,16.150,23.033,28.030,31.550
39,15.673,22.481,27.593,31.239
40,16.490,23.352,28.407,31.876
41,16.070,22.928,28.085,31.265
42,16.066,22.910,28.193,31.785
43,15.579,22.460,27.520,30.816
44,16.360,23.180,28.330,31.656
45,16.007,22.857,27.924,31.361
46,15.995,22.930,27.979,31.449
47,15.321,22.262,27.308,30.681
48,16.073,22.809,27.920,31.335
49,16.012,22.911,27.927,31.489
50,16.125,22.974,28.075,31.510
51,15.502,22.356,27.379,30.732
52,15.750,22.445,27.585,30.923
53,15.827,22.706,27.820,31.317
54,15.989,22.779,27.903,31.410
55,16.059,22.904,27.991,31.332
56,15.344,22.196,27.359,30.837
57,16.142,23.346,28.488,31.880
58,16.486,23.393,28.282,31.676
