lambda_idx,t_800.0_ms
0,27.360
1,27.470
2,27.655
3,27.546
4,28.225
5,28.418
6,27.133
7,27.695
8,28.061
9,27.638
10,27.939
11,28.307
12,27.663
13,27.747
14,28.017
15,27.805
16,28.196
17,28.085
18,27.881
19,27.719
20,27.473
21,28.025
22,28.569
23,27.628
24,27.801
25,28.412
26,27.949
27,28.195
28,28.953
29,28.350
30,28.319
31,27.533
32,28.416
33,27.525
34,28.900
35,28.018
36,28.162
37,27.595
38,28.117
39,27.693
40,28.540
41,28.076
42,28.342
43,27.591
44,28.302
45,28.054
46,27.962
47,27.330
48,27.930
49,28.009
50,28.144
51,27.439
52,27.587
53,27.994
54,27.923
55,27.996
56,27.488
57,28.442
58,28.272
59,27.892
60,27.549
61,28.222
62,27.996
63,28.188
64,28.580
65,28.072
66,28.469
67,28.296
68,28.119
69,28.220
70,28.251
71,27.505
72,27.703
73,28.365
74,27.734
75,28.114
76,28.288
77,27.899
78,29.267
79,27.872
80,27.703
81,28.666
82,27.546
83,28.253
84,28.297
85,27.358
86,27.533
87,28.892
88,27.506
89,28.924
90,28.339
91,28.858
92,28.687
93,29.411
94,28.911
95,29.226
96,29.397
97,29.548
98,30.019
99,30.343
100,31.355
101,31.575
102,32.496
103,34.449
104,36.082
105,36.621
106,37.845
107,38.304
108,38.553
109,39.090
110,38.246
111,37.745
112,37.442
113,36.112
114,35.813
115,35.982
116,35.070
117,35.347
118,35.060
119,33.410
120,31.490
121,30.574
122,29.769
123,29.082
124,29.003
125,28.542
126,28.429
127,28.527
128,28.383
129,28.276
130,28.096
131,28.513
132,27.951
133,29.262
134,28.582
135,28.017
136,28.121
137,28.476
138,28.414
139,28.628
140,28.379
141,28.067
142,28.992
143,27.875
144,28.992
145,28.205
146,28.710
147,28.474
148,28.173
149,28.452
150,28.098
151,28.341
152,27.880
153,28.261
154,28.494
155,28.391
156,28.506
157,28.259
158,27.849
159,28.161
160,27.701
161,27.712
162,28.176
163,28.077
164,28.028
165,28.324
166,27.474
167,28.415
168,27.972
169,28.337
170,27.853
171,28.548
172,28.246
173,28.107
174,28.563
175,27.761
176,28.502
177,27.790
178,28.653
179,27.942
180,28.750
181,27.807
182,28.823
183,28.617
184,27.574
185,28.539
186,28.222
187,28.860
188,28.247
189,28.222
190,27.994
191,29.196
192,29.048
193,28.267
194,28.117
195,28.336
196,28.476
197,28.002
198,28.001
199,27.839
200,28.914
