lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.881,22.216,27.282,30.579
1,15.131,22.269,27.476,30.834
2,15.414,22.422,27.527,30.939
3,15.228,22.307,27.392,30.807
4,15.885,22.889,27.986,31.611
5,15.968,23.100,28.294,31.661
6,14.805,21.864,27.007,30.462
7,15.524,22.592,27.457,30.824
8,15.794,22.841,27.892,31.220
9,15.593,22.614,27.533,30.817
10,15.498,22.722,27.788,31.230
11,16.017,23.126,28.172,31.567
12,15.194,22.424,27.525,30.841
13,15.374,22.425,27.551,30.938
14,15.784,22.885,27.898,31.249
15,15.402,22.567,27.709,31.210
16,15.771,22.905,28.047,31.500
17,15.676,22.961,28.008,31.402
18,15.648,22.674,27.790,31.066
19,15.599,22.610,27.638,30.857
20,15.454,22.433,27.277,30.616
21,15.892,23.072,27.863,31.296
22,16.313,23.317,28.380,31.764
23,15.171,22.246,27.344,30.789
24,15.324,22.445,27.646,31.119
25,16.151,23.326,28.426,31.845
26,15.546,22.669,27.881,31.077
27,15.733,22.938,28.011,31.631
28,16.619,23.692,28.843,32.172
29,16.197,23.121,28.155,31.428
30,15.931,23.047,28.067,31.598
31,15.286,22.325,27.418,30.811
32,15.924,23.159,28.276,31.733
33,14.972,22.158,27.314,30.869
34,16.429,23.569,28.692,32.166
35,15.572,22.703,27.872,31.201
36,15.714,22.927,27.984,31.293
37,15.360,22.433,27.506,30.874
38,15.814,22.864,27.917,31.369
39,15.342,22.552,27.486,30.998
40,16.094,23.266,28.242,31.790
41,15.835,22.884,27.949,31.249
42,15.795,22.849,28.160,31.651
43,15.210,22.301,27.309,30.766
44,16.051,23.110,28.261,31.510
45,15.710,22.708,27.878,31.205
46,15.644,22.748,27.807,31.300
47,15.104,22.171,27.302,30.542
48,15.736,22.669,27.795,31.181
49,15.722,22.806,27.864,31.318
50,15.798,22.843,27.918,31.435
51,15.222,22.244,27.222,30.674
52,15.362,22.345,27.422,30.884
53,15.558,22.596,27.795,31.212
54,15.729,22.655,27.635,31.317
55,15.750,22.907,27.947,31.344
56,15.047,22.175,27.328,30.806
57,15.844,23.184,28.267,31.759
58,16.201,23.268,28.176,31.631
59,15.591,22.688,27.843,31.289
60,15.256,22.355,27.411,30.725
61,15.758,22.955,28.047,31.488
62,15.710,22.644,27.859,31.311
63,15.771,22.954,27.972,31.450
64,16.099,23.224,28.460,31.895
65,15.847,22.816,28.039,31.345
66,16.111,23.187,28.381,31.784
67,15.978,23.068,28.190,31.582
68,15.830,22.879,27.980,31.328
69,15.915,22.988,28.196,31.654
70,15.781,22.877,27.976,31.380
71,15.144,22.242,27.381,30.712
72,15.415,22.380,27.595,30.997
73,16.004,23.053,28.215,31.714
74,15.467,22.483,27.454,31.033
75,15.801,22.899,27.963,31.378
76,15.779,22.892,28.045,31.711
77,15.607,22.653,27.790,31.272
78,16.835,23.911,29.131,32.630
79,15.299,22.551,27.689,31.356
80,15.244,22.369,27.409,31.011
81,16.178,23.188,28.479,32.002
82,15.253,22.256,27.317,30.845
83,15.991,22.993,28.089,31.635
84,15.565,23.040,28.110,31.534
85,14.996,22.097,27.180,30.784
86,15.054,22.217,27.435,30.884
87,16.415,23.629,28.793,32.276
88,14.899,22.257,27.438,30.996
89,16.101,23.427,28.803,32.443
90,15.201,22.897,28.155,31.660
91,15.846,23.281,28.706,32.364
92,15.727,23.190,28.472,32.080
93,16.395,23.671,29.167,32.890
94,15.585,23.198,28.655,32.319
95,15.575,23.291,28.886,32.525
96,15.478,23.346,28.991,32.675
97,15.451,23.408,29.235,33.044
98,15.273,23.475,29.465,33.335
99,15.393,23.703,29.749,33.894
100,16.041,24.720,31.042,35.261
101,16.165,24.935,31.244,35.678
102,16.273,25.418,32.300,37.023
103,16.692,26.541,33.640,38.166
104,16.688,27.188,34.105,38.619
105,16.272,27.138,34.212,38.652
106,17.300,28.125,35.177,39.847
107,17.393,28.244,35.332,39.994
108,17.012,27.992,35.340,40.080
109,17.335,28.254,35.576,40.426
110,16.440,27.179,34.675,39.373
111,16.501,26.634,33.952,38.467
112,16.720,26.460,33.625,38.096
113,16.135,25.687,32.727,37.231
114,16.293,25.859,32.790,37.275
115,16.849,26.517,33.237,37.649
116,15.760,25.674,32.169,36.606
117,15.816,25.529,32.272,36.815
