lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.021,22.254,27.449,30.846
1,15.282,22.318,27.615,31.010
2,15.485,22.504,27.795,31.281
3,15.408,22.363,27.672,31.104
4,16.028,22.933,28.291,31.894
5,16.085,23.161,28.504,31.979
6,14.997,21.869,27.221,30.645
7,15.695,22.599,27.780,31.275
8,15.913,22.825,28.074,31.608
9,15.736,22.651,27.804,31.063
10,15.676,22.756,27.949,31.492
11,16.153,23.105,28.349,31.898
12,15.334,22.393,27.686,31.154
13,15.494,22.531,27.839,31.263
14,15.891,22.851,28.056,31.563
15,15.506,22.552,27.790,31.490
16,15.926,22.926,28.232,31.728
17,15.767,22.938,28.251,31.592
18,15.710,22.693,27.961,31.479
19,15.736,22.705,27.829,31.076
20,15.494,22.436,27.556,30.892
21,16.008,23.060,28.066,31.514
22,16.411,23.386,28.640,32.242
23,15.335,22.237,27.635,31.004
24,15.448,22.480,27.826,31.392
25,16.380,23.340,28.651,32.056
26,15.674,22.659,28.081,31.464
27,15.944,22.940,28.242,31.871
28,16.761,23.688,29.016,32.492
29,16.267,23.230,28.417,31.753
30,16.031,23.111,28.300,31.751
31,15.408,22.371,27.662,31.023
32,16.007,23.215,28.517,31.994
33,15.111,22.144,27.558,31.046
34,16.602,23.627,29.022,32.553
35,15.726,22.722,28.056,31.413
36,15.869,22.831,28.175,31.501
37,15.509,22.398,27.735,31.241
38,15.930,22.885,28.059,31.766
39,15.519,22.527,27.795,31.244
40,16.301,23.242,28.586,32.080
41,15.983,22.892,28.163,31.425
42,15.886,22.923,28.441,31.871
43,15.452,22.374,27.697,31.077
44,16.136,23.116,28.341,31.763
45,15.811,22.801,28.030,31.490
46,15.844,22.800,28.149,31.514
47,15.210,22.066,27.441,30.878
48,15.899,22.736,28.055,31.597
49,15.859,22.754,28.138,31.566
50,15.956,22.877,28.163,31.670
51,15.324,22.215,27.509,30.845
52,15.545,22.436,27.689,31.085
53,15.750,22.675,27.991,31.493
54,15.857,22.674,27.892,31.450
55,15.854,22.849,28.133,31.587
56,15.249,22.219,27.586,31.057
57,15.986,23.278,28.554,32.063
58,16.317,23.285,28.467,31.882
59,15.752,22.726,28.016,31.574
60,15.346,22.386,27.572,31.010
61,15.899,22.957,28.290,31.728
62,15.813,22.768,27.962,31.579
63,15.973,22.919,28.316,31.770
64,16.174,23.248,28.697,32.109
65,15.915,22.919,28.252,31.655
66,16.286,23.257,28.564,32.057
67,16.096,23.163,28.481,31.728
68,15.886,22.835,28.108,31.661
69,16.040,22.986,28.373,31.869
70,15.904,22.959,28.198,31.647
71,15.275,22.309,27.575,30.935
72,15.542,22.495,27.797,31.344
73,16.123,23.063,28.377,32.069
74,15.598,22.588,27.778,31.292
75,15.912,22.878,28.210,31.703
76,15.884,22.888,28.350,32.009
77,15.780,22.813,28.003,31.444
78,17.041,23.949,29.385,32.949
79,15.471,22.547,27.968,31.679
80,15.360,22.460,27.747,31.256
81,16.285,23.334,28.710,32.176
82,15.312,22.310,27.627,31.106
83,16.043,23.094,28.403,31.848
84,15.644,22.945,28.370,31.835
85,15.184,22.176,27.490,30.963
86,15.212,22.179,27.494,31.243
87,16.566,23.563,28.903,32.485
88,15.058,22.180,27.551,31.179
89,16.306,23.325,28.969,32.531
90,15.305,22.813,28.308,31.861
91,15.974,23.284,28.913,32.478
92,15.928,23.172,28.688,32.293
93,16.499,23.753,29.383,33.240
94,15.775,23.332,29.035,32.796
95,15.713,23.385,29.248,33.176
96,15.729,23.446,29.286,33.170
97,15.627,23.499,29.532,33.483
98,15.489,23.636,29.811,33.858
99,15.551,23.784,30.148,34.363
100,16.191,24.843,31.294,35.636
101,16.358,24.926,31.603,35.994
102,16.423,25.494,32.581,37.133
103,16.840,26.572,34.062,38.936
104,16.825,27.310,35.449,40.515
105,16.335,27.586,36.170,41.598
106,17.309,28.932,37.873,43.320
107,17.485,29.779,38.571,43.941
108,17.319,29.903,38.886,44.597
109,17.803,30.270,39.436,45.122
110,17.050,29.243,38.564,44.068
111,17.046,28.887,37.914,43.604
112,17.333,28.818,37.646,43.277
113,16.623,27.783,36.412,41.733
114,16.801,27.813,36.202,41.090
115,17.365,28.500,36.232,40.965
116,16.254,27.573,34.903,39.528
117,16.568,27.462,34.851,39.574
118,16.673,27.738,34.988,39.497
119,16.043,26.354,33.943,38.536
120,15.665,25.051,32.301,37.021
121,15.913,24.514,31.397,35.865
122,15.890,24.028,30.428,34.556
123,15.822,23.709,29.542,33.393
124,15.938,23.526,29.324,32.987
125,15.847,23.132,28.787,32.342
126,15.752,23.194,28.644,32.174
127,16.060,23.218,28.637,32.198
128,15.883,22.974,28.461,32.056
129,15.900,22.942,28.301,31.847
130,15.709,22.803,28.106,31.760
131,16.223,23.232,28.638,32.265
