lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.905,22.223,27.328,30.504
1,15.160,22.302,27.427,30.593
2,15.408,22.524,27.493,30.802
3,15.278,22.319,27.412,30.670
4,15.940,23.063,28.052,31.474
5,15.963,23.189,28.367,31.442
6,14.858,21.970,27.086,30.194
7,15.564,22.694,27.596,30.729
8,15.827,22.864,27.892,31.094
9,15.661,22.692,27.546,30.707
10,15.498,22.727,27.745,31.055
11,16.021,23.042,28.194,31.353
12,15.246,22.411,27.460,30.700
13,15.385,22.498,27.612,30.819
14,15.807,22.907,27.972,31.183
15,15.398,22.535,27.667,30.923
16,15.790,22.940,27.966,31.288
17,15.686,22.987,27.978,31.257
18,15.683,22.775,27.811,30.938
19,15.622,22.716,27.587,30.607
20,15.421,22.484,27.265,30.423
21,15.881,23.097,27.894,31.097
22,16.331,23.370,28.429,31.656
23,15.228,22.260,27.392,30.543
24,15.358,22.555,27.551,30.846
25,16.207,23.411,28.456,31.628
26,15.596,22.701,27.813,30.960
27,15.815,22.828,28.023,31.430
28,16.601,23.809,28.759,31.983
29,16.152,23.254,28.230,31.311
30,15.947,23.124,28.238,31.351
31,15.248,22.311,27.426,30.554
32,15.948,23.146,28.263,31.522
33,14.956,22.285,27.369,30.664
34,16.527,23.641,28.747,32.025
35,15.609,22.724,27.964,31.051
36,15.764,22.937,27.933,31.044
37,15.405,22.444,27.471,30.780
38,15.831,22.955,27.995,31.134
39,15.387,22.595,27.569,30.847
40,16.193,23.221,28.320,31.532
41,15.892,22.921,28.026,31.060
42,15.806,22.907,28.165,31.412
43,15.282,22.397,27.349,30.572
44,16.098,23.219,28.277,31.256
45,15.665,22.847,27.786,31.058
46,15.744,22.747,27.838,31.106
47,15.036,22.180,27.181,30.384
48,15.780,22.794,27.773,31.003
49,15.711,22.877,27.858,31.140
50,15.802,22.943,27.994,31.148
51,15.149,22.300,27.263,30.510
52,15.365,22.468,27.438,30.685
53,15.654,22.710,27.829,31.053
54,15.768,22.741,27.667,31.062
55,15.787,22.844,27.948,31.080
56,15.085,22.193,27.478,30.593
57,15.793,23.226,28.355,31.511
58,16.240,23.263,28.178,31.443
59,15.630,22.740,27.771,31.182
60,15.239,22.379,27.374,30.608
61,15.801,22.983,28.045,31.275
62,15.675,22.826,27.801,31.075
63,15.847,23.016,28.040,31.267
64,16.086,23.220,28.480,31.692
65,15.800,22.965,28.013,31.121
66,16.204,23.231,28.361,31.505
67,15.973,23.080,28.117,31.415
68,15.790,22.960,28.001,31.245
69,15.908,22.979,28.149,31.359
70,15.923,22.916,27.950,31.145
71,15.200,22.232,27.408,30.537
