lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.027,22.038,27.305,30.611
1,15.269,22.070,27.347,30.830
2,15.414,22.297,27.563,30.892
3,15.389,22.217,27.472,30.900
4,15.938,22.810,28.137,31.604
5,15.989,23.042,28.351,31.710
6,14.835,21.728,26.945,30.452
7,15.581,22.438,27.474,30.946
8,15.809,22.694,27.812,31.424
9,15.659,22.588,27.460,30.946
10,15.554,22.536,27.713,31.242
11,16.074,22.881,28.093,31.614
12,15.342,22.188,27.502,30.965
13,15.406,22.374,27.532,31.045
14,15.848,22.714,27.926,31.394
15,15.401,22.444,27.611,31.194
16,15.852,22.766,28.027,31.513
17,15.699,22.768,27.994,31.409
18,15.673,22.493,27.707,31.165
19,15.641,22.521,27.630,30.889
20,15.493,22.360,27.265,30.703
21,15.935,22.820,27.854,31.217
22,16.328,23.196,28.401,31.868
23,15.244,22.063,27.295,30.776
24,15.435,22.304,27.589,31.070
25,16.278,23.256,28.394,31.798
26,15.613,22.508,27.722,31.190
27,15.824,22.728,28.056,31.661
28,16.673,23.567,28.755,32.158
29,16.235,23.063,28.157,31.529
30,15.983,22.887,28.169,31.608
31,15.290,22.199,27.472,30.726
32,16.025,22.994,28.239,31.704
33,14.999,22.061,27.340,30.858
34,16.498,23.476,28.783,32.234
35,15.597,22.506,27.805,31.207
36,15.800,22.722,27.886,31.312
37,15.462,22.271,27.450,30.910
38,15.852,22.781,27.895,31.359
39,15.445,22.244,27.616,30.994
40,16.256,23.131,28.316,31.780
41,15.857,22.796,27.870,31.195
42,15.808,22.760,28.195,31.647
43,15.282,22.142,27.387,30.768
44,16.116,22.946,28.134,31.529
45,15.694,22.559,27.854,31.234
46,15.704,22.607,27.798,31.320
47,15.119,21.990,27.195,30.579
48,15.764,22.553,27.774,31.234
49,15.774,22.729,27.867,31.286
50,15.831,22.689,27.945,31.407
51,15.279,22.104,27.238,30.563
52,15.370,22.199,27.486,30.823
53,15.619,22.553,27.803,31.234
54,15.759,22.517,27.715,31.270
55,15.825,22.604,27.838,31.339
56,15.157,22.039,27.327,30.739
57,15.887,23.081,28.304,31.723
58,16.294,23.203,28.140,31.677
59,15.607,22.545,27.805,31.413
60,15.332,22.168,27.285,30.707
61,15.756,22.793,28.084,31.524
62,15.751,22.596,27.845,31.276
63,15.843,22.766,28.109,31.463
64,16.194,23.091,28.496,31.890
65,15.857,22.779,27.976,31.306
66,16.213,23.126,28.327,31.815
67,15.993,22.971,28.139,31.519
68,15.892,22.706,27.890,31.392
69,15.978,22.857,28.044,31.619
70,15.880,22.746,27.979,31.474
71,15.120,22.041,27.278,30.679
72,15.432,22.287,27.507,31.092
73,16.057,22.958,28.114,31.704
74,15.567,22.272,27.517,30.986
75,15.858,22.778,28.046,31.448
76,15.794,22.861,28.008,31.767
77,15.715,22.565,27.819,31.306
78,16.879,23.730,29.085,32.703
79,15.421,22.368,27.729,31.404
80,15.259,22.198,27.487,31.056
81,16.188,23.152,28.404,31.887
82,15.226,22.111,27.424,30.803
83,15.934,22.843,28.101,31.564
84,15.539,22.799,28.015,31.625
85,14.993,21.927,27.270,30.702
86,15.150,22.033,27.301,30.748
87,16.572,23.368,28.599,32.078
88,14.949,21.993,27.214,30.821
89,16.162,23.145,28.603,32.153
90,15.176,22.471,27.921,31.368
91,15.875,22.963,28.347,31.907
92,15.764,22.847,28.061,31.608
93,16.340,23.339,28.717,32.418
94,15.638,22.796,28.173,31.772
95,15.584,22.820,28.298,31.892
96,15.452,22.744,28.359,31.939
97,15.447,22.744,28.377,32.113
98,15.244,22.770,28.450,32.243
99,15.307,22.909,28.759,32.455
100,15.921,23.804,29.645,33.575
101,16.034,23.756,29.684,33.574
102,16.134,23.964,29.922,33.920
103,16.382,24.472,30.676,34.736
104,16.248,24.564,30.910,35.117
105,15.663,24.350,30.898,35.155
106,16.517,25.215,31.927,36.285
107,16.590,25.426,32.117,36.518
108,16.419,25.440,32.374,36.893
109,16.946,26.127,33.063,37.759
110,16.282,25.505,32.415,37.032
111,16.313,25.226,32.014,36.443
112,16.639,25.285,31.790,36.218
113,16.017,24.533,30.934,35.200
114,16.157,24.687,31.051,35.216
115,16.684,25.015,31.452,35.697
116,15.398,24.192,30.544,34.668
117,15.797,24.450,30.980,35.464
118,16.054,24.716,31.276,35.455
119,15.535,23.813,30.069,34.267
120,15.272,23.247,29.291,33.324
121,15.612,23.408,29.410,33.433
122,15.737,23.256,29.022,32.890
123,15.720,23.150,28.674,32.319
124,15.768,23.104,28.603,32.259
125,15.756,22.822,28.195,31.843
126,15.676,22.839,28.264,31.723
127,15.959,22.917,28.196,31.781
128,15.783,22.785,28.041,31.648
129,15.756,22.725,27.935,31.448
130,15.654,22.556,27.882,31.294
131,16.147,22.972,28.397,31.858
132,15.392,22.377,27.709,31.301
133,16.713,23.753,28.986,32.361
134,16.184,23.050,28.381,31.864
135,15.744,22.653,27.813,31.291
136,15.685,22.758,28.015,31.430
137,15.936,22.963,28.258,31.736
138,15.936,22.870,28.274,31.766
139,16.214,23.065,28.374,31.937
140,15.833,22.900,28.236,31.777
141,15.819,22.634,27.858,31.395
142,16.371,23.438,28.755,32.273
