lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.028,22.315,27.274,30.862
1,15.330,22.417,27.399,30.983
2,15.455,22.503,27.563,31.304
3,15.449,22.428,27.496,31.107
4,16.012,22.966,28.176,31.912
5,16.148,23.148,28.361,31.958
6,14.958,21.977,27.128,30.665
7,15.674,22.661,27.623,31.100
8,15.908,22.913,27.995,31.551
9,15.698,22.778,27.543,31.082
10,15.692,22.801,27.834,31.450
11,16.140,23.161,28.244,31.757
12,15.343,22.490,27.525,31.195
13,15.476,22.627,27.723,31.244
14,15.941,22.982,28.027,31.581
15,15.522,22.590,27.760,31.328
16,15.947,23.061,28.129,31.677
17,15.811,23.043,28.064,31.540
18,15.747,22.875,27.889,31.377
19,15.751,22.665,27.694,31.108
20,15.569,22.522,27.319,31.017
21,16.028,23.154,28.023,31.502
22,16.425,23.425,28.466,32.079
23,15.273,22.391,27.393,31.158
24,15.446,22.589,27.671,31.418
25,16.318,23.466,28.472,32.020
26,15.720,22.823,27.838,31.467
27,15.909,22.958,28.095,31.853
28,16.715,23.866,28.827,32.385
29,16.300,23.299,28.368,31.813
30,16.086,23.243,28.235,31.855
31,15.412,22.423,27.519,31.143
32,16.057,23.225,28.309,31.992
33,15.152,22.316,27.511,31.168
34,16.609,23.720,28.893,32.436
35,15.691,22.860,27.912,31.504
36,15.915,22.976,27.994,31.519
37,15.464,22.488,27.592,31.241
38,15.900,23.040,28.008,31.683
39,15.517,22.604,27.594,31.280
40,16.273,23.323,28.411,32.020
41,15.949,23.108,28.048,31.431
42,15.850,23.010,28.259,31.891
43,15.434,22.430,27.420,30.932
44,16.149,23.229,28.300,31.759
45,15.801,22.853,27.987,31.514
46,15.755,22.889,28.017,31.532
47,15.195,22.240,27.305,30.837
48,15.869,22.875,27.901,31.486
49,15.809,22.892,27.907,31.517
50,15.893,22.941,27.972,31.634
51,15.389,22.267,27.381,30.967
52,15.429,22.513,27.563,31.107
53,15.703,22.733,27.857,31.401
54,15.881,22.865,27.755,31.676
55,15.896,22.920,28.014,31.535
56,15.174,22.295,27.354,31.106
57,15.969,23.336,28.399,31.994
58,16.348,23.392,28.279,31.801
59,15.729,22.689,27.927,31.566
60,15.376,22.475,27.460,31.017
61,15.911,22.989,28.207,31.778
62,15.804,22.806,27.903,31.468
63,15.919,23.052,28.133,31.706
64,16.250,23.369,28.448,32.154
65,15.942,22.989,28.103,31.631
66,16.339,23.346,28.406,32.046
67,16.088,23.247,28.301,31.854
68,15.894,22.907,28.032,31.584
69,16.006,23.084,28.233,31.811
70,15.991,22.990,28.059,31.719
71,15.259,22.251,27.440,30.983
72,15.518,22.599,27.640,31.266
73,16.156,23.200,28.341,32.069
74,15.589,22.610,27.639,31.200
75,15.918,23.012,28.099,31.681
76,15.924,22.976,28.153,31.963
77,15.763,22.808,27.875,31.484
78,17.014,24.037,29.184,32.980
79,15.475,22.715,27.857,31.616
80,15.321,22.467,27.572,31.238
81,16.324,23.327,28.553,32.176
82,15.356,22.397,27.443,31.090
83,16.088,23.028,28.171,31.793
84,15.673,23.042,28.227,31.800
85,15.129,22.276,27.256,30.962
86,15.197,22.421,27.389,31.032
87,16.604,23.640,28.890,32.397
88,15.028,22.259,27.307,31.199
89,16.246,23.370,28.749,32.540
90,15.228,22.822,28.110,31.809
91,16.035,23.351,28.667,32.444
92,15.853,23.193,28.382,32.067
93,16.495,23.705,29.057,32.983
94,15.731,23.133,28.594,32.457
95,15.729,23.330,28.790,32.653
96,15.644,23.321,28.926,32.790
97,15.536,23.408,29.052,33.096
98,15.420,23.481,29.326,33.368
99,15.519,23.565,29.605,33.707
100,16.105,24.553,30.689,34.882
101,16.157,24.601,30.858,35.149
102,16.295,24.886,31.368,35.749
103,16.567,25.519,32.348,37.020
104,16.495,25.822,32.996,37.864
105,15.958,25.944,33.437,38.445
106,16.856,26.936,34.693,40.007
107,16.976,27.226,35.192,40.505
108,16.749,27.254,35.476,40.963
109,17.306,27.840,36.101,41.581
110,16.526,27.174,35.414,40.755
111,16.687,26.938,35.038,40.496
112,16.984,27.185,35.217,40.459
113,16.377,26.565,34.526,39.840
114,16.549,26.713,34.546,39.691
115,17.026,27.176,34.983,40.173
116,15.842,26.267,34.296,39.512
117,16.188,26.670,35.019,40.406
