lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.974,22.244,27.413,30.793
1,15.248,22.368,27.526,30.881
2,15.415,22.549,27.722,31.117
3,15.413,22.460,27.602,30.924
4,15.984,23.070,28.290,31.587
5,16.079,23.278,28.416,31.885
6,14.842,21.999,27.119,30.451
7,15.543,22.670,27.653,31.004
8,15.888,22.942,28.043,31.367
9,15.638,22.699,27.673,31.052
10,15.564,22.797,27.959,31.367
11,16.124,23.150,28.332,31.662
12,15.283,22.542,27.733,31.000
13,15.401,22.563,27.753,31.119
14,15.847,23.032,28.069,31.441
15,15.437,22.657,27.829,31.226
16,15.872,23.073,28.210,31.493
17,15.707,23.054,28.133,31.491
18,15.676,22.820,27.940,31.291
19,15.700,22.896,27.732,30.971
20,15.511,22.586,27.517,30.783
21,15.949,23.129,28.023,31.365
22,16.364,23.519,28.554,31.854
23,15.220,22.283,27.575,30.917
24,15.386,22.565,27.842,31.157
25,16.313,23.426,28.607,31.923
26,15.646,22.858,27.987,31.235
27,15.802,22.982,28.181,31.784
28,16.643,23.774,28.934,32.269
29,16.205,23.310,28.452,31.538
30,16.001,23.092,28.355,31.599
31,15.340,22.521,27.566,30.897
32,16.019,23.196,28.470,31.815
33,15.056,22.242,27.581,30.933
34,16.550,23.691,28.969,32.309
35,15.627,22.789,28.074,31.388
36,15.748,23.006,28.076,31.498
37,15.407,22.550,27.703,30.985
38,15.831,23.045,28.028,31.529
39,15.460,22.597,27.631,31.069
40,16.217,23.319,28.499,31.857
41,15.983,22.939,28.024,31.249
42,15.816,22.990,28.387,31.751
43,15.359,22.513,27.582,30.849
44,16.177,23.222,28.347,31.653
45,15.756,22.833,27.988,31.319
46,15.781,22.831,28.114,31.391
47,15.155,22.242,27.356,30.658
48,15.823,22.927,27.924,31.267
49,15.824,22.868,28.127,31.397
50,15.854,22.986,28.166,31.403
51,15.261,22.324,27.476,30.722
52,15.439,22.536,27.648,30.950
53,15.651,22.731,27.879,31.361
54,15.747,22.765,27.869,31.367
55,15.752,22.944,28.135,31.414
56,15.127,22.270,27.518,30.848
57,15.902,23.313,28.403,31.716
58,16.260,23.386,28.321,31.612
59,15.666,22.706,28.020,31.332
60,15.295,22.447,27.522,30.889
61,15.812,23.063,28.184,31.501
62,15.729,22.885,28.064,31.434
63,15.903,23.062,28.246,31.568
64,16.176,23.358,28.597,31.965
65,15.910,22.943,28.041,31.360
66,16.271,23.267,28.494,31.858
67,16.095,23.154,28.353,31.679
68,15.851,22.940,28.075,31.445
69,15.961,23.104,28.310,31.612
70,15.892,22.996,28.094,31.508
71,15.169,22.378,27.545,30.819
72,15.454,22.579,27.699,31.108
73,16.083,23.169,28.301,31.872
74,15.544,22.588,27.702,31.051
75,15.859,22.996,28.217,31.551
76,15.773,23.006,28.243,31.856
77,15.707,22.869,28.017,31.352
78,16.937,23.971,29.387,32.775
79,15.498,22.578,27.897,31.438
80,15.313,22.526,27.632,31.095
81,16.139,23.359,28.660,31.982
82,15.295,22.324,27.526,30.847
83,16.030,23.115,28.303,31.737
84,15.659,22.967,28.315,31.719
85,15.066,22.155,27.371,30.737
86,15.197,22.290,27.491,30.814
87,16.489,23.585,28.839,32.163
88,14.946,22.162,27.444,30.889
89,16.165,23.305,28.812,32.244
90,15.212,22.807,28.067,31.519
91,15.884,23.244,28.535,32.038
92,15.780,23.109,28.406,31.786
93,16.379,23.581,29.032,32.552
94,15.698,23.124,28.528,31.927
95,15.620,23.144,28.631,32.147
96,15.528,23.139,28.653,32.224
97,15.452,23.134,28.735,32.405
98,15.270,23.117,28.882,32.654
99,15.305,23.314,29.081,32.912
100,15.967,24.083,30.073,33.828
101,16.016,24.106,30.035,33.685
102,16.183,24.278,30.195,34.063
103,16.442,24.773,31.006,35.088
104,16.282,25.014,31.506,35.794
105,15.702,25.008,31.675,36.051
106,16.711,26.073,33.007,37.530
107,16.808,26.480,33.656,38.280
108,16.578,26.551,33.972,38.758
109,17.080,27.182,34.574,39.403
110,16.404,26.532,33.871,38.677
111,16.515,26.409,33.744,38.453
112,16.790,26.577,33.643,38.449
113,16.178,25.860,32.965,37.502
114,16.390,25.863,32.887,37.456
115,16.879,26.286,33.355,37.880
116,15.575,25.124,32.078,36.496
117,15.828,25.064,31.778,36.322
118,16.088,25.157,31.639,35.878
119,15.503,24.130,30.487,34.620
120,15.241,23.453,29.480,33.351
121,15.588,23.457,29.442,33.273
122,15.715,23.423,29.205,32.855
123,15.680,23.270,28.853,32.302
124,15.852,23.325,28.808,32.264
125,15.755,23.128,28.458,31.912
126,15.643,23.146,28.443,31.833
127,16.009,23.185,28.373,31.814
128,15.813,23.092,28.283,31.727
129,15.827,22.947,28.167,31.566
130,15.609,22.834,28.108,31.472
131,16.191,23.313,28.617,31.900
132,15.433,22.604,28.001,31.385
133,16.763,23.985,29.195,32.422
134,16.168,23.281,28.654,31.995
135,15.778,22.908,27.960,31.419
136,15.753,22.911,28.134,31.560
137,15.943,23.262,28.403,31.850
138,15.996,23.020,28.408,31.979
139,16.222,23.322,28.596,32.038
140,15.817,23.101,28.415,31.832
141,15.785,22.852,28.000,31.435
142,16.514,23.732,28.998,32.382
143,15.378,22.544,27.799,31.301
144,16.483,23.744,29.040,32.551
