lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.949,22.121,27.406,30.687
1,15.178,22.174,27.541,30.929
2,15.392,22.372,27.518,31.102
3,15.298,22.222,27.494,30.851
4,15.946,22.800,28.122,31.637
5,16.075,23.051,28.419,31.831
6,14.918,21.778,27.042,30.477
7,15.626,22.415,27.653,31.040
8,15.890,22.681,27.992,31.446
9,15.697,22.536,27.699,30.912
10,15.547,22.540,27.944,31.220
11,16.058,22.959,28.240,31.605
12,15.228,22.240,27.606,31.066
13,15.362,22.409,27.719,31.052
14,15.877,22.747,27.988,31.463
15,15.412,22.413,27.738,31.238
16,15.878,22.839,28.111,31.585
17,15.703,22.796,28.065,31.384
18,15.618,22.624,27.839,31.160
19,15.647,22.625,27.727,30.954
20,15.449,22.323,27.351,30.794
21,15.910,22.920,27.999,31.357
22,16.351,23.251,28.558,31.860
23,15.230,22.163,27.452,30.833
24,15.295,22.318,27.730,31.173
25,16.245,23.278,28.523,31.926
26,15.599,22.625,27.906,31.262
27,15.811,22.850,28.056,31.749
28,16.657,23.604,28.934,32.278
29,16.141,23.122,28.409,31.626
30,15.994,22.997,28.274,31.620
31,15.272,22.259,27.488,30.894
32,15.972,23.110,28.347,31.801
33,15.044,22.113,27.408,30.934
34,16.518,23.562,28.924,32.287
35,15.603,22.635,27.886,31.264
36,15.743,22.837,28.053,31.413
37,15.425,22.312,27.653,31.010
38,15.875,22.783,28.120,31.508
39,15.429,22.395,27.716,31.093
40,16.114,23.187,28.449,31.790
41,15.915,22.915,28.054,31.274
42,15.825,22.737,28.353,31.756
43,15.335,22.298,27.586,30.933
44,16.107,23.068,28.274,31.603
45,15.646,22.635,27.960,31.346
46,15.702,22.727,27.971,31.347
47,15.084,21.940,27.347,30.775
48,15.731,22.693,27.918,31.315
49,15.772,22.718,27.976,31.378
50,15.836,22.805,28.096,31.480
51,15.200,22.159,27.373,30.757
52,15.411,22.383,27.540,30.938
53,15.648,22.527,27.848,31.316
54,15.767,22.601,27.835,31.289
55,15.767,22.769,27.997,31.294
56,15.142,22.142,27.448,30.945
57,15.889,23.108,28.379,31.802
58,16.213,23.131,28.287,31.678
59,15.667,22.660,27.949,31.426
60,15.254,22.297,27.493,30.824
61,15.744,22.817,28.141,31.538
62,15.698,22.744,27.916,31.336
63,15.835,22.895,28.073,31.544
64,16.136,23.144,28.599,31.907
65,15.911,22.823,28.119,31.474
66,16.200,23.125,28.421,31.880
67,15.976,23.011,28.313,31.679
68,15.765,22.790,28.063,31.417
69,16.006,22.904,28.248,31.564
70,15.852,22.733,28.076,31.484
71,15.165,22.171,27.541,30.759
72,15.480,22.405,27.623,31.092
73,16.035,22.934,28.318,31.897
74,15.524,22.465,27.665,31.123
75,15.787,22.778,28.186,31.587
76,15.871,22.778,28.264,31.767
77,15.655,22.632,27.950,31.294
78,16.960,23.861,29.337,32.791
79,15.466,22.487,27.910,31.385
80,15.324,22.348,27.647,31.118
81,16.156,23.180,28.549,32.066
82,15.254,22.244,27.489,30.914
83,15.985,22.900,28.240,31.735
84,15.608,22.965,28.193,31.602
85,15.042,22.047,27.381,30.835
86,15.111,22.114,27.478,30.866
87,16.518,23.509,28.888,32.397
88,14.989,22.092,27.602,30.993
89,16.170,23.246,28.926,32.364
90,15.229,22.758,28.188,31.749
91,15.938,23.152,28.790,32.265
92,15.760,23.095,28.701,32.123
93,16.408,23.608,29.486,32.958
94,15.705,23.229,29.062,32.594
95,15.645,23.270,29.222,32.827
96,15.620,23.402,29.373,33.028
97,15.513,23.472,29.794,33.358
98,15.406,23.690,30.267,33.974
99,15.438,23.928,30.679,34.475
100,16.130,24.974,31.997,35.914
101,16.278,25.225,32.357,36.263
102,16.397,25.558,33.120,37.097
103,16.697,26.170,33.937,38.171
104,16.554,26.181,34.324,38.610
105,16.006,26.121,34.528,38.803
106,16.903,27.256,35.926,40.384
107,17.137,27.884,36.960,41.377
108,16.908,28.294,38.153,42.885
109,17.497,29.295,39.734,44.466
110,16.822,28.651,39.105,43.929
111,16.844,28.014,37.801,42.742
112,17.046,27.678,36.711,41.483
113,16.410,26.948,35.456,40.117
114,16.677,27.189,35.551,39.768
115,17.151,27.665,35.468,39.689
116,15.900,26.427,34.210,38.403
117,16.081,26.281,34.358,38.847
118,16.267,26.085,33.752,38.243
119,15.705,24.622,32.025,36.063
120,15.354,23.708,30.311,34.193
121,15.575,23.536,29.804,33.763
122,15.574,23.328,29.417,32.945
123,15.674,23.193,28.831,32.449
124,15.788,23.161,28.902,32.353
125,15.707,22.921,28.411,31.938
126,15.623,22.927,28.366,31.894
127,15.902,22.958,28.425,31.891
128,15.872,22.901,28.347,31.770
129,15.754,22.753,28.195,31.581
130,15.682,22.682,28.029,31.377
131,16.120,23.144,28.512,31.970
132,15.384,22.484,27.870,31.445
133,16.754,23.790,29.138,32.449
134,16.131,23.135,28.548,32.051
135,15.698,22.682,27.966,31.431
136,15.809,22.811,28.113,31.523
137,15.909,23.014,28.421,31.891
138,15.947,22.926,28.392,31.947
139,16.209,23.245,28.601,32.097
140,15.862,22.884,28.393,31.807
141,15.828,22.690,28.094,31.527
142,16.424,23.527,28.958,32.361
143,15.387,22.381,27.757,31.240
144,16.402,23.529,29.028,32.459
145,15.649,22.718,28.062,31.512
146,16.464,23.419,28.731,32.187
147,15.924,22.914,28.395,32.078
148,15.762,22.782,28.178,31.840
149,15.985,23.085,28.410,31.857
150,15.756,22.750,28.094,31.407
151,15.989,23.018,28.335,31.753
152,15.496,22.489,27.882,31.350
153,15.897,22.882,28.165,31.651
154,16.121,23.182,28.587,31.881
155,15.746,22.982,28.385,31.756
156,16.063,23.116,28.494,31.968
157,15.617,22.857,28.272,31.693
158,15.366,22.468,27.843,31.274
159,15.824,22.702,28.145,31.517
160,15.111,22.178,27.765,31.228
161,15.312,22.265,27.651,31.099
162,15.828,22.790,28.106,31.529
163,15.858,22.732,28.052,31.555
164,15.532,22.602,27.964,31.434
165,15.823,22.885,28.247,31.699
166,15.225,22.156,27.427,30.853
167,16.070,23.043,28.348,31.651
168,15.490,22.469,27.976,31.449
169,15.931,22.946,28.286,31.697
170,15.565,22.542,27.790,31.336
171,16.078,23.165,28.495,31.985
172,15.608,22.655,28.169,31.669
173,15.704,22.738,28.153,31.551
174,16.187,23.135,28.432,31.940
175,15.289,22.329,27.811,31.290
176,15.959,22.915,28.423,31.850
177,15.335,22.387,27.728,31.179
178,16.259,23.318,28.466,32.025
179,15.527,22.526,27.882,31.389
180,16.331,23.269,28.682,32.193
181,15.429,22.408,27.812,31.422
182,16.388,23.451,28.778,32.243
183,16.202,23.085,28.479,31.952
184,15.292,22.240,27.488,30.983
185,16.168,23.122,28.487,32.012
186,15.772,22.750,28.156,31.600
187,16.665,23.411,28.775,32.347
188,15.627,22.837,28.202,31.613
189,15.896,22.886,28.160,31.649
190,15.566,22.597,28.030,31.381
191,16.628,23.720,29.165,32.631
192,16.638,23.715,29.069,32.335
193,16.006,22.920,28.231,31.713
194,15.756,22.717,28.129,31.579
195,15.949,22.858,28.331,31.702
196,16.120,23.082,28.415,31.831
197,15.611,22.586,27.995,31.487
198,15.607,22.564,27.915,31.366
199,15.397,22.369,27.840,31.263
200,16.481,23.466,28.907,32.321
