lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.017,22.368,27.415,30.735
1,15.231,22.427,27.539,30.968
2,15.444,22.616,27.777,31.181
3,15.382,22.479,27.570,31.024
4,16.033,23.141,28.254,31.778
5,16.110,23.320,28.466,31.923
6,14.876,22.002,27.115,30.599
7,15.688,22.776,27.682,31.121
8,15.895,23.033,28.045,31.583
9,15.754,22.839,27.625,31.058
10,15.653,22.832,28.024,31.457
11,16.102,23.212,28.256,31.825
12,15.268,22.599,27.639,31.187
13,15.431,22.684,27.688,31.257
14,15.824,22.999,28.045,31.570
15,15.450,22.766,27.782,31.413
16,15.886,23.068,28.210,31.786
17,15.769,23.097,28.214,31.627
18,15.709,22.874,28.001,31.342
19,15.702,22.813,27.812,31.103
20,15.472,22.516,27.420,30.896
21,16.003,23.213,28.120,31.441
22,16.366,23.490,28.587,32.020
23,15.247,22.413,27.466,31.026
24,15.357,22.638,27.733,31.320
25,16.291,23.518,28.619,32.044
26,15.658,22.792,27.918,31.418
27,15.857,23.094,28.218,31.843
28,16.725,23.975,28.993,32.421
29,16.207,23.369,28.442,31.647
30,16.000,23.202,28.280,31.747
31,15.365,22.525,27.539,31.071
32,16.022,23.366,28.451,31.908
33,15.049,22.391,27.531,31.110
34,16.603,23.830,29.026,32.465
35,15.632,22.878,28.005,31.433
36,15.821,23.003,28.127,31.513
37,15.445,22.528,27.753,31.107
38,15.940,23.057,28.158,31.737
39,15.469,22.638,27.790,31.188
40,16.218,23.364,28.477,31.946
41,15.940,23.062,28.029,31.460
42,15.842,23.057,28.390,31.802
43,15.374,22.516,27.556,31.065
44,16.074,23.225,28.348,31.753
45,15.688,22.878,28.092,31.585
46,15.810,23.012,28.006,31.486
47,15.172,22.321,27.288,30.730
48,15.809,22.902,27.967,31.446
49,15.809,22.935,28.003,31.547
50,15.847,23.051,28.175,31.595
51,15.292,22.381,27.381,30.880
52,15.449,22.583,27.689,31.013
53,15.707,22.893,27.951,31.434
54,15.771,22.810,27.910,31.539
55,15.825,23.085,28.188,31.455
56,15.117,22.335,27.513,31.013
57,15.897,23.283,28.460,31.958
58,16.288,23.360,28.335,31.824
59,15.647,22.824,28.028,31.516
60,15.335,22.485,27.532,30.987
61,15.871,23.095,28.216,31.742
62,15.802,22.922,28.033,31.525
63,15.892,23.054,28.272,31.661
64,16.200,23.403,28.653,32.072
65,15.854,22.993,28.126,31.550
66,16.260,23.357,28.528,31.996
67,16.033,23.252,28.340,31.769
68,15.843,23.021,28.154,31.510
69,15.974,23.165,28.272,31.806
70,15.875,23.010,28.141,31.650
71,15.171,22.437,27.543,30.913
72,15.490,22.642,27.710,31.281
73,16.088,23.239,28.347,32.038
74,15.586,22.693,27.727,31.182
75,15.889,22.972,28.131,31.662
76,15.958,23.040,28.268,32.066
77,15.731,22.872,27.988,31.539
78,16.922,24.046,29.335,32.905
79,15.442,22.653,27.842,31.536
80,15.318,22.619,27.778,31.278
81,16.230,23.425,28.662,32.152
82,15.330,22.409,27.523,31.049
83,16.011,23.154,28.396,31.786
84,15.597,23.086,28.355,31.783
85,15.091,22.282,27.461,30.965
86,15.119,22.426,27.508,31.024
87,16.498,23.684,28.879,32.449
88,14.964,22.349,27.516,31.175
89,16.229,23.503,28.861,32.563
90,15.313,22.973,28.155,31.701
91,15.943,23.386,28.745,32.359
92,15.797,23.227,28.540,32.095
93,16.397,23.738,29.237,32.911
94,15.705,23.313,28.612,32.482
95,15.705,23.451,28.865,32.670
96,15.578,23.421,29.051,32.881
97,15.548,23.581,29.268,33.238
98,15.428,23.717,29.724,33.787
99,15.467,23.989,30.025,34.317
100,16.123,25.045,31.469,35.797
101,16.286,25.290,31.683,36.100
102,16.447,25.613,32.370,36.744
103,16.742,26.359,33.258,37.930
104,16.665,26.627,33.960,38.928
105,16.169,26.732,34.367,39.530
106,17.019,27.980,35.942,41.329
107,17.184,28.454,36.804,42.267
108,17.014,28.790,37.317,43.111
109,17.551,29.513,38.078,43.893
110,16.779,28.549,37.097,42.878
111,16.809,27.952,36.088,41.699
112,17.050,27.768,35.597,41.095
113,16.416,26.905,34.501,39.991
114,16.590,26.849,34.347,39.582
115,17.045,27.179,34.556,39.936
116,15.957,26.351,33.726,38.916
117,16.319,26.937,34.437,39.579
