lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.049,22.170,27.233,30.617
1,15.271,22.229,27.399,30.915
2,15.490,22.503,27.599,31.095
3,15.424,22.241,27.353,30.876
4,16.031,22.915,28.085,31.658
5,16.104,23.100,28.290,31.778
6,14.897,21.803,26.997,30.464
7,15.695,22.456,27.574,31.078
8,15.894,22.771,27.868,31.329
9,15.731,22.568,27.576,31.047
10,15.615,22.659,27.771,31.309
11,16.107,22.952,28.086,31.622
12,15.280,22.337,27.560,30.958
13,15.403,22.439,27.597,31.044
14,15.835,22.829,27.912,31.385
15,15.451,22.549,27.672,31.173
16,15.876,22.802,28.030,31.477
17,15.837,22.831,27.915,31.444
18,15.694,22.700,27.778,31.155
19,15.656,22.535,27.620,30.935
20,15.550,22.357,27.299,30.670
21,15.939,22.973,27.908,31.356
22,16.430,23.329,28.408,31.922
23,15.289,22.169,27.315,30.778
24,15.461,22.435,27.640,31.117
25,16.347,23.347,28.401,31.874
26,15.613,22.591,27.801,31.224
27,15.881,22.776,28.040,31.636
28,16.676,23.624,28.822,32.199
29,16.238,23.119,28.235,31.575
30,16.010,23.012,28.146,31.600
31,15.335,22.267,27.400,30.898
32,16.097,23.155,28.223,31.706
33,15.163,22.165,27.415,30.866
34,16.577,23.608,28.742,32.244
35,15.631,22.718,27.838,31.301
36,15.793,22.740,27.941,31.410
37,15.536,22.352,27.521,30.950
38,15.851,22.885,28.030,31.515
39,15.491,22.446,27.578,31.079
40,16.244,23.176,28.313,31.741
41,15.877,22.904,27.881,31.243
42,15.910,22.824,28.189,31.597
43,15.387,22.299,27.327,30.934
44,16.168,23.054,28.185,31.605
45,15.791,22.786,27.816,31.322
46,15.820,22.665,27.885,31.313
47,15.160,22.095,27.165,30.614
48,15.833,22.733,27.812,31.263
49,15.787,22.754,27.835,31.379
50,15.892,22.803,27.851,31.446
51,15.286,22.212,27.212,30.712
52,15.431,22.311,27.440,30.900
53,15.760,22.571,27.752,31.262
54,15.764,22.674,27.676,31.342
55,15.846,22.882,27.999,31.405
56,15.173,22.132,27.345,30.778
57,15.919,23.138,28.299,31.775
58,16.314,23.199,28.153,31.526
59,15.710,22.620,27.792,31.363
60,15.331,22.311,27.263,30.855
61,15.887,22.885,28.026,31.516
62,15.770,22.750,27.839,31.357
63,15.915,22.906,27.984,31.531
64,16.173,23.172,28.398,31.956
65,15.930,22.835,27.904,31.465
66,16.245,23.121,28.442,31.787
67,16.040,23.070,28.193,31.655
68,15.896,22.776,27.909,31.439
69,16.007,22.890,28.130,31.659
70,15.901,22.767,27.946,31.486
71,15.233,22.153,27.350,30.768
72,15.489,22.450,27.634,31.096
73,16.088,22.964,28.174,31.833
74,15.574,22.474,27.525,30.980
75,15.905,22.875,27.988,31.504
76,15.881,22.859,28.116,31.727
77,15.742,22.659,27.824,31.354
78,16.922,23.895,29.165,32.686
79,15.474,22.450,27.672,31.335
80,15.301,22.353,27.557,31.031
81,16.228,23.205,28.381,32.019
82,15.309,22.215,27.371,30.870
83,16.023,22.942,28.067,31.614
84,15.616,22.810,28.139,31.586
85,15.021,22.000,27.220,30.804
86,15.153,22.163,27.337,30.868
87,16.619,23.502,28.690,32.123
88,15.018,22.115,27.323,30.938
89,16.248,23.186,28.710,32.178
90,15.329,22.703,27.976,31.534
91,15.958,23.085,28.542,32.063
92,15.770,22.948,28.295,31.830
93,16.355,23.443,28.937,32.595
94,15.681,23.105,28.383,32.098
95,15.676,23.017,28.507,32.266
96,15.563,23.077,28.618,32.316
97,15.537,23.101,28.684,32.518
98,15.298,23.135,28.916,32.943
99,15.439,23.382,29.203,33.303
100,16.132,24.266,30.367,34.480
101,16.197,24.366,30.440,34.689
102,16.309,24.642,30.936,35.267
103,16.528,25.247,31.834,36.274
104,16.434,25.452,32.167,36.892
105,15.880,25.328,32.342,37.249
106,16.821,26.258,33.571,38.649
107,16.829,26.708,34.132,39.335
108,16.744,26.934,34.608,40.127
109,17.256,27.687,35.598,41.070
110,16.608,26.934,34.822,40.369
111,16.604,26.657,34.165,39.507
112,16.842,26.506,33.726,38.900
113,16.210,25.596,32.663,37.619
114,16.401,25.547,32.465,37.392
115,16.841,25.920,32.743,37.680
116,15.706,24.988,31.956,36.852
117,16.063,25.489,32.707,37.827
118,16.268,25.747,32.881,37.792
119,15.718,24.704,31.592,36.307
120,15.435,23.973,30.415,34.811
121,15.742,23.817,30.035,34.301
122,15.780,23.498,29.465,33.357
123,15.778,23.337,28.899,32.588
124,15.852,23.291,28.842,32.422
125,15.793,22.902,28.245,31.955
126,15.695,23.037,28.206,31.848
127,16.006,22.997,28.222,31.890
128,15.796,22.925,28.102,31.653
129,15.856,22.813,28.058,31.513
130,15.689,22.641,27.893,31.437
131,16.199,23.199,28.362,31.996
132,15.481,22.463,27.694,31.397
133,16.780,23.824,29.068,32.403
134,16.200,23.150,28.466,31.901
135,15.802,22.712,27.938,31.294
136,15.853,22.822,28.006,31.543
137,15.944,22.998,28.326,31.835
138,16.016,22.881,28.278,31.787
139,16.282,23.211,28.468,32.030
140,15.910,23.005,28.229,31.784
