lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.993,22.188,27.463,30.680
1,15.251,22.286,27.645,30.963
2,15.456,22.490,27.787,31.191
3,15.330,22.306,27.689,31.148
4,15.984,22.894,28.383,31.793
5,16.121,23.199,28.535,31.880
6,14.952,21.938,27.238,30.571
7,15.619,22.504,27.778,31.161
8,15.912,22.739,28.099,31.521
9,15.667,22.622,27.791,31.061
10,15.614,22.676,27.974,31.359
11,16.108,23.121,28.386,31.697
12,15.369,22.446,27.642,31.131
13,15.454,22.563,27.872,31.188
14,15.907,22.856,28.130,31.440
15,15.492,22.549,27.976,31.340
16,15.881,22.896,28.306,31.614
17,15.757,22.982,28.214,31.460
18,15.736,22.677,27.989,31.293
19,15.735,22.709,27.847,31.007
20,15.515,22.455,27.564,30.796
21,15.983,23.023,28.142,31.424
22,16.381,23.263,28.584,31.975
23,15.243,22.268,27.543,30.971
24,15.382,22.525,27.859,31.322
25,16.351,23.325,28.676,31.926
26,15.608,22.674,28.029,31.460
27,15.906,22.905,28.292,31.854
28,16.670,23.749,29.012,32.358
29,16.287,23.207,28.441,31.615
30,16.022,23.076,28.412,31.749
31,15.419,22.420,27.676,31.004
32,16.048,23.110,28.545,31.826
33,15.106,22.259,27.563,31.058
34,16.553,23.678,29.041,32.428
35,15.714,22.760,28.087,31.449
36,15.794,22.845,28.162,31.547
37,15.442,22.421,27.721,31.088
38,15.901,22.847,28.257,31.614
39,15.429,22.497,27.793,31.213
40,16.245,23.277,28.566,31.949
41,15.961,22.910,28.166,31.350
42,15.839,22.879,28.383,31.808
43,15.360,22.300,27.670,30.870
44,16.153,23.131,28.422,31.705
45,15.721,22.752,28.131,31.511
46,15.792,22.830,28.106,31.447
47,15.166,22.142,27.457,30.748
48,15.784,22.720,28.064,31.426
49,15.844,22.754,28.132,31.542
50,15.920,22.865,28.219,31.478
51,15.314,22.274,27.490,30.846
52,15.403,22.432,27.690,30.981
53,15.687,22.712,27.987,31.396
54,15.742,22.637,27.944,31.551
55,15.842,22.872,28.176,31.597
56,15.152,22.198,27.667,30.938
57,15.928,23.178,28.630,31.911
58,16.302,23.256,28.415,31.745
59,15.685,22.597,28.076,31.598
60,15.289,22.354,27.593,30.895
61,15.858,22.941,28.368,31.756
62,15.776,22.747,28.151,31.415
63,15.932,22.949,28.261,31.653
64,16.182,23.235,28.713,32.072
65,15.883,22.879,28.255,31.564
66,16.234,23.198,28.618,31.917
67,16.032,23.105,28.401,31.713
68,15.887,22.880,28.132,31.587
69,15.956,23.052,28.338,31.748
70,15.939,22.940,28.262,31.536
71,15.207,22.275,27.610,30.887
72,15.453,22.438,27.776,31.209
73,16.044,23.070,28.417,31.911
74,15.603,22.504,27.790,31.144
75,15.849,22.893,28.318,31.560
76,15.890,22.865,28.365,31.896
77,15.682,22.822,28.063,31.389
78,16.925,23.938,29.410,32.872
79,15.446,22.584,27.967,31.569
80,15.300,22.341,27.815,31.187
81,16.229,23.328,28.709,32.097
82,15.303,22.285,27.620,30.912
