lambda_idx,t_100.0_ms
0,14.905
1,15.160
2,15.408
3,15.278
4,15.940
5,15.963
6,14.858
7,15.564
8,15.827
9,15.661
10,15.498
11,16.021
12,15.246
13,15.385
14,15.807
15,15.398
16,15.790
17,15.686
18,15.683
19,15.622
20,15.421
21,15.881
22,16.331
23,15.228
24,15.358
25,16.207
26,15.596
27,15.815
28,16.601
29,16.152
30,15.947
31,15.248
32,15.948
33,14.956
34,16.527
35,15.609
36,15.764
37,15.405
38,15.831
39,15.387
40,16.193
41,15.892
42,15.806
43,15.282
44,16.098
45,15.665
46,15.744
47,15.036
48,15.780
49,15.711
50,15.802
51,15.149
52,15.365
53,15.654
54,15.768
55,15.787
56,15.085
57,15.793
58,16.240
59,15.630
60,15.239
61,15.801
62,15.675
63,15.847
64,16.086
65,15.800
66,16.204
67,15.973
68,15.790
69,15.908
70,15.923
71,15.200
72,15.464
73,16.050
74,15.427
75,15.829
76,15.839
77,15.608
78,16.872
79,15.369
80,15.233
81,16.190
82,15.278
83,16.017
84,15.602
85,15.081
86,15.139
87,16.524
88,15.006
89,16.119
90,15.254
91,15.929
92,15.821
93,16.337
94,15.718
95,15.729
96,15.622
97,15.585
98,15.479
99,15.534
100,16.218
101,16.342
102,16.475
103,16.786
104,16.707
105,16.194
106,17.097
107,17.278
108,17.131
109,17.684
110,16.939
111,16.887
112,17.096
113,16.506
114,16.710
115,17.225
116,15.923
117,16.168
118,16.352
119,15.620
120,15.359
121,15.626
122,15.645
123,15.676
124,15.790
125,15.725
126,15.663
127,15.977
128,15.764
129,15.795
130,15.608
131,16.057
132,15.393
133,16.710
134,16.085
135,15.760
136,15.743
137,15.865
138,15.960
139,16.206
140,15.823
141,15.758
142,16.462
143,15.418
144,16.400
145,15.676
146,16.411
147,15.885
148,15.746
149,16.033
150,15.821
151,15.954
152,15.546
153,15.921
154,16.187
155,15.790
156,16.060
157,15.574
158,15.352
159,15.865
160,15.151
161,15.306
162,15.876
163,15.792
164,15.524
165,15.805
166,15.223
167,16.040
168,15.530
169,15.989
170,15.512
171,16.081
172,15.578
173,15.794
174,16.188
175,15.309
176,15.869
177,15.392
178,16.222
179,15.477
180,16.298
181,15.418
182,16.325
183,16.174
184,15.261
185,16.174
186,15.762
187,16.637
188,15.617
189,15.875
190,15.544
191,16.597
192,16.568
193,15.938
194,15.738
195,15.876
196,16.075
197,15.597
198,15.577
199,15.410
200,16.406
