lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.994,22.246,27.338,30.715
1,15.285,22.381,27.486,30.887
2,15.507,22.509,27.650,31.067
3,15.373,22.427,27.494,30.872
4,16.034,22.976,28.181,31.697
5,16.091,23.178,28.335,31.834
6,14.971,21.941,27.110,30.495
7,15.676,22.604,27.642,30.992
8,15.931,22.923,28.012,31.433
9,15.685,22.744,27.741,30.905
10,15.655,22.702,27.901,31.286
11,16.125,23.176,28.264,31.608
12,15.353,22.425,27.563,31.031
13,15.434,22.488,27.652,31.111
14,15.890,22.967,28.013,31.422
15,15.505,22.578,27.830,31.276
16,15.883,22.952,28.188,31.484
17,15.750,22.979,28.090,31.526
18,15.712,22.705,27.885,31.204
19,15.735,22.801,27.743,30.918
20,15.508,22.557,27.450,30.853
21,15.998,23.075,27.963,31.330
22,16.422,23.412,28.537,31.928
23,15.248,22.271,27.362,30.915
24,15.466,22.568,27.722,31.196
25,16.332,23.426,28.514,31.886
26,15.683,22.746,27.887,31.307
27,15.813,22.892,28.099,31.748
28,16.728,23.798,28.935,32.278
29,16.247,23.236,28.382,31.557
30,16.086,23.151,28.270,31.570
31,15.372,22.448,27.532,30.882
32,16.109,23.222,28.353,31.841
33,15.107,22.256,27.542,30.923
34,16.558,23.722,28.919,32.346
35,15.676,22.721,27.933,31.339
36,15.823,22.937,28.080,31.449
37,15.465,22.446,27.589,30.974
38,15.957,22.845,28.219,31.597
39,15.420,22.502,27.733,31.124
40,16.261,23.297,28.449,31.841
41,15.925,22.972,28.042,31.240
42,15.889,23.007,28.344,31.730
43,15.365,22.399,27.529,30.813
44,16.105,23.118,28.290,31.637
45,15.819,22.867,28.045,31.335
46,15.771,22.913,27.995,31.354
47,15.153,22.189,27.335,30.749
48,15.898,22.808,27.938,31.291
49,15.787,22.908,27.966,31.502
50,15.917,22.952,28.071,31.459
51,15.291,22.281,27.416,30.755
52,15.436,22.469,27.603,30.960
53,15.742,22.775,28.013,31.207
54,15.839,22.744,27.833,31.371
55,15.912,22.910,28.063,31.359
56,15.181,22.209,27.451,30.928
57,15.949,23.222,28.426,31.851
58,16.349,23.253,28.340,31.738
59,15.721,22.761,27.880,31.426
60,15.362,22.357,27.489,30.909
61,15.914,22.938,28.136,31.630
62,15.788,22.777,27.950,31.416
63,15.923,22.982,28.173,31.530
64,16.192,23.278,28.597,31.918
65,15.910,23.049,28.087,31.432
66,16.266,23.326,28.433,31.858
67,16.108,23.292,28.249,31.657
68,15.956,22.911,28.088,31.431
69,15.983,23.053,28.282,31.662
70,15.900,22.903,28.062,31.517
71,15.276,22.326,27.476,30.818
72,15.472,22.553,27.718,31.057
73,16.105,23.096,28.333,31.924
74,15.617,22.467,27.721,31.074
75,15.909,22.943,28.135,31.580
76,15.869,22.952,28.233,31.795
77,15.751,22.742,27.892,31.426
78,16.980,24.018,29.261,32.740
79,15.479,22.618,27.807,31.451
80,15.330,22.550,27.707,31.055
81,16.222,23.313,28.480,32.028
82,15.359,22.285,27.418,30.877
