lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.951,22.287,27.420,30.853
1,15.218,22.303,27.527,31.072
2,15.394,22.472,27.725,31.340
3,15.348,22.295,27.574,31.055
4,15.928,22.971,28.275,31.739
5,16.013,23.162,28.440,31.856
6,14.856,21.897,27.101,30.652
7,15.583,22.534,27.662,31.196
8,15.830,22.872,28.025,31.501
9,15.654,22.676,27.647,31.046
10,15.558,22.716,27.862,31.432
11,16.038,23.047,28.219,31.818
12,15.265,22.443,27.680,31.211
13,15.386,22.576,27.724,31.232
14,15.841,22.979,28.049,31.526
15,15.416,22.547,27.794,31.323
16,15.884,22.972,28.186,31.760
17,15.703,22.917,28.075,31.620
18,15.544,22.678,27.893,31.351
19,15.644,22.712,27.745,31.065
20,15.420,22.478,27.441,30.906
21,15.954,22.990,28.051,31.452
22,16.327,23.381,28.569,32.081
23,15.243,22.278,27.506,31.024
24,15.399,22.565,27.725,31.400
25,16.231,23.334,28.583,32.047
26,15.616,22.701,27.950,31.403
27,15.827,22.948,28.220,31.841
28,16.597,23.780,28.886,32.429
29,16.165,23.233,28.388,31.715
30,15.958,23.116,28.337,31.817
31,15.299,22.332,27.572,31.016
32,16.017,23.095,28.437,31.940
33,14.978,22.217,27.567,31.079
34,16.490,23.628,28.913,32.412
35,15.608,22.751,28.028,31.469
36,15.813,22.972,28.063,31.522
37,15.392,22.450,27.670,31.138
38,15.820,22.948,28.090,31.693
39,15.392,22.514,27.776,31.231
40,16.118,23.312,28.482,31.921
41,15.886,22.895,28.086,31.346
42,15.761,22.880,28.315,31.832
43,15.290,22.419,27.575,30.991
44,16.145,23.070,28.368,31.795
45,15.712,22.739,27.939,31.531
46,15.706,22.789,28.018,31.497
47,15.108,22.142,27.327,30.766
48,15.745,22.786,27.948,31.484
49,15.722,22.801,28.036,31.523
50,15.805,22.852,28.186,31.595
51,15.206,22.261,27.425,30.894
52,15.361,22.429,27.588,31.092
53,15.630,22.694,27.944,31.509
54,15.694,22.784,28.006,31.580
55,15.768,22.870,28.080,31.562
56,15.123,22.208,27.554,31.056
57,15.882,23.159,28.458,31.971
58,16.259,23.266,28.298,31.849
59,15.612,22.652,27.931,31.565
60,15.227,22.359,27.565,30.899
61,15.818,22.939,28.125,31.780
62,15.750,22.714,28.040,31.531
63,15.824,22.949,28.119,31.714
64,16.159,23.195,28.629,32.094
65,15.808,22.952,28.110,31.603
66,16.198,23.252,28.493,31.990
67,16.045,23.149,28.345,31.734
68,15.819,22.918,28.092,31.593
69,15.954,23.024,28.290,31.839
70,15.819,22.908,28.128,31.639
71,15.119,22.257,27.477,31.022
72,15.441,22.436,27.722,31.229
73,16.005,23.071,28.336,32.023
74,15.545,22.521,27.736,31.212
75,15.814,22.991,28.120,31.704
76,15.835,22.946,28.224,31.935
77,15.660,22.758,28.028,31.464
78,16.839,23.927,29.342,32.857
79,15.410,22.575,27.861,31.594
80,15.242,22.477,27.707,31.211
81,16.231,23.395,28.558,32.213
82,15.247,22.329,27.540,31.087
83,15.995,23.077,28.232,31.992
84,15.548,22.994,28.291,31.903
85,14.987,22.122,27.331,30.910
86,15.058,22.252,27.577,31.008
87,16.490,23.577,28.861,32.373
88,14.921,22.219,27.638,31.130
89,16.165,23.403,29.036,32.599
90,15.234,22.824,28.269,31.881
91,15.942,23.316,28.915,32.517
92,15.730,23.224,28.668,32.320
93,16.408,23.768,29.390,33.233
94,15.614,23.317,28.902,32.799
95,15.639,23.415,29.131,33.031
96,15.536,23.516,29.249,33.133
97,15.547,23.585,29.502,33.456
98,15.373,23.696,29.715,33.842
99,15.436,23.801,30.060,34.222
100,16.068,24.792,31.138,35.406
101,16.134,24.891,31.331,35.564
102,16.357,25.448,32.158,36.753
103,16.698,26.633,34.019,38.914
104,16.736,27.640,35.738,40.796
105,16.347,28.239,36.562,41.428
106,17.376,29.695,37.831,42.804
107,17.701,30.415,38.291,43.315
108,17.520,30.726,38.658,43.784
109,17.931,31.278,39.105,44.242
110,17.205,30.065,38.163,43.224
111,17.142,29.535,37.535,42.476
112,17.446,29.315,36.967,41.967
113,16.819,28.350,35.671,40.453
114,16.903,28.185,35.514,40.156
115,17.344,28.504,35.767,40.472
116,16.067,27.418,34.805,39.679
117,16.365,27.668,35.198,40.218
118,16.492,27.401,35.122,39.866
119,15.825,25.878,33.333,38.136
120,15.406,24.614,31.405,35.968
121,15.677,24.287,30.619,34.906
122,15.744,23.755,29.870,33.819
123,15.602,23.524,29.127,32.940
124,15.790,23.426,29.025,32.718
125,15.732,23.170,28.574,32.129
126,15.632,23.081,28.517,32.014
127,15.914,23.201,28.530,32.165
128,15.807,22.970,28.310,31.946
129,15.859,22.963,28.227,31.698
130,15.631,22.756,28.157,31.596
131,16.133,23.319,28.710,32.165
132,15.321,22.604,27.983,31.542
133,16.690,23.994,29.303,32.590
134,16.118,23.306,28.587,32.073
135,15.714,22.815,28.038,31.640
136,15.785,22.834,28.167,31.794
137,15.933,23.113,28.478,32.162
138,15.945,23.055,28.413,32.157
139,16.264,23.438,28.595,32.256
140,15.874,23.078,28.374,31.967
141,15.762,22.871,28.135,31.636
142,16.441,23.743,28.993,32.464
143,15.321,22.516,27.805,31.320
144,16.333,23.733,28.964,32.638
