lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.936,22.079,27.410,30.911
1,15.231,22.144,27.509,31.073
2,15.432,22.247,27.731,31.288
3,15.372,22.168,27.614,31.051
4,15.995,22.781,28.356,31.814
5,16.052,23.000,28.444,32.031
6,14.863,21.786,27.161,30.628
7,15.619,22.441,27.744,31.121
8,15.939,22.636,28.089,31.645
9,15.667,22.564,27.699,31.169
10,15.573,22.546,27.990,31.454
11,16.130,22.954,28.347,31.814
12,15.313,22.206,27.686,31.278
13,15.421,22.346,27.816,31.267
14,15.813,22.787,28.080,31.618
15,15.454,22.411,27.908,31.419
16,15.902,22.744,28.211,31.759
17,15.713,22.747,28.209,31.556
18,15.647,22.676,27.955,31.385
19,15.720,22.563,27.789,31.094
20,15.475,22.335,27.485,30.935
21,15.930,22.827,28.051,31.517
22,16.361,23.211,28.612,32.058
23,15.222,22.085,27.535,31.043
24,15.383,22.365,27.819,31.411
25,16.278,23.242,28.614,32.091
26,15.654,22.434,28.000,31.431
27,15.819,22.768,28.290,31.946
28,16.634,23.650,29.000,32.427
29,16.226,23.019,28.374,31.708
30,15.998,22.964,28.371,31.753
31,15.347,22.173,27.553,31.082
32,16.057,23.038,28.540,31.915
33,15.040,22.086,27.578,31.089
34,16.603,23.550,29.030,32.521
35,15.613,22.549,27.982,31.526
36,15.833,22.713,28.111,31.638
37,15.358,22.279,27.716,31.135
38,15.858,22.765,28.153,31.785
39,15.392,22.412,27.846,31.283
40,16.209,23.075,28.558,31.973
41,15.876,22.753,28.134,31.429
42,15.815,22.711,28.464,31.881
43,15.292,22.204,27.562,31.043
44,16.129,22.911,28.389,31.755
45,15.688,22.633,28.063,31.516
46,15.743,22.675,28.118,31.458
47,15.131,22.013,27.395,30.887
48,15.769,22.619,28.025,31.479
49,15.896,22.634,27.988,31.506
50,15.900,22.764,28.123,31.566
51,15.206,22.077,27.465,30.955
52,15.389,22.298,27.724,31.062
53,15.632,22.472,27.986,31.527
54,15.711,22.525,27.990,31.515
55,15.792,22.726,28.089,31.523
56,15.133,22.074,27.624,31.081
57,15.926,22.995,28.482,32.011
58,16.311,23.160,28.414,31.845
59,15.721,22.521,28.088,31.687
60,15.314,22.183,27.551,30.960
61,15.823,22.802,28.243,31.754
62,15.799,22.636,28.022,31.490
63,15.891,22.866,28.268,31.708
64,16.183,23.098,28.645,32.116
65,15.826,22.794,28.231,31.574
66,16.296,23.058,28.516,31.982
67,16.068,23.020,28.403,31.860
68,15.778,22.712,28.183,31.641
69,15.968,22.878,28.326,31.879
70,15.879,22.787,28.160,31.614
71,15.278,22.175,27.597,31.017
