lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.035,22.243,27.209,30.918
1,15.295,22.358,27.392,30.996
2,15.490,22.512,27.540,31.259
3,15.403,22.457,27.355,31.055
4,15.980,22.997,28.141,31.913
5,16.108,23.189,28.256,31.996
6,14.929,21.982,27.004,30.649
7,15.660,22.618,27.650,31.178
8,15.918,22.904,27.909,31.589
9,15.730,22.666,27.488,31.213
10,15.636,22.766,27.828,31.493
11,16.136,23.101,28.148,31.911
12,15.378,22.483,27.580,31.203
13,15.472,22.550,27.628,31.259
14,15.928,22.965,27.952,31.563
15,15.475,22.552,27.704,31.529
16,15.919,22.960,28.105,31.733
17,15.781,22.991,27.969,31.658
18,15.730,22.727,27.737,31.332
19,15.754,22.772,27.603,31.155
20,15.592,22.530,27.355,31.017
21,16.052,23.066,27.847,31.472
22,16.406,23.383,28.444,32.188
23,15.279,22.233,27.434,30.979
24,15.454,22.522,27.647,31.313
25,16.299,23.386,28.440,32.025
26,15.692,22.760,27.755,31.506
27,15.911,22.930,28.096,31.928
28,16.786,23.718,28.790,32.533
29,16.248,23.199,28.215,31.723
30,16.063,23.120,28.152,31.840
31,15.395,22.373,27.481,31.045
32,16.077,23.114,28.358,31.972
33,15.096,22.217,27.454,31.141
34,16.618,23.718,28.799,32.507
35,15.698,22.788,27.869,31.563
36,15.852,22.873,27.972,31.587
37,15.472,22.488,27.598,31.170
38,15.929,22.938,28.010,31.713
39,15.506,22.486,27.660,31.321
40,16.261,23.280,28.409,31.992
41,15.983,22.944,27.999,31.432
42,15.899,22.949,28.233,31.933
43,15.438,22.379,27.483,31.027
44,16.168,23.209,28.086,31.856
45,15.785,22.808,27.909,31.575
46,15.759,22.842,27.915,31.638
47,15.199,22.147,27.202,30.873
48,15.802,22.698,27.718,31.542
49,15.839,22.912,27.989,31.636
50,15.935,22.902,27.871,31.620
51,15.321,22.244,27.349,30.972
52,15.533,22.471,27.510,31.086
53,15.756,22.647,27.769,31.441
54,15.821,22.716,27.712,31.563
55,15.857,22.857,27.892,31.544
56,15.186,22.219,27.393,31.061
57,15.947,23.256,28.405,32.006
58,16.309,23.286,28.199,31.842
59,15.757,22.700,27.858,31.641
60,15.358,22.405,27.319,31.017
61,15.855,22.955,28.035,31.776
62,15.770,22.786,27.862,31.600
63,15.925,22.939,28.085,31.780
64,16.240,23.215,28.405,32.192
65,15.898,22.949,28.035,31.627
66,16.230,23.249,28.311,32.066
67,16.047,23.136,28.248,31.841
68,15.983,22.964,28.028,31.620
69,16.094,23.046,28.150,31.864
70,16.016,22.942,27.941,31.643
71,15.229,22.343,27.421,30.999
72,15.570,22.476,27.617,31.269
73,16.127,23.105,28.208,32.131
74,15.657,22.616,27.563,31.231
75,15.938,22.829,28.074,31.749
76,15.900,22.947,28.104,32.017
77,15.741,22.786,27.845,31.494
78,16.983,23.909,29.122,32.960
79,15.455,22.574,27.715,31.597
80,15.347,22.472,27.535,31.299
81,16.234,23.345,28.500,32.131
82,15.369,22.304,27.387,31.117
83,16.065,23.024,28.241,31.906
84,15.741,22.994,28.308,31.822
85,15.115,22.198,27.317,31.032
86,15.210,22.253,27.449,31.110
87,16.575,23.630,28.793,32.415
88,15.028,22.221,27.364,31.194
89,16.267,23.382,28.669,32.551
90,15.355,22.817,28.002,31.810
91,16.012,23.279,28.672,32.394
92,15.867,23.100,28.440,32.199
93,16.440,23.667,29.219,33.090
94,15.731,23.302,28.621,32.550
95,15.778,23.314,28.869,32.823
96,15.638,23.395,29.016,33.008
97,15.653,23.572,29.307,33.342
98,15.502,23.750,29.642,33.915
99,15.541,24.077,30.198,34.618
100,16.339,25.198,31.638,36.185
101,16.392,25.570,32.169,36.714
102,16.563,26.081,32.913,37.577
103,16.869,26.782,33.875,38.578
104,16.734,26.881,34.314,39.188
105,16.198,26.814,34.439,39.494
106,17.073,27.781,35.640,40.741
107,17.198,28.241,36.153,41.403
108,17.103,28.557,36.749,42.193
109,17.616,29.465,37.836,43.241
110,16.936,28.571,37.170,42.856
111,16.878,27.984,36.350,42.018
112,17.155,27.727,35.692,41.264
113,16.466,26.689,34.405,39.647
114,16.631,26.734,34.184,39.361
115,17.101,27.156,34.651,39.801
116,15.907,26.168,33.528,38.703
117,16.179,26.318,33.904,39.170
118,16.432,26.515,33.852,38.953
119,15.821,25.381,32.582,37.538
120,15.574,24.629,31.561,36.095
121,15.865,24.411,31.133,35.842
122,15.827,23.896,30.205,34.601
123,15.818,23.633,29.330,33.478
124,15.873,23.563,29.169,33.097
125,15.862,23.114,28.516,32.333
126,15.802,23.157,28.343,32.059
127,16.031,23.119,28.391,32.160
128,15.877,22.934,28.151,31.923
129,15.869,22.922,28.066,31.789
130,15.701,22.786,27.951,31.683
131,16.176,23.305,28.483,32.205
132,15.541,22.616,27.815,31.586
133,16.874,24.010,29.053,32.655
134,16.179,23.345,28.467,32.199
135,15.868,22.788,27.901,31.574
136,15.881,22.974,28.096,31.707
137,15.958,23.160,28.401,32.067
138,16.049,23.127,28.119,32.156
139,16.366,23.371,28.436,32.250
140,15.999,23.061,28.255,32.014
141,15.842,22.914,27.980,31.646
142,16.533,23.693,28.794,32.545
143,15.469,22.495,27.635,31.374
144,16.473,23.726,28.931,32.658
145,15.773,22.802,28.015,31.629
146,16.589,23.435,28.670,32.369
147,15.995,23.034,28.393,32.230
148,15.825,22.842,28.110,32.035
149,16.137,23.216,28.337,32.108
150,15.915,22.864,27.964,31.647
151,16.118,23.163,28.179,31.938
152,15.581,22.636,27.848,31.585
153,15.956,23.003,28.156,31.840
154,16.199,23.219,28.360,32.125
155,15.861,23.107,28.259,31.941
156,16.108,23.205,28.333,32.222
157,15.718,22.958,28.219,31.910
158,15.408,22.584,27.656,31.461
159,15.929,22.869,27.971,31.737
160,15.247,22.327,27.654,31.416
161,15.406,22.435,27.536,31.343
162,15.963,22.864,28.015,31.760
163,15.959,22.807,27.984,31.688
164,15.660,22.716,27.959,31.584
165,16.004,22.988,28.223,31.874
166,15.294,22.324,27.418,31.104
167,16.157,23.114,28.266,31.930
168,15.540,22.583,27.848,31.670
169,16.090,23.003,28.131,31.862
170,15.608,22.629,27.722,31.445
171,16.260,23.239,28.400,32.105
172,15.678,22.871,28.150,31.835
173,15.858,22.829,27.944,31.738
174,16.337,23.300,28.438,32.100
175,15.361,22.482,27.711,31.398
176,16.053,23.081,28.369,32.001
177,15.489,22.419,27.554,31.416
178,16.366,23.354,28.507,32.126
179,15.523,22.670,27.817,31.484
180,16.449,23.450,28.544,32.403
181,15.468,22.604,27.690,31.530
182,16.492,23.550,28.731,32.358
183,16.320,23.277,28.391,32.222
184,15.378,22.317,27.375,31.051
185,16.279,23.261,28.388,32.181
186,15.802,22.881,27.987,31.729
187,16.759,23.614,28.729,32.351
188,15.676,22.879,28.151,31.824
189,15.934,23.049,28.101,31.837
190,15.697,22.716,27.899,31.573
191,16.675,23.813,29.006,32.810
192,16.660,23.828,28.914,32.537
193,16.025,23.039,28.216,31.932
194,15.864,22.861,27.941,31.668
195,16.012,23.056,28.171,31.978
196,16.176,23.189,28.328,32.075
197,15.708,22.661,27.917,31.699
198,15.642,22.707,27.879,31.499
199,15.489,22.442,27.739,31.497
200,16.532,23.652,28.802,32.572
