lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.181,22.030,27.277,30.740
1,15.387,22.176,27.339,30.861
2,15.589,22.325,27.613,31.051
3,15.583,22.137,27.451,30.934
4,16.217,22.830,28.058,31.630
5,16.226,23.000,28.298,31.836
6,15.070,21.744,27.015,30.450
7,15.797,22.371,27.573,31.050
8,16.075,22.723,27.972,31.430
9,15.881,22.467,27.514,30.937
10,15.800,22.531,27.802,31.388
11,16.323,22.926,28.098,31.721
12,15.479,22.272,27.486,30.999
13,15.600,22.351,27.656,31.063
14,16.089,22.693,27.973,31.413
15,15.608,22.396,27.700,31.226
16,16.061,22.808,28.165,31.611
17,15.868,22.862,27.944,31.462
18,15.847,22.551,27.770,31.165
19,15.865,22.585,27.631,31.000
20,15.656,22.347,27.312,30.744
21,16.157,22.892,27.943,31.328
22,16.631,23.207,28.449,31.875
23,15.461,22.058,27.355,30.851
24,15.577,22.346,27.647,31.166
25,16.505,23.194,28.465,31.905
26,15.815,22.538,27.755,31.309
27,15.994,22.694,28.010,31.693
28,16.833,23.584,28.737,32.294
29,16.373,23.078,28.219,31.582
30,16.202,22.924,28.100,31.619
31,15.521,22.232,27.384,30.868
32,16.196,22.956,28.279,31.797
33,15.248,22.096,27.376,30.812
34,16.708,23.486,28.788,32.263
35,15.820,22.629,27.853,31.315
36,15.983,22.722,27.955,31.437
37,15.654,22.344,27.512,31.095
38,16.032,22.726,27.960,31.467
39,15.631,22.327,27.651,31.166
40,16.335,23.144,28.373,31.809
41,16.099,22.742,27.971,31.210
42,15.945,22.773,28.137,31.676
43,15.519,22.140,27.416,30.818
44,16.305,23.028,28.143,31.600
45,15.892,22.633,27.884,31.349
46,15.905,22.631,27.871,31.379
47,15.345,21.930,27.199,30.653
48,16.017,22.563,27.837,31.331
49,15.939,22.684,27.862,31.449
50,15.993,22.702,27.937,31.410
51,15.437,22.178,27.285,30.749
52,15.594,22.218,27.367,30.891
53,15.848,22.509,27.758,31.276
54,15.889,22.563,27.650,31.308
55,15.978,22.649,27.881,31.389
56,15.301,22.095,27.272,30.849
57,16.066,23.016,28.206,31.811
58,16.438,23.099,28.179,31.659
59,15.836,22.533,27.763,31.410
60,15.555,22.209,27.418,30.731
61,16.046,22.677,28.024,31.538
62,15.893,22.621,27.816,31.345
63,16.013,22.787,27.955,31.512
64,16.412,23.094,28.512,31.980
65,16.073,22.659,27.999,31.418
66,16.390,23.107,28.382,31.864
67,16.163,22.995,28.188,31.710
68,16.015,22.718,27.958,31.426
69,16.165,22.911,28.097,31.684
70,16.122,22.764,27.932,31.481
71,15.321,21.986,27.416,30.748
72,15.634,22.334,27.622,31.183
73,16.254,22.926,28.196,31.954
74,15.698,22.349,27.591,31.070
75,16.002,22.788,28.125,31.517
76,15.976,22.826,28.073,31.849
77,15.934,22.600,27.813,31.325
78,17.089,23.785,29.150,32.763
79,15.600,22.380,27.688,31.361
80,15.478,22.316,27.540,31.026
81,16.381,23.183,28.494,32.040
82,15.435,22.041,27.354,30.930
83,16.204,22.815,28.068,31.776
84,15.776,22.881,28.125,31.663
85,15.197,21.963,27.270,30.829
86,15.230,22.017,27.392,30.847
87,16.699,23.431,28.717,32.219
88,15.131,22.033,27.320,30.991
89,16.362,23.142,28.728,32.354
90,15.460,22.540,27.992,31.645
91,16.142,23.051,28.571,32.221
92,15.959,22.861,28.371,31.989
93,16.556,23.499,28.955,32.906
94,15.856,23.065,28.539,32.382
95,15.851,23.051,28.677,32.571
96,15.779,23.119,28.672,32.785
97,15.748,23.222,28.861,33.131
98,15.515,23.308,29.292,33.621
99,15.635,23.635,29.574,34.315
100,16.319,24.679,31.039,35.982
101,16.506,24.974,31.375,36.528
102,16.609,25.396,32.020,37.292
103,16.831,26.069,32.923,38.449
104,16.762,26.202,33.262,38.982
105,16.253,25.990,33.392,39.317
106,17.097,27.078,34.436,40.507
107,17.201,27.312,34.937,41.051
108,17.040,27.482,35.289,41.808
109,17.597,28.278,36.181,42.938
110,16.854,27.430,35.356,42.395
111,16.896,26.922,34.688,41.516
112,17.069,26.705,34.122,40.578
113,16.433,25.862,32.995,38.990
114,16.622,25.846,32.722,38.609
115,17.142,26.249,33.346,39.074
116,15.899,25.269,32.199,38.030
117,16.170,25.392,32.554,38.422
118,16.482,25.676,32.604,38.366
119,15.852,24.696,31.475,37.088
120,15.619,24.032,30.532,35.832
121,15.905,23.886,30.166,35.515
122,15.982,23.487,29.589,34.157
