lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.124,22.079,27.619,30.903
1,15.322,22.195,27.682,31.023
2,15.531,22.410,27.904,31.229
3,15.463,22.193,27.724,31.116
4,16.117,22.878,28.440,31.813
5,16.131,23.040,28.668,31.874
6,14.986,21.846,27.329,30.668
7,15.731,22.526,27.840,31.045
8,15.980,22.736,28.286,31.504
9,15.716,22.539,27.801,31.041
10,15.695,22.696,28.168,31.367
11,16.209,22.972,28.472,31.747
12,15.410,22.343,27.796,31.034
13,15.540,22.383,27.875,31.134
14,15.996,22.835,28.243,31.540
15,15.565,22.506,27.981,31.390
16,15.981,22.869,28.398,31.659
17,15.821,22.833,28.343,31.551
18,15.825,22.617,28.095,31.384
19,15.798,22.635,27.947,31.083
20,15.597,22.358,27.557,30.868
21,16.066,22.998,28.211,31.437
22,16.502,23.309,28.754,32.045
23,15.326,22.192,27.676,30.920
24,15.535,22.408,27.994,31.247
25,16.382,23.167,28.719,31.976
26,15.724,22.588,28.088,31.377
27,15.884,22.784,28.325,31.791
28,16.776,23.674,29.110,32.393
29,16.305,23.183,28.562,31.710
30,16.088,23.006,28.494,31.838
31,15.416,22.264,27.808,30.970
32,16.135,23.062,28.582,31.866
33,15.122,22.097,27.685,31.039
34,16.728,23.477,29.068,32.399
35,15.723,22.654,28.106,31.363
36,15.926,22.722,28.311,31.574
37,15.483,22.378,27.833,31.119
38,15.951,22.766,28.347,31.593
39,15.529,22.403,28.003,31.251
40,16.315,23.140,28.722,31.960
41,16.017,22.850,28.299,31.388
42,15.942,22.769,28.511,31.766
43,15.404,22.346,27.735,30.843
44,16.208,23.021,28.472,31.713
45,15.813,22.653,28.222,31.418
46,15.865,22.750,28.238,31.524
47,15.170,22.008,27.571,30.778
48,15.897,22.617,28.118,31.386
49,15.952,22.682,28.225,31.492
50,15.924,22.790,28.249,31.498
51,15.349,22.200,27.653,30.831
52,15.471,22.383,27.817,30.972
53,15.790,22.550,28.148,31.392
54,15.827,22.655,28.146,31.408
55,15.944,22.715,28.267,31.440
56,15.216,22.160,27.640,30.969
57,16.002,23.088,28.771,31.858
58,16.419,23.172,28.492,31.680
59,15.817,22.529,28.120,31.536
60,15.386,22.244,27.713,30.889
61,15.921,22.813,28.390,31.687
62,15.895,22.668,28.161,31.429
63,15.974,22.845,28.321,31.722
64,16.296,23.106,28.798,32.000
65,15.979,22.786,28.267,31.494
66,16.337,23.121,28.665,31.998
67,16.136,23.040,28.470,31.794
68,15.949,22.734,28.296,31.538
69,16.047,22.884,28.468,31.816
70,16.046,22.829,28.258,31.531
71,15.282,22.165,27.746,30.874
72,15.559,22.385,27.911,31.097
73,16.220,22.961,28.463,32.074
74,15.676,22.398,27.860,31.118
75,15.948,22.707,28.340,31.668
76,15.909,22.747,28.412,31.982
77,15.823,22.604,28.096,31.412
78,16.999,23.824,29.590,32.782
79,15.523,22.511,28.044,31.494
80,15.468,22.356,27.959,31.213
81,16.300,23.134,28.726,32.023
82,15.347,22.252,27.760,31.035
83,16.135,22.906,28.472,31.874
84,15.705,22.881,28.482,31.710
85,15.165,21.995,27.540,30.903
86,15.245,22.200,27.713,30.986
87,16.613,23.430,28.995,32.373
88,15.096,22.045,27.711,30.980
89,16.272,23.256,29.030,32.401
90,15.397,22.693,28.325,31.608
91,15.990,23.175,28.921,32.241
92,15.900,22.959,28.731,32.034
93,16.419,23.423,29.283,32.831
94,15.800,23.034,28.771,32.238
95,15.715,23.109,29.021,32.524
96,15.647,23.153,29.016,32.802
97,15.607,23.253,29.282,32.994
98,15.433,23.305,29.592,33.431
99,15.531,23.429,29.920,33.832
100,16.216,24.428,30.962,34.976
101,16.199,24.393,30.958,34.930
102,16.356,24.598,31.329,35.369
103,16.592,25.380,32.304,36.670
104,16.580,25.711,33.083,37.722
105,16.031,25.756,33.632,38.379
106,16.998,27.074,35.127,40.254
107,17.109,27.693,36.012,41.299
108,16.943,28.000,36.719,42.032
109,17.517,28.460,37.079,42.435
110,16.720,27.445,35.916,41.326
111,16.763,27.086,35.359,40.520
112,17.000,27.071,35.213,40.172
113,16.483,26.506,34.466,39.169
114,16.620,26.707,34.362,38.919
115,17.211,27.207,34.644,39.017
116,15.964,26.079,33.431,37.702
117,16.161,25.876,33.347,37.901
118,16.380,25.848,33.173,37.671
119,15.733,24.572,31.580,36.020
120,15.448,23.551,30.106,34.253
121,15.758,23.486,30.008,33.812
122,15.814,23.331,29.492,33.142
123,15.798,23.213,28.977,32.585
124,15.970,23.222,28.997,32.557
125,15.871,22.942,28.620,32.044
126,15.825,22.882,28.642,31.923
127,16.117,23.034,28.657,31.954
128,15.941,22.866,28.535,31.828
129,15.910,22.795,28.408,31.660
130,15.721,22.596,28.243,31.581
131,16.265,23.060,28.686,32.120
132,15.527,22.484,28.177,31.511
133,16.846,23.754,29.488,32.504
134,16.250,23.175,28.712,31.948
135,15.881,22.624,28.188,31.475
136,15.862,22.716,28.244,31.553
137,16.041,23.070,28.672,32.056
138,16.069,22.896,28.601,32.144
139,16.390,23.205,28.747,32.152
140,15.983,22.966,28.518,31.939
141,15.884,22.686,28.283,31.497
142,16.586,23.605,29.042,32.476
143,15.526,22.313,28.008,31.266
144,16.598,23.568,29.197,32.554
145,15.824,22.737,28.300,31.579
146,16.605,23.423,28.938,32.282
147,15.986,22.877,28.652,32.213
148,15.880,22.740,28.490,31.908
149,16.149,23.068,28.673,31.926
150,15.945,22.836,28.256,31.609
151,16.162,22.938,28.597,31.813
152,15.670,22.475,28.054,31.412
153,15.956,22.899,28.494,31.749
154,16.307,23.164,28.697,32.106
155,15.933,23.004,28.644,31.990
156,16.248,23.097,28.712,32.036
157,15.725,22.796,28.466,31.778
158,15.483,22.473,28.064,31.249
159,15.964,22.775,28.301,31.663
160,15.307,22.166,27.881,31.304
161,15.503,22.299,27.906,31.255
162,15.975,22.753,28.274,31.598
163,15.892,22.725,28.348,31.621
164,15.676,22.597,28.191,31.556
165,16.035,22.851,28.457,31.773
166,15.356,22.116,27.653,30.989
167,16.173,23.079,28.597,31.951
168,15.643,22.461,28.178,31.624
169,16.110,22.854,28.525,31.811
170,15.649,22.513,28.065,31.428
171,16.242,23.122,28.698,31.983
172,15.770,22.688,28.321,31.813
173,15.898,22.752,28.255,31.610
174,16.278,23.106,28.676,31.970
175,15.456,22.341,28.066,31.303
176,16.060,22.977,28.641,32.039
177,15.528,22.386,27.986,31.236
178,16.395,23.239,28.757,32.096
179,15.603,22.538,28.199,31.420
180,16.445,23.293,28.949,32.291
181,15.512,22.428,28.000,31.482
182,16.512,23.424,29.051,32.329
183,16.326,23.113,28.696,32.053
184,15.373,22.135,27.682,31.069
185,16.263,23.153,28.756,32.003
186,15.907,22.813,28.319,31.698
187,16.857,23.478,29.070,32.272
188,15.702,22.791,28.385,31.712
189,16.015,22.856,28.355,31.717
