lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.913,22.332,27.269,30.924
1,15.192,22.491,27.387,31.073
2,15.313,22.710,27.672,31.199
3,15.237,22.480,27.450,31.127
4,15.842,23.109,28.090,31.818
5,16.015,23.324,28.191,32.065
6,14.798,22.027,26.991,30.713
7,15.520,22.691,27.524,31.221
8,15.801,22.904,27.886,31.653
9,15.545,22.722,27.469,31.304
10,15.494,22.888,27.785,31.523
11,15.946,23.267,28.136,31.909
12,15.192,22.536,27.503,31.193
13,15.325,22.659,27.608,31.285
14,15.768,23.034,27.891,31.674
15,15.343,22.746,27.642,31.453
16,15.744,23.121,28.045,31.723
17,15.667,23.178,27.960,31.783
18,15.575,22.873,27.736,31.387
19,15.603,22.865,27.599,31.233
20,15.367,22.621,27.271,30.925
21,15.823,23.203,27.923,31.519
22,16.283,23.519,28.462,32.044
23,15.238,22.379,27.434,31.147
24,15.328,22.609,27.644,31.429
25,16.113,23.457,28.443,32.128
26,15.517,22.835,27.774,31.444
27,15.728,23.048,28.009,31.976
28,16.565,23.909,28.749,32.367
29,16.115,23.325,28.254,31.729
30,15.869,23.207,28.180,31.881
31,15.202,22.446,27.413,31.105
32,15.900,23.338,28.406,31.994
33,14.960,22.395,27.428,31.142
34,16.409,23.813,28.861,32.456
35,15.525,22.897,27.892,31.624
36,15.743,23.035,27.927,31.656
37,15.285,22.528,27.527,31.177
38,15.796,23.124,27.959,31.721
39,15.290,22.682,27.653,31.313
40,16.054,23.411,28.374,31.994
41,15.780,23.090,27.963,31.532
42,15.718,22.954,28.245,31.901
43,15.265,22.481,27.435,31.134
44,16.045,23.233,28.149,31.759
45,15.571,22.940,27.841,31.534
46,15.623,23.010,27.820,31.496
47,15.079,22.339,27.256,30.958
48,15.692,22.933,27.817,31.474
49,15.663,22.961,27.873,31.629
50,15.791,23.104,27.914,31.699
51,15.198,22.430,27.211,30.963
52,15.320,22.621,27.476,31.198
53,15.585,22.811,27.792,31.549
54,15.612,22.830,27.816,31.615
55,15.750,22.973,27.927,31.591
56,15.037,22.357,27.354,31.088
57,15.794,23.346,28.364,32.036
58,16.206,23.454,28.261,31.867
59,15.470,22.798,27.823,31.653
60,15.250,22.482,27.414,31.098
61,15.709,23.124,28.007,31.808
62,15.660,22.860,27.853,31.530
63,15.714,23.136,28.086,31.722
64,16.128,23.411,28.428,32.187
65,15.744,23.051,27.941,31.642
66,16.177,23.373,28.375,32.119
67,15.924,23.276,28.228,31.809
68,15.697,23.056,27.993,31.615
69,15.887,23.154,28.117,31.923
70,15.774,23.015,27.994,31.667
71,15.161,22.449,27.413,30.916
72,15.324,22.633,27.589,31.358
73,16.024,23.312,28.185,32.122
74,15.449,22.697,27.518,31.287
75,15.746,23.001,28.111,31.711
76,15.722,23.041,28.152,32.091
77,15.600,22.902,27.801,31.576
78,16.770,24.114,29.224,32.973
79,15.300,22.679,27.769,31.665
80,15.188,22.598,27.559,31.378
81,16.100,23.434,28.494,32.245
82,15.222,22.415,27.388,31.119
83,15.943,23.144,28.213,32.029
84,15.545,23.162,28.161,31.849
85,14.965,22.246,27.357,30.960
86,15.081,22.437,27.448,31.101
87,16.468,23.799,28.755,32.501
88,14.895,22.291,27.460,31.294
89,16.142,23.491,28.846,32.619
90,15.154,22.969,28.049,31.963
91,15.893,23.435,28.672,32.591
92,15.723,23.403,28.474,32.310
93,16.316,23.913,29.228,33.208
94,15.589,23.427,28.808,32.788
95,15.609,23.500,28.852,33.007
96,15.492,23.530,28.921,33.151
97,15.454,23.671,29.214,33.517
98,15.304,23.737,29.430,33.790
99,15.324,23.850,29.721,34.225
100,15.984,24.821,30.718,35.295
101,16.104,24.806,30.884,35.600
102,16.178,25.289,31.521,36.495
103,16.541,26.135,32.999,38.460
104,16.565,26.959,34.459,40.536
105,16.209,27.416,35.456,41.526
106,17.072,28.793,36.985,42.991
107,17.271,29.608,37.778,43.418
108,17.148,29.973,38.202,43.895
109,17.668,30.624,38.795,44.283
110,16.905,29.442,37.629,43.398
111,16.906,28.970,36.866,42.621
112,17.145,28.998,36.473,42.054
113,16.596,28.157,35.476,40.717
114,16.665,28.068,35.167,40.410
115,17.133,28.198,35.359,40.580
116,15.915,27.287,34.555,39.852
117,16.182,27.319,34.955,40.646
118,16.340,27.315,34.868,40.588
119,15.794,26.179,33.266,39.199
120,15.412,25.050,31.743,37.074
121,15.668,24.654,31.074,36.185
122,15.701,24.160,30.134,34.666
123,15.627,23.804,29.327,33.549
124,15.695,23.669,29.021,33.012
125,15.663,23.255,28.374,32.326
126,15.599,23.208,28.348,32.141
127,15.856,23.235,28.403,32.160
128,15.637,23.105,28.223,31.899
129,15.700,23.124,28.135,31.849
130,15.499,22.892,27.856,31.684
131,16.136,23.377,28.496,32.313
132,15.371,22.694,27.882,31.625
133,16.673,24.040,29.131,32.623
134,16.068,23.456,28.426,32.290
135,15.701,22.963,27.928,31.630
136,15.710,23.040,28.031,31.758
137,15.850,23.306,28.299,32.139
138,15.876,23.113,28.211,32.192
139,16.189,23.413,28.536,32.232
140,15.779,23.173,28.257,31.951
141,15.717,23.048,27.925,31.614
142,16.388,23.836,28.802,32.557
143,15.304,22.629,27.684,31.368
144,16.361,23.773,28.927,32.578
145,15.631,22.987,28.028,31.733
146,16.359,23.676,28.591,32.401
147,15.860,23.202,28.299,32.271
148,15.699,23.031,28.133,32.096
149,15.906,23.271,28.359,32.051
150,15.704,23.044,27.963,31.663
151,15.957,23.201,28.281,31.992
152,15.474,22.687,27.822,31.597
153,15.806,23.140,28.083,31.886
154,16.066,23.337,28.337,32.122
155,15.722,23.232,28.295,32.133
156,15.960,23.440,28.404,32.210
157,15.505,23.153,28.097,31.898
158,15.207,22.703,27.713,31.542
159,15.696,22.979,28.036,31.737
160,15.069,22.335,27.530,31.438
161,15.192,22.567,27.556,31.333
162,15.774,23.024,27.989,31.704
163,15.683,22.972,28.000,31.711
164,15.489,22.895,27.891,31.635
165,15.794,23.082,28.148,31.943
166,15.107,22.402,27.403,31.075
167,15.978,23.303,28.301,32.032
168,15.472,22.685,27.839,31.632
169,15.959,23.113,28.132,31.881
170,15.503,22.786,27.822,31.499
171,16.006,23.442,28.375,32.257
172,15.563,22.942,28.085,31.899
173,15.714,22.966,27.980,31.713
174,16.111,23.415,28.383,32.144
175,15.250,22.640,27.600,31.471
176,15.824,23.202,28.293,32.056
177,15.277,22.613,27.644,31.370
178,16.188,23.420,28.484,32.262
179,15.466,22.781,27.860,31.533
180,16.294,23.602,28.604,32.428
181,15.304,22.650,27.754,31.622
182,16.309,23.651,28.677,32.420
183,16.057,23.436,28.433,32.157
184,15.212,22.427,27.379,31.104
185,16.062,23.438,28.366,32.181
186,15.676,22.972,27.963,31.816
187,16.590,23.724,28.584,32.409
188,15.477,23.042,28.063,31.844
189,15.831,23.214,28.078,31.955
190,15.506,22.886,27.919,31.587
191,16.531,23.986,29.129,32.824
192,16.531,23.996,28.915,32.678
193,15.926,23.084,28.130,31.956
194,15.675,22.958,27.971,31.778
195,15.885,23.138,28.165,31.894
196,16.063,23.257,28.354,31.984
197,15.537,22.843,27.881,31.638
198,15.510,22.790,27.846,31.545
199,15.344,22.714,27.758,31.574
200,16.358,23.727,28.890,32.703
