lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.063,22.153,27.036,30.651
1,15.264,22.115,27.163,30.881
2,15.459,22.264,27.342,31.083
3,15.444,22.192,27.222,30.946
4,16.048,22.703,27.819,31.572
5,16.162,22.965,28.116,31.692
6,14.969,21.704,26.702,30.475
7,15.672,22.397,27.267,30.994
8,15.896,22.597,27.614,31.355
9,15.729,22.553,27.313,30.909
10,15.697,22.540,27.621,31.276
11,16.194,22.967,27.920,31.616
12,15.331,22.277,27.335,30.904
13,15.508,22.335,27.421,30.993
14,15.968,22.710,27.730,31.369
15,15.517,22.350,27.443,31.124
16,15.954,22.759,27.852,31.538
17,15.743,22.827,27.808,31.514
18,15.808,22.570,27.623,31.235
19,15.811,22.515,27.420,30.869
20,15.551,22.270,27.168,30.710
21,16.013,22.815,27.679,31.313
22,16.483,23.170,28.246,31.927
23,15.311,22.051,27.144,30.949
24,15.447,22.340,27.449,31.094
25,16.293,23.260,28.262,31.881
26,15.694,22.498,27.554,31.283
27,15.848,22.733,27.778,31.763
28,16.713,23.555,28.615,32.201
29,16.302,22.964,28.037,31.474
30,16.051,22.984,27.912,31.597
31,15.437,22.240,27.147,30.900
32,16.139,23.020,28.056,31.737
33,15.125,22.039,27.216,30.874
34,16.634,23.457,28.611,32.262
35,15.749,22.482,27.588,31.329
36,15.820,22.659,27.813,31.385
37,15.494,22.285,27.405,30.908
38,15.924,22.731,27.771,31.458
39,15.494,22.311,27.415,31.112
40,16.255,23.138,28.203,31.778
41,16.031,22.725,27.672,31.237
42,15.905,22.792,28.021,31.657
43,15.441,22.187,27.280,30.847
44,16.204,23.028,27.936,31.535
45,15.806,22.608,27.659,31.410
46,15.828,22.719,27.703,31.313
47,15.219,22.040,26.991,30.676
48,15.892,22.517,27.571,31.335
49,15.858,22.591,27.781,31.365
50,15.945,22.699,27.774,31.344
51,15.360,22.071,27.088,30.740
52,15.503,22.311,27.228,30.926
53,15.758,22.505,27.526,31.234
54,15.852,22.555,27.507,31.394
55,15.901,22.677,27.708,31.412
56,15.224,22.135,27.187,30.823
57,16.037,23.040,28.120,31.777
58,16.397,23.097,28.018,31.657
59,15.736,22.489,27.661,31.313
60,15.379,22.180,27.227,30.770
61,15.915,22.748,27.805,31.540
62,15.858,22.619,27.556,31.392
63,15.970,22.751,27.780,31.543
64,16.261,22.995,28.314,31.915
65,16.052,22.698,27.835,31.434
66,16.335,23.057,28.208,31.883
67,16.139,22.987,27.973,31.632
68,15.934,22.710,27.770,31.433
69,16.085,22.834,27.894,31.593
70,15.981,22.696,27.859,31.482
71,15.203,22.118,27.204,30.716
72,15.503,22.343,27.392,31.093
73,16.151,22.915,27.999,31.830
74,15.610,22.241,27.352,31.043
75,15.958,22.683,27.794,31.506
76,15.938,22.735,27.835,31.760
77,15.776,22.538,27.659,31.347
78,16.989,23.727,28.979,32.768
79,15.538,22.384,27.575,31.410
80,15.435,22.148,27.309,31.054
81,16.299,23.093,28.221,31.949
82,15.334,22.050,27.157,30.839
83,16.055,22.903,27.972,31.680
84,15.657,22.859,27.945,31.634
85,15.127,21.925,27.075,30.790
86,15.212,22.060,27.200,30.905
