lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,15.060,22.265,27.336,30.861
1,15.312,22.420,27.500,30.977
2,15.523,22.546,27.628,31.187
3,15.431,22.420,27.591,31.045
4,16.038,23.023,28.174,31.723
5,16.168,23.277,28.455,31.906
6,15.006,22.065,27.158,30.629
7,15.743,22.690,27.651,31.042
8,15.995,22.957,28.037,31.546
9,15.810,22.775,27.680,31.111
10,15.658,22.807,27.909,31.539
11,16.206,23.151,28.294,31.779
12,15.329,22.446,27.631,31.047
13,15.566,22.594,27.757,31.207
14,15.915,22.949,28.118,31.575
15,15.559,22.732,27.770,31.459
16,15.950,23.020,28.165,31.708
17,15.830,23.163,28.139,31.528
18,15.796,22.854,27.924,31.450
19,15.778,22.893,27.748,31.109
20,15.604,22.561,27.434,30.931
21,16.097,23.157,28.039,31.415
22,16.461,23.508,28.547,32.025
23,15.272,22.425,27.423,30.960
24,15.462,22.631,27.765,31.259
25,16.396,23.446,28.404,32.122
26,15.802,22.818,27.952,31.392
27,15.889,23.037,28.151,31.804
28,16.802,23.868,28.867,32.285
29,16.311,23.343,28.431,31.679
30,16.100,23.256,28.327,31.717
31,15.393,22.481,27.620,31.027
32,16.105,23.293,28.413,31.874
33,15.068,22.316,27.548,31.011
34,16.687,23.753,28.944,32.364
35,15.731,22.915,28.006,31.450
36,15.855,22.984,28.046,31.439
37,15.540,22.597,27.676,31.090
38,15.950,23.068,28.054,31.638
39,15.519,22.557,27.809,31.176
40,16.383,23.393,28.433,32.012
41,16.010,23.000,28.055,31.417
42,15.934,22.962,28.290,31.855
43,15.403,22.362,27.540,30.931
44,16.224,23.261,28.297,31.818
45,15.827,22.893,27.971,31.446
46,15.825,22.928,27.997,31.400
47,15.243,22.284,27.359,30.773
48,15.907,22.915,27.867,31.449
49,15.878,22.850,27.988,31.564
50,15.898,23.056,28.099,31.610
51,15.335,22.355,27.462,30.832
52,15.524,22.630,27.619,31.068
53,15.728,22.746,27.900,31.445
54,15.875,22.793,27.902,31.502
55,15.883,22.978,27.957,31.493
56,15.282,22.418,27.516,30.980
57,16.072,23.330,28.433,31.997
58,16.353,23.370,28.301,31.787
59,15.785,22.833,27.956,31.570
60,15.415,22.498,27.499,30.970
61,15.917,23.005,28.186,31.773
62,15.847,22.912,28.060,31.515
63,15.942,23.069,28.176,31.660
64,16.250,23.273,28.586,32.083
65,16.000,23.052,28.113,31.575
66,16.391,23.342,28.419,32.009
67,16.183,23.264,28.274,31.778
68,15.950,23.004,28.081,31.539
69,16.063,23.063,28.290,31.783
70,16.035,22.965,28.096,31.621
71,15.239,22.360,27.483,30.862
72,15.522,22.629,27.700,31.157
73,16.135,23.207,28.395,32.039
74,15.581,22.691,27.642,31.172
75,15.943,23.064,28.135,31.640
76,15.959,23.005,28.179,31.933
77,15.756,22.906,27.970,31.392
78,17.054,24.085,29.345,32.844
79,15.525,22.692,27.857,31.513
80,15.411,22.607,27.667,31.267
81,16.266,23.452,28.592,32.142
82,15.381,22.416,27.483,30.969
83,16.119,23.182,28.238,31.891
84,15.678,23.063,28.285,31.824
85,15.157,22.254,27.399,30.912
86,15.267,22.369,27.597,30.953
87,16.699,23.683,28.807,32.297
88,15.057,22.262,27.377,31.040
89,16.325,23.449,28.803,32.497
90,15.367,22.891,28.134,31.778
91,16.063,23.383,28.651,32.299
92,15.868,23.186,28.359,32.042
93,16.476,23.706,29.033,32.792
94,15.747,23.251,28.619,32.247
95,15.732,23.327,28.858,32.495
96,15.756,23.339,28.863,32.696
97,15.649,23.441,29.084,32.959
98,15.446,23.517,29.398,33.404
99,15.494,23.656,29.673,33.713
100,16.142,24.597,30.717,34.818
101,16.262,24.574,30.720,34.743
102,16.303,24.842,31.131,35.332
103,16.607,25.491,31.857,36.368
104,16.553,25.723,32.598,37.316
105,16.019,25.812,32.940,37.835
106,16.945,27.040,34.506,39.633
107,17.074,27.653,35.350,40.523
108,16.985,27.747,35.822,41.211
109,17.364,28.301,36.358,41.612
110,16.644,27.438,35.301,40.540
111,16.709,27.090,34.704,39.905
112,16.979,27.051,34.606,39.654
113,16.387,26.381,33.851,38.815
114,16.528,26.505,33.794,38.639
115,17.096,26.928,34.195,38.937
116,15.824,25.836,33.023,37.731
117,16.049,25.633,32.751,37.699
118,16.297,25.686,32.449,37.119
119,15.769,24.666,31.112,35.610
120,15.391,23.728,29.820,34.013
121,15.778,23.784,29.738,33.775
122,15.805,23.584,29.338,33.170
123,15.761,23.506,28.897,32.586
124,15.928,23.381,28.835,32.551
125,15.900,23.199,28.546,32.058
126,15.728,23.151,28.377,31.903
127,16.017,23.232,28.474,32.000
128,15.920,22.994,28.278,31.821
129,15.940,22.965,28.173,31.710
130,15.697,22.810,28.071,31.597
131,16.231,23.346,28.552,32.046
132,15.539,22.729,27.806,31.478
133,16.809,24.047,29.166,32.569
134,16.260,23.414,28.517,32.081
135,15.915,22.904,28.015,31.563
136,15.903,23.020,28.144,31.675
137,15.961,23.229,28.463,32.101
138,16.063,23.085,28.412,32.094
139,16.363,23.489,28.644,32.207
140,15.944,23.181,28.348,31.799
141,15.882,22.999,28.068,31.643
142,16.585,23.782,28.903,32.483
143,15.538,22.588,27.781,31.261
144,16.517,23.797,28.989,32.578
145,15.777,22.942,28.205,31.584
146,16.603,23.653,28.733,32.286
147,16.066,23.176,28.449,32.143
