lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.845,22.178,27.349,30.531
1,15.136,22.278,27.517,30.672
2,15.332,22.426,27.680,30.908
3,15.262,22.210,27.493,30.810
4,15.901,22.875,28.105,31.461
5,15.960,23.134,28.362,31.633
6,14.728,21.890,27.112,30.329
7,15.549,22.551,27.650,30.873
8,15.722,22.877,28.022,31.267
9,15.602,22.645,27.610,30.813
10,15.522,22.658,27.930,31.179
11,15.941,23.030,28.245,31.517
12,15.209,22.384,27.631,30.845
13,15.329,22.526,27.760,30.880
14,15.749,22.858,28.079,31.330
15,15.335,22.456,27.747,31.102
16,15.740,22.886,28.127,31.275
17,15.595,22.941,28.153,31.283
18,15.572,22.778,27.790,31.020
19,15.578,22.658,27.776,30.835
20,15.373,22.460,27.350,30.599
21,15.829,22.965,28.013,31.160
22,16.286,23.325,28.531,31.787
23,15.128,22.199,27.429,30.670
24,15.304,22.431,27.778,31.046
25,16.158,23.289,28.529,31.748
26,15.584,22.624,27.873,31.136
27,15.753,22.792,28.053,31.482
28,16.590,23.687,28.777,32.163
29,16.031,23.120,28.362,31.380
30,15.886,22.972,28.423,31.506
31,15.217,22.327,27.540,30.715
32,15.906,23.017,28.410,31.607
33,15.000,22.155,27.551,30.751
34,16.494,23.631,28.948,32.189
35,15.565,22.631,27.867,31.181
36,15.631,22.790,27.975,31.212
37,15.303,22.363,27.691,30.852
38,15.771,22.890,28.119,31.356
39,15.334,22.451,27.702,30.867
40,16.106,23.187,28.537,31.595
41,15.810,22.884,27.989,31.075
42,15.794,22.881,28.305,31.514
43,15.263,22.314,27.571,30.735
44,16.012,23.103,28.317,31.426
45,15.634,22.691,27.923,31.156
46,15.621,22.832,28.062,31.144
47,15.045,22.163,27.281,30.567
48,15.699,22.761,27.908,31.142
49,15.669,22.783,27.991,31.220
50,15.766,22.842,28.043,31.311
51,15.152,22.222,27.346,30.509
52,15.328,22.342,27.621,30.687
53,15.535,22.664,27.891,31.131
54,15.686,22.654,27.891,31.149
55,15.704,22.778,28.033,31.289
56,15.124,22.153,27.456,30.738
57,15.859,23.207,28.466,31.551
58,16.225,23.251,28.340,31.437
59,15.508,22.673,27.893,31.283
60,15.173,22.285,27.491,30.587
61,15.804,22.893,28.128,31.387
62,15.686,22.694,27.933,31.208
63,15.756,22.924,28.203,31.429
64,16.036,23.123,28.491,31.783
65,15.752,22.896,28.091,31.302
66,16.175,23.174,28.453,31.728
67,15.914,23.056,28.267,31.467
68,15.796,22.835,28.033,31.219
69,15.824,22.998,28.213,31.388
70,15.845,22.822,28.058,31.364
71,15.103,22.205,27.504,30.609
72,15.341,22.417,27.666,30.972
73,15.928,22.949,28.296,31.713
74,15.526,22.415,27.647,30.911
75,15.752,22.835,28.195,31.336
76,15.698,22.866,28.216,31.580
77,15.556,22.703,27.888,31.097
78,16.788,23.912,29.273,32.511
79,15.337,22.449,27.816,31.229
80,15.233,22.322,27.611,30.868
81,16.046,23.272,28.575,31.917
82,15.150,22.299,27.540,30.778
83,15.847,23.049,28.158,31.552
84,15.540,22.894,28.277,31.518
85,14.957,22.048,27.439,30.669
86,15.047,22.188,27.441,30.704
87,16.426,23.468,28.862,32.012
88,14.875,22.104,27.409,30.731
89,16.130,23.290,28.804,32.119
90,15.189,22.761,28.183,31.442
91,15.881,23.176,28.685,31.964
92,15.722,22.958,28.546,31.801
93,16.313,23.535,29.180,32.598
94,15.598,23.126,28.597,32.006
95,15.494,23.174,28.820,32.199
96,15.500,23.158,28.765,32.225
97,15.452,23.212,28.915,32.475
98,15.284,23.201,29.065,32.615
99,15.308,23.469,29.348,33.095
100,15.922,24.404,30.364,34.140
101,16.086,24.518,30.570,34.311
102,16.119,24.687,31.033,35.032
103,16.398,25.383,31.970,36.176
104,16.335,25.711,32.521,36.835
105,15.851,25.720,33.040,37.545
106,16.766,26.967,34.566,39.042
107,16.918,27.566,35.138,39.506
108,16.790,27.852,35.680,40.359
109,17.273,28.650,36.679,41.464
110,16.583,27.845,35.911,40.767
111,16.596,27.170,35.079,39.848
112,16.811,27.056,34.461,39.123
113,16.222,26.229,33.511,37.811
114,16.369,26.275,33.311,37.618
115,16.859,26.646,33.642,37.791
116,15.694,25.596,32.625,36.769
117,15.860,25.795,32.911,37.244
118,16.051,25.554,32.547,36.733
119,15.514,24.392,31.026,35.066
120,15.183,23.576,29.730,33.557
121,15.626,23.475,29.568,33.390
122,15.629,23.346,29.209,32.793
123,15.595,23.290,28.810,32.265
124,15.721,23.302,28.810,32.219
125,15.631,23.040,28.395,31.751
126,15.658,23.024,28.393,31.686
127,15.826,23.084,28.428,31.657
128,15.671,22.909,28.207,31.536
129,15.672,22.887,28.115,31.383
130,15.509,22.695,27.987,31.305
131,16.094,23.197,28.532,31.830
132,15.322,22.512,27.932,31.212
133,16.646,23.885,29.176,32.223
134,16.042,23.221,28.539,31.738
135,15.691,22.766,27.891,31.266
136,15.736,22.820,28.104,31.392
137,15.891,23.138,28.471,31.641
138,15.878,22.992,28.376,31.792
139,16.067,23.265,28.518,31.841
140,15.842,23.125,28.429,31.642
141,15.707,22.826,28.076,31.268
142,16.410,23.617,28.930,32.245
143,15.294,22.420,27.750,30.980
144,16.366,23.602,29.016,32.325
145,15.567,22.798,27.994,31.348
146,16.351,23.513,28.697,32.028
147,15.811,22.956,28.504,31.878
148,15.638,22.798,28.213,31.614
149,15.960,23.109,28.492,31.746
150,15.733,22.819,28.043,31.269
151,15.924,23.147,28.328,31.618
152,15.471,22.582,27.862,31.221
153,15.864,22.983,28.179,31.501
154,16.052,23.193,28.486,31.719
155,15.601,22.972,28.367,31.676
156,15.974,23.157,28.467,31.805
157,15.507,22.945,28.288,31.515
158,15.202,22.541,27.826,31.054
159,15.788,22.887,28.140,31.499
160,15.073,22.235,27.617,31.078
161,15.306,22.271,27.650,30.878
162,15.795,22.885,28.109,31.315
163,15.703,22.772,28.055,31.268
164,15.469,22.694,27.975,31.257
165,15.794,22.991,28.222,31.575
166,15.154,22.181,27.481,30.704
167,16.006,23.080,28.393,31.613
168,15.450,22.549,27.843,31.308
169,15.905,22.891,28.284,31.500
170,15.477,22.645,27.857,31.084
171,16.028,23.230,28.513,31.687
172,15.493,22.765,28.180,31.475
173,15.685,22.782,28.115,31.298
174,16.142,23.167,28.522,31.732
175,15.206,22.462,27.797,31.040
176,15.832,22.992,28.373,31.698
177,15.290,22.392,27.659,30.936
178,16.180,23.328,28.600,31.804
179,15.348,22.491,27.896,31.170
180,16.273,23.357,28.649,32.054
181,15.336,22.527,27.761,31.171
182,16.260,23.473,28.882,32.051
183,16.122,23.230,28.472,31.888
184,15.161,22.180,27.558,30.815
185,16.080,23.246,28.510,31.755
186,15.712,22.820,28.084,31.479
187,16.519,23.399,28.772,31.957
188,15.472,22.847,28.190,31.468
189,15.827,23.017,28.204,31.488
190,15.497,22.711,28.115,31.276
191,16.535,23.763,29.108,32.443
192,16.519,23.799,29.033,32.210
193,15.879,22.942,28.353,31.533
194,15.686,22.786,28.077,31.283
195,15.881,22.961,28.197,31.462
196,16.004,23.051,28.362,31.691
197,15.533,22.631,27.965,31.298
198,15.484,22.575,27.912,31.169
199,15.285,22.426,27.893,31.166
200,16.385,23.551,28.901,32.200
