lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,14.894,22.146,27.438,30.845
1,15.119,22.219,27.604,30.955
2,15.329,22.419,27.733,31.197
3,15.238,22.323,27.642,31.086
4,15.930,22.872,28.223,31.744
5,15.955,23.089,28.500,31.990
6,14.824,21.881,27.096,30.582
7,15.497,22.513,27.663,31.129
8,15.750,22.734,28.087,31.486
9,15.572,22.607,27.637,31.101
10,15.550,22.608,27.978,31.373
11,15.996,23.016,28.281,31.783
12,15.223,22.304,27.745,31.108
13,15.353,22.448,27.699,31.240
14,15.749,22.835,28.108,31.557
15,15.350,22.448,27.805,31.315
16,15.804,22.832,28.179,31.658
17,15.656,22.939,28.068,31.512
18,15.609,22.680,27.828,31.288
19,15.583,22.620,27.778,31.011
20,15.436,22.413,27.455,30.896
21,15.854,22.949,28.005,31.436
22,16.240,23.322,28.574,31.982
23,15.133,22.203,27.542,30.932
24,15.278,22.432,27.763,31.238
25,16.165,23.294,28.531,32.040
26,15.530,22.611,27.872,31.402
27,15.767,22.757,28.179,31.880
28,16.601,23.658,28.873,32.364
29,16.134,23.080,28.331,31.718
30,15.903,22.953,28.327,31.734
31,15.236,22.229,27.534,31.005
32,15.954,23.025,28.415,31.824
33,14.983,22.085,27.576,31.128
34,16.447,23.592,28.872,32.364
35,15.535,22.660,27.961,31.441
36,15.722,22.816,28.117,31.547
37,15.351,22.296,27.716,31.189
38,15.734,22.874,28.080,31.647
39,15.339,22.369,27.747,31.166
40,16.124,23.125,28.528,31.916
41,15.799,22.812,28.113,31.359
42,15.695,22.828,28.347,31.765
43,15.204,22.282,27.537,30.904
44,16.073,23.045,28.258,31.703
45,15.581,22.790,27.959,31.394
46,15.647,22.729,28.038,31.405
47,15.003,22.087,27.342,30.796
48,15.709,22.697,27.874,31.463
49,15.680,22.670,28.000,31.479
50,15.770,22.858,28.128,31.528
51,15.222,22.085,27.422,30.886
52,15.324,22.365,27.650,31.122
53,15.586,22.623,27.903,31.411
54,15.689,22.634,27.855,31.439
55,15.705,22.705,28.097,31.548
56,15.076,22.131,27.491,31.015
57,15.738,23.101,28.390,31.895
58,16.127,23.071,28.329,31.841
59,15.602,22.589,27.998,31.623
60,15.178,22.220,27.483,30.950
61,15.744,22.916,28.244,31.723
62,15.627,22.631,28.000,31.479
63,15.748,22.912,28.188,31.718
64,16.068,23.206,28.485,32.133
65,15.801,22.790,28.099,31.599
66,16.122,23.127,28.435,31.962
67,15.926,23.067,28.330,31.752
68,15.782,22.780,28.053,31.568
69,15.929,22.926,28.322,31.776
70,15.783,22.839,28.112,31.547
71,15.122,22.156,27.465,30.914
72,15.358,22.306,27.750,31.281
73,15.960,23.015,28.350,31.982
74,15.492,22.423,27.624,31.139
75,15.805,22.855,28.208,31.684
76,15.763,22.908,28.260,31.906
77,15.593,22.656,27.963,31.438
78,16.900,23.864,29.422,32.955
79,15.327,22.518,27.903,31.487
80,15.242,22.303,27.659,31.290
81,16.026,23.208,28.599,32.166
82,15.186,22.254,27.533,31.029
83,15.970,22.915,28.222,31.799
84,15.430,22.864,28.286,31.726
85,14.947,22.027,27.397,30.872
86,15.045,22.202,27.440,31.008
87,16.461,23.492,28.873,32.271
88,14.926,22.106,27.465,31.089
89,16.081,23.257,28.833,32.384
90,15.101,22.689,28.236,31.705
91,15.875,23.178,28.650,32.308
92,15.709,22.971,28.494,32.138
93,16.302,23.551,29.240,32.972
94,15.584,23.122,28.774,32.415
95,15.601,23.121,28.962,32.782
96,15.558,23.285,29.181,33.026
97,15.481,23.425,29.467,33.431
98,15.342,23.592,29.768,33.850
99,15.388,23.782,30.356,34.439
100,16.140,24.983,31.598,35.938
101,16.222,25.121,31.949,36.381
102,16.323,25.574,32.553,37.124
103,16.612,26.247,33.623,38.440
104,16.553,26.635,34.362,39.372
105,16.026,26.672,34.865,40.207
106,16.971,27.928,36.490,41.988
107,17.131,28.507,37.215,42.865
108,16.961,28.631,37.641,43.445
109,17.452,29.369,38.313,44.107
110,16.701,28.376,37.260,42.962
111,16.762,27.773,36.287,42.051
112,16.918,27.631,36.042,41.538
113,16.337,26.815,35.043,40.484
114,16.496,26.818,34.809,40.116
115,16.996,27.198,35.164,40.345
116,15.835,26.501,34.520,39.511
117,16.223,27.165,34.995,40.095
118,16.458,27.513,35.208,40.184
119,15.878,26.303,34.246,39.348
120,15.545,25.346,33.037,38.047
121,15.816,24.869,32.040,36.908
122,15.758,24.013,30.634,34.983
123,15.712,23.490,29.489,33.545
124,15.780,23.518,29.268,32.959
125,15.704,23.072,28.609,32.252
126,15.587,22.984,28.585,31.999
127,15.913,23.051,28.485,32.125
128,15.750,22.879,28.396,31.868
129,15.744,22.839,28.219,31.639
130,15.522,22.759,28.075,31.560
131,16.060,23.120,28.683,32.106
