lambda_idx,t_1_ms,t_2_ms,t_3_ms,t_4_ms
0,22.505,22.060,27.080,30.342
1,22.501,22.123,26.986,30.528
2,22.728,22.351,27.258,30.706
3,22.653,22.123,27.112,30.566
4,23.134,22.811,27.724,31.325
5,23.426,22.969,27.994,31.460
6,22.147,21.661,26.666,30.110
7,22.795,22.473,27.303,30.662
8,23.100,22.733,27.615,31.076
9,22.862,22.472,27.171,30.606
10,22.873,22.528,27.520,30.909
11,23.215,22.886,27.811,31.253
12,22.575,22.276,27.299,30.630
13,22.742,22.288,27.267,30.708
14,23.032,22.674,27.620,31.067
15,22.803,22.426,27.382,30.890
16,23.193,22.772,27.744,31.176
17,23.233,22.787,27.661,31.158
18,22.905,22.541,27.430,30.908
19,22.943,22.530,27.351,30.563
20,22.676,22.323,27.088,30.451
21,23.323,22.868,27.654,31.040
22,23.467,23.193,28.061,31.535
23,22.511,22.108,26.999,30.467
24,22.777,22.403,27.295,30.798
25,23.614,23.148,28.091,31.459
26,22.943,22.538,27.500,30.927
27,23.116,22.777,27.779,31.317
28,23.999,23.547,28.514,31.945
29,23.395,23.036,27.925,31.210
30,23.334,22.860,27.941,31.297
31,22.526,22.226,27.122,30.601
32,23.387,22.982,27.933,31.412
33,22.417,22.046,27.133,30.520
34,23.869,23.544,28.438,31.970
35,22.929,22.466,27.510,30.983
36,23.066,22.683,27.665,31.071
37,22.655,22.221,27.193,30.663
38,23.206,22.752,27.691,31.204
39,22.737,22.300,27.321,30.715
40,23.405,23.019,27.985,31.485
41,23.135,22.698,27.617,30.929
42,23.079,22.663,27.912,31.343
43,22.619,22.163,27.107,30.403
44,23.324,22.875,27.873,31.302
45,23.058,22.517,27.564,31.029
46,23.064,22.579,27.540,30.976
47,22.442,21.935,26.939,30.235
48,23.015,22.551,27.463,30.926
49,23.086,22.676,27.603,31.007
50,23.131,22.687,27.571,31.045
51,22.442,22.038,26.896,30.335
52,22.639,22.292,27.189,30.572
53,22.960,22.581,27.450,30.919
54,22.960,22.455,27.440,31.007
55,23.063,22.611,27.596,31.051
56,22.468,21.982,27.029,30.507
57,23.506,23.063,27.939,31.457
58,23.543,23.104,27.863,31.363
59,22.920,22.494,27.455,31.028
60,22.613,22.173,27.156,30.480
61,23.156,22.737,27.773,31.168
62,23.038,22.542,27.531,30.997
63,23.199,22.803,27.765,31.218
64,23.507,23.078,28.139,31.545
65,23.176,22.726,27.694,31.064
66,23.443,23.120,28.060,31.488
67,23.398,22.930,27.928,31.285
68,23.119,22.639,27.619,31.028
69,23.229,22.830,27.852,31.248
70,23.142,22.746,27.729,31.190
71,22.527,22.009,27.069,30.403
72,22.640,22.285,27.269,30.659
73,23.338,22.938,27.870,31.649
74,22.756,22.347,27.270,30.619
75,23.150,22.681,27.800,31.210
76,23.158,22.650,27.733,31.382
77,22.970,22.534,27.489,30.941
78,24.051,23.665,28.876,32.407
79,22.758,22.395,27.379,31.028
80,22.625,22.282,27.258,30.750
81,23.516,23.142,28.044,31.603
82,22.580,22.096,27.040,30.474
83,23.254,22.863,27.827,31.265
84,23.193,22.796,27.742,31.277
85,22.379,21.932,27.018,30.481
