lambda_idx,t_1_ms
0,10470.000
1,10457.000
2,10332.000
3,10582.000
4,10400.000
5,10021.000
6,10701.000
7,10658.000
8,10588.000
9,10594.000
10,10495.000
11,10579.000
12,10039.000
13,10541.000
14,10459.000
15,10353.000
16,10551.000
17,10906.000
18,10674.000
19,10541.000
20,10478.000
21,10529.000
22,10355.000
23,10481.000
24,10598.000
25,10649.000
26,10479.000
27,10402.000
28,10147.000
29,10584.000
30,10278.000
31,10336.000
32,10220.000
33,10468.000
34,10550.000
35,10101.000
36,10883.000
37,10515.000
38,10347.000
39,10294.000
40,10565.000
41,10403.000
42,10519.000
43,10288.000
44,10477.000
45,10494.000
46,10741.000
47,10394.000
48,10453.000
49,10256.000
50,10421.000
51,10524.000
52,10177.000
53,10446.000
54,10370.000
55,10346.000
56,10256.000
57,10473.000
58,10369.000
59,10709.000
60,10452.000
61,10445.000
62,10639.000
63,10580.000
64,10341.000
65,10585.000
66,10479.000
67,10356.000
68,10183.000
69,10379.000
70,10489.000
71,10411.000
72,10060.000
73,10820.000
74,10476.000
75,10416.000
76,10276.000
77,10236.000
78,10745.000
79,10165.000
80,10580.000
81,10556.000
82,10094.000
83,10371.000
84,10405.000
85,10367.000
86,10794.000
87,10158.000
88,10647.000
89,10535.000
90,10087.000
91,10171.000
92,10209.000
93,10341.000
94,10893.000
95,10159.000
96,10384.000
97,10510.000
98,10049.000
99,10166.000
100,10289.000
101,10460.000
102,10101.000
103,10339.000
104,10569.000
105,10647.000
106,10157.000
107,10583.000
108,10565.000
109,10321.000
110,10608.000
111,10357.000
112,10144.000
113,10622.000
114,10405.000
115,10526.000
116,10129.000
117,10482.000
118,10658.000
119,10270.000
120,10383.000
121,10140.000
122,10377.000
123,10418.000
124,10727.000
125,10420.000
126,10429.000
127,10591.000
128,10592.000
129,10346.000
130,10350.000
131,10175.000
132,10443.000
133,10255.000
134,10445.000
135,10319.000
136,10426.000
137,10503.000
138,10531.000
139,10529.000
140,10131.000
141,10336.000
142,10530.000
143,10408.000
144,10233.000
145,10184.000
146,10577.000
147,10227.000
148,10098.000
149,9981.000
150,10519.000
151,10091.000
152,10229.000
153,10301.000
154,9913.000
155,10416.000
156,9990.000
157,10283.000
158,10398.000
159,10543.000
160,10360.000
161,10626.000
162,10593.000
163,10706.000
164,10519.000
165,10196.000
166,10361.000
167,10629.000
168,10188.000
169,10385.000
170,10274.000
171,10372.000
172,10129.000
173,10512.000
174,10178.000
175,10541.000
176,10166.000
177,10593.000
178,10470.000
179,10235.000
180,9852.000
181,10659.000
182,10466.000
183,10380.000
184,10210.000
185,10369.000
186,10281.000
187,10408.000
188,10320.000
189,10357.000
190,10220.000
191,10448.000
192,10378.000
193,10508.000
194,10304.000
195,10210.000
196,10320.000
197,10618.000
198,10720.000
199,10213.000
200,9899.000
201,10525.000
202,10581.000
203,10399.000
204,10587.000
205,10515.000
206,10433.000
207,10349.000
208,10457.000
209,10371.000
210,10400.000
211,10411.000
212,10439.000
213,10443.000
214,10427.000
215,10536.000
216,10411.000
217,10660.000
218,10209.000
219,10458.000
220,10523.000
221,10082.000
222,10306.000
223,10335.000
224,10428.000
225,10203.000
226,10417.000
227,10435.000
228,10265.000
229,10521.000
230,10476.000
231,10396.000
232,10229.000
233,10070.000
234,10144.000
235,10436.000
236,10118.000
237,10168.000
238,10315.000
239,10847.000
240,10244.000
241,10740.000
242,10442.000
243,10318.000
244,10390.000
245,10206.000
246,10146.000
247,10090.000
248,10420.000
249,10343.000
250,10077.000
251,10450.000
252,10390.000
253,10039.000
254,10485.000
255,10628.000
256,10132.000
257,10290.000
258,10252.000
259,10373.000
260,10453.000
261,10006.000
262,10470.000
263,10020.000
264,10209.000
265,10184.000
266,10203.000
267,10059.000
268,10477.000
269,10179.000
270,10404.000
271,10070.000
272,10404.000
273,10285.000
274,10216.000
275,10219.000
276,10274.000
277,10630.000
278,10298.000
279,10639.000
280,10170.000
281,10468.000
282,9903.000
283,10386.000
284,10382.000
285,10297.000
286,10104.000
287,10083.000
288,10375.000
289,10382.000
290,10075.000
291,10146.000
292,9994.000
293,10440.000
294,10405.000
295,10224.000
296,10071.000
297,10575.000
298,10345.000
299,10476.000
300,10438.000
