lambda_idx,t_800.0_ms
0,27.731
1,27.582
2,27.836
3,27.512
4,27.642
5,27.179
6,27.005
7,27.020
8,27.473
9,28.179
10,28.159
11,27.498
12,28.035
13,27.483
14,27.945
15,27.607
16,27.080
17,27.522
18,27.577
19,26.856
20,27.602
21,28.289
22,26.995
23,26.896
24,27.443
25,26.766
26,27.786
27,27.129
28,26.886
29,26.746
30,27.672
31,27.478
32,27.891
33,26.453
34,27.040
35,27.383
36,26.488
37,28.090
38,27.433
39,27.731
40,26.701
41,26.527
42,27.100
43,27.154
44,27.229
45,27.557
46,26.836
47,26.687
48,27.284
49,28.308
50,26.821
51,27.493
52,28.020
53,27.498
54,26.935
55,27.189
56,27.697
57,26.975
58,26.552
59,26.289
60,28.060
61,27.552
62,27.259
63,26.896
64,27.483
65,26.891
66,26.308
67,26.338
68,27.418
69,26.478
70,26.920
71,26.726
72,26.597
73,26.692
74,27.846
75,26.910
76,26.517
77,26.891
78,26.537
79,26.821
80,26.985
81,27.537
82,27.876
83,26.249
84,26.861
85,26.955
86,26.527
87,27.109
88,27.592
89,26.751
90,26.299
91,27.050
92,26.144
93,27.134
94,26.821
95,27.154
96,27.249
97,26.617
98,27.189
99,27.060
100,26.488
101,26.393
102,26.572
103,26.393
104,25.940
105,26.104
106,26.836
107,26.701
108,27.030
109,25.756
110,26.507
111,27.254
112,27.174
113,27.085
114,27.498
115,26.965
116,27.493
117,26.353
118,27.582
119,26.527
120,27.284
121,27.070
122,27.289
123,25.945
124,26.388
125,26.547
126,26.622
127,26.791
128,26.816
129,25.970
130,27.159
131,26.164
132,26.139
133,26.960
134,26.791
135,27.219
136,26.925
137,26.448
138,26.398
139,27.075
140,26.851
141,26.622
142,26.358
143,26.169
144,26.761
145,27.104
146,27.219
147,27.139
148,27.174
149,26.169
150,27.318
151,26.985
152,26.925
153,26.716
154,25.980
155,26.592
156,26.806
157,27.114
158,27.915
159,25.025
160,26.378
161,27.164
162,26.005
163,26.925
164,26.542
165,26.995
166,26.493
167,26.463
168,26.194
169,26.925
170,27.488
171,26.537
172,27.095
173,26.473
174,26.731
