lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.005,16.095,28.667
1,16.224,16.154,28.627
2,15.945,16.134,28.657
3,15.836,15.806,28.259
4,16.055,16.050,28.433
5,15.697,15.851,28.154
6,15.502,15.741,27.945
7,15.697,15.791,28.070
8,15.856,15.950,28.522
9,16.925,17.065,29.129
10,16.313,16.552,28.930
11,16.090,16.214,28.493
12,16.766,16.751,29.070
13,15.995,16.348,28.597
14,15.826,15.955,28.950
15,16.179,16.403,28.373
16,15.577,15.791,27.970
17,15.995,16.159,28.308
18,16.124,16.318,28.478
19,15.159,15.353,27.637
20,16.358,16.194,28.677
21,16.284,16.418,29.159
22,15.527,15.652,27.886
23,15.692,15.920,27.697
24,15.687,15.910,28.313
25,15.378,15.438,27.955
26,16.333,16.363,28.692
27,15.856,15.726,28.234
28,15.129,15.418,27.562
29,15.463,15.458,27.652
30,15.771,15.915,28.597
31,15.995,15.990,28.159
32,16.532,16.756,28.716
33,15.000,15.124,27.577
34,15.910,16.020,27.905
35,15.980,16.199,28.274
36,15.075,15.303,27.060
37,16.244,16.303,28.781
38,16.025,16.025,28.443
39,16.040,16.114,28.547
40,15.269,15.239,27.522
41,14.846,14.930,27.731
42,15.507,15.622,28.139
43,15.920,16.080,28.139
44,15.856,15.836,28.025
45,15.900,15.915,28.244
46,15.388,15.716,27.741
47,15.468,15.547,27.473
48,16.328,16.159,27.920
49,16.368,16.652,28.990
50,15.328,15.438,27.950
51,15.831,16.129,28.184
52,16.224,16.443,28.950
53,15.791,16.035,28.418
54,15.403,15.502,27.940
55,16.000,16.174,28.219
56,16.289,16.373,28.642
57,15.736,15.751,27.945
58,15.328,15.383,27.647
59,15.100,15.264,27.219
60,16.547,16.557,28.816
61,16.090,16.119,28.403
62,15.821,15.881,28.090
63,15.259,15.458,27.960
64,15.816,16.239,28.189
65,15.473,15.547,27.746
66,15.239,15.085,27.124
67,14.955,15.249,27.005
68,16.060,16.234,28.318
69,14.866,14.980,27.562
70,15.224,15.383,27.781
71,15.537,15.572,27.716
72,15.587,15.791,27.517
73,15.348,15.607,27.682
74,16.124,16.289,28.697
75,15.542,15.667,27.876
76,15.279,15.323,27.373
77,15.746,16.020,27.831
78,15.303,15.388,27.383
79,15.418,15.333,27.577
80,15.647,15.706,27.652
81,15.970,15.965,28.313
82,16.512,16.612,28.821
83,15.060,15.154,27.184
84,15.766,16.030,27.876
85,16.025,16.124,28.010
86,15.438,15.403,27.458
87,15.846,15.876,27.776
88,16.124,16.343,28.438
89,15.383,15.473,27.532
90,15.234,15.338,27.244
91,15.602,15.776,27.955
92,14.945,15.139,27.119
93,15.980,16.100,28.194
94,15.333,15.493,27.527
95,15.592,15.940,28.179
96,15.677,15.930,28.025
97,15.348,15.443,27.731
98,15.587,15.667,27.871
99,15.811,15.836,27.945
100,14.980,14.930,27.124
101,15.149,15.209,27.249
102,15.448,15.741,27.502
103,15.114,15.254,27.294
104,14.766,14.881,26.821
105,14.866,14.920,26.975
106,15.348,15.458,27.567
107,15.279,15.498,27.463
108,15.592,15.801,27.955
109,14.498,14.682,26.846
110,15.328,15.403,27.632
111,15.876,15.831,28.194
112,15.915,16.139,28.060
113,15.701,15.731,27.706
114,15.826,16.010,28.284
115,15.726,15.881,28.000
116,15.975,16.134,28.483
117,15.040,15.154,27.423
118,15.592,15.657,28.498
119,15.333,15.269,27.592
120,15.861,16.025,28.289
121,15.527,15.647,27.891
122,15.766,16.095,28.333
123,14.816,15.080,26.871
124,14.682,14.955,27.279
125,15.264,15.333,27.289
126,15.343,15.463,27.731
127,15.706,15.736,27.736
128,15.418,15.542,27.677
129,14.572,14.746,26.925
130,15.886,16.030,28.080
131,14.801,14.851,27.124
132,14.751,14.711,27.015
133,15.637,15.697,27.846
134,15.657,15.726,27.478
135,15.856,15.925,27.990
136,15.806,15.915,27.886
137,15.090,15.269,27.274
138,14.687,14.886,27.264
139,15.930,15.970,27.970
140,15.746,16.040,27.776
141,15.313,15.458,27.552
142,15.015,15.209,27.333
143,15.159,15.264,26.990
144,15.328,15.622,27.448
145,15.428,15.891,27.955
146,15.846,16.050,28.109
147,15.572,15.721,27.741
148,15.637,15.821,28.104
149,14.632,14.905,26.995
150,15.915,15.930,28.000
151,15.701,15.881,27.756
152,15.428,15.562,27.731
153,15.642,15.687,27.791
154,14.537,14.791,26.876
155,15.488,15.657,27.697
156,15.264,15.473,27.806
157,15.886,15.945,28.274
158,16.557,16.682,28.716
159,13.960,14.085,26.055
160,14.995,15.333,27.045
161,15.920,15.995,28.075
162,15.050,15.353,27.095
163,15.542,15.697,28.030
164,15.085,15.169,27.323
165,15.861,15.915,27.796
166,15.070,15.075,27.353
167,15.318,15.547,27.060
168,14.871,15.045,27.015
169,15.721,15.831,27.975
170,16.234,16.318,28.458
171,15.547,15.821,27.662
172,16.284,16.289,27.985
173,15.308,15.428,27.274
174,15.582,15.602,27.473
175,15.607,15.836,27.925
176,15.468,15.771,27.692
177,15.642,15.726,27.776
178,15.264,15.204,27.413
179,15.164,15.413,27.403
180,15.264,15.303,27.373
181,14.328,14.368,26.348
182,14.443,14.627,26.388
183,15.756,15.771,27.602
184,15.358,15.378,27.179
185,14.473,14.607,26.791
186,16.254,16.284,28.398
187,15.259,15.483,27.030
188,16.244,16.358,28.025
189,16.139,16.114,28.189
190,14.920,15.020,27.129
191,16.299,16.383,28.333
192,16.527,16.622,28.657
193,15.473,15.612,27.716
194,15.821,15.900,27.950
195,15.607,15.886,27.716
196,15.896,16.209,27.816
197,14.915,15.065,27.199
198,15.876,16.055,27.990
199,15.383,15.512,27.557
200,16.716,16.766,28.781
201,15.836,15.950,27.861
202,15.303,15.532,27.294
203,15.055,15.373,27.239
204,15.393,15.507,27.289
205,15.363,15.522,27.567
206,14.796,14.891,27.109
207,15.284,15.418,27.572
208,14.985,15.269,27.214
209,15.627,15.692,27.896
210,14.672,14.841,26.627
211,15.274,15.428,27.075
212,15.035,15.095,27.572
213,15.154,15.323,27.433
214,15.159,15.408,27.423
215,15.652,15.697,27.493
216,15.224,15.418,27.418
217,14.950,15.209,27.085
218,14.647,14.851,27.318
219,15.438,15.701,27.856
220,14.871,15.005,27.194
221,15.080,15.308,27.343
222,14.353,14.522,26.418
223,15.045,15.259,27.567
224,15.318,15.473,27.721
225,14.861,14.920,26.841
226,15.124,15.363,27.129
227,14.995,14.915,27.363
228,14.547,14.766,26.856
229,15.134,15.214,27.478
230,15.090,15.303,26.876
231,15.149,15.468,27.577
232,16.040,16.159,28.194
233,15.677,15.801,27.995
234,15.388,15.587,27.697
235,15.040,15.343,27.552
236,15.299,15.214,27.318
237,14.940,15.119,27.020
238,14.637,14.766,26.801
239,15.383,15.602,27.711
240,15.393,15.537,27.711
241,15.647,15.756,27.483
242,15.507,15.498,27.567
243,15.433,15.577,27.652
244,15.512,15.746,27.453
245,15.383,15.502,27.169
246,16.075,15.995,28.189
247,15.886,15.950,28.219
248,15.478,15.458,27.507
249,15.348,15.403,27.299
250,15.348,15.323,27.169
251,14.786,14.920,26.896
252,14.846,15.279,27.184
253,15.299,15.403,27.249
254,15.443,15.493,27.368
255,15.085,15.124,27.358
256,14.915,15.144,26.980
257,14.841,15.124,26.552
258,14.886,14.960,27.169
259,15.114,15.134,27.065
260,14.851,14.920,26.776
261,14.886,15.010,27.020
262,15.453,15.572,27.706
263,15.219,15.328,27.174
264,14.960,15.104,27.269
265,15.761,15.886,28.020
266,15.756,15.786,27.886
267,15.353,15.443,27.791
268,15.010,15.090,27.095
269,15.333,15.393,27.453
270,15.592,15.896,28.055
271,15.826,15.990,27.920
272,15.224,15.517,27.736
273,15.313,15.383,27.652
274,15.970,16.219,28.408
275,15.294,15.398,27.701
276,14.995,15.229,26.995
277,15.284,15.562,27.502
278,14.851,15.154,27.050
279,15.483,15.572,28.080
280,15.408,15.313,27.502
281,15.413,15.502,27.587
282,15.905,15.846,27.806
283,15.189,15.299,27.517
284,15.154,15.343,27.323
285,15.657,15.836,27.667
286,15.881,15.871,27.761
287,14.736,14.796,26.811
288,15.667,15.677,27.577
289,15.910,16.080,27.905
290,15.239,15.333,27.473
291,15.055,15.194,26.965
292,15.507,15.483,27.403
293,15.199,15.313,27.448
294,15.368,15.537,27.522
295,15.866,16.328,28.114
296,15.711,16.055,27.900
297,15.453,15.527,27.607
298,15.433,15.642,27.502
299,14.806,14.970,26.821
300,15.493,15.398,27.070
301,15.179,15.308,26.950
302,15.453,15.632,27.617
303,15.303,15.502,27.687
304,15.358,15.652,27.239
305,15.915,16.085,27.876
306,15.905,16.045,28.214
307,14.493,14.607,26.637
308,15.751,15.786,27.786
309,15.224,15.323,27.821
310,15.796,15.856,27.871
311,15.264,15.393,27.413
312,15.806,15.940,27.736
313,15.965,16.040,28.423
314,15.930,16.109,28.109
315,15.473,15.592,27.965
316,15.891,16.104,28.174
317,15.642,15.881,27.721
318,15.438,15.458,27.567
319,15.502,15.687,27.333
320,15.547,15.657,27.498
321,15.358,15.328,27.189
322,15.711,15.791,27.771
323,15.637,15.687,27.771
324,15.080,15.179,27.070
325,15.030,15.134,27.015
326,15.512,15.721,27.761
327,14.751,14.841,26.985
328,15.269,15.458,26.990
329,15.841,15.806,28.129
330,15.109,15.393,27.706
331,15.677,15.841,27.517
332,15.299,15.408,27.428
333,15.552,15.761,27.667
334,15.468,15.607,27.761
335,15.582,15.706,27.448
336,15.104,15.194,27.403
337,15.547,15.826,28.040
338,16.308,16.532,28.269
339,14.587,14.786,27.269
340,16.000,16.075,27.811
341,16.070,16.318,28.209
342,15.323,15.423,27.458
343,15.657,15.776,27.781
344,15.249,15.453,27.199
345,15.274,15.259,27.269
346,15.891,15.945,28.050
347,15.343,15.542,27.507
348,15.353,15.368,27.483
349,14.791,15.015,27.164
350,14.488,14.935,26.900
351,15.741,15.861,28.139
352,15.418,15.542,27.378
353,15.333,15.333,27.005
354,15.891,16.025,28.060
355,15.726,15.826,28.090
356,14.816,15.080,27.239
357,15.443,15.721,27.299
358,14.955,14.876,27.055
359,15.493,15.493,27.532
360,15.980,16.090,28.214
361,15.950,15.990,28.129
362,15.299,15.328,27.368
363,15.781,15.896,27.891
364,15.373,15.373,27.254
365,14.672,14.866,26.896
366,15.463,15.642,27.731
367,14.796,14.965,26.995
368,15.189,15.338,27.030
369,14.975,15.139,27.030
370,15.756,15.846,27.960
371,15.537,15.567,27.791
372,16.114,16.179,28.318
373,15.144,15.124,27.393
374,15.791,15.945,27.811
375,15.413,15.687,27.736
376,15.169,15.348,27.617
377,15.861,16.045,28.000
378,15.085,15.055,27.124
379,15.493,15.612,27.493
380,15.647,15.816,27.736
381,15.662,15.816,28.050
382,15.403,15.468,27.617
383,16.109,16.219,28.199
384,15.199,15.527,27.348
385,15.522,15.761,27.632
386,15.806,15.920,27.940
387,15.303,15.418,27.214
388,15.781,15.746,27.761
389,15.259,15.587,27.249
390,15.478,15.567,27.905
391,15.428,15.662,27.562
392,15.791,16.075,28.184
393,17.070,17.209,29.109
394,15.915,16.100,28.219
395,14.940,15.055,27.413
396,14.985,15.189,27.229
397,15.179,15.090,27.179
398,15.164,15.189,26.945
399,15.886,16.104,27.955
400,15.488,15.498,27.562
401,15.527,15.507,27.338
402,15.423,15.512,27.493
403,16.582,16.721,28.373
404,15.478,15.493,27.577
405,14.846,15.154,26.811
406,15.060,15.129,26.866
407,15.637,15.736,27.896
408,15.279,15.388,27.393
409,15.214,15.468,27.164
410,15.124,15.249,27.259
411,16.060,16.055,27.871
412,15.672,15.801,27.662
413,15.299,15.468,27.478
414,15.184,15.169,27.348
415,15.731,15.851,28.363
416,14.935,15.030,27.279
417,16.259,16.294,28.378
418,15.940,16.114,28.030
419,16.109,16.224,28.060
420,15.000,15.169,27.100
421,14.751,15.005,26.881
422,15.532,15.831,27.443
423,15.517,15.692,27.418
424,15.622,15.667,27.786
425,15.801,15.945,27.881
426,15.891,16.154,27.950
427,15.378,15.552,27.383
428,15.577,15.771,27.871
429,15.458,15.378,27.393
430,15.826,16.015,28.020
431,14.677,14.726,26.582
432,15.701,15.766,27.607
433,15.199,15.393,27.000
434,15.249,15.393,27.488
435,15.373,15.299,27.269
436,15.557,15.662,27.886
437,14.756,14.980,27.174
438,15.547,15.677,27.801
439,15.010,15.209,27.144
440,15.448,15.512,27.781
441,15.512,15.517,27.587
442,15.483,15.692,27.393
443,15.527,15.512,27.776
444,15.353,15.398,27.333
445,15.542,15.617,27.388
446,15.139,15.199,27.020
447,15.701,15.876,27.791
448,15.955,16.070,27.692
449,15.478,15.662,27.478
450,14.900,14.980,26.736
451,15.542,15.622,27.711
452,15.836,16.065,27.905
453,15.204,15.114,26.861
454,15.612,15.806,27.776
455,15.667,15.821,27.567
456,15.005,15.090,26.945
457,15.234,15.398,27.567
458,15.164,15.423,27.219
459,16.194,16.189,27.980
460,14.950,15.100,27.010
461,15.517,15.662,27.522
462,15.960,16.109,28.035
463,15.995,16.090,28.274
464,15.557,15.701,27.701
465,15.647,15.831,27.502
466,15.473,15.687,27.144
467,15.786,15.791,27.930
468,15.657,15.811,27.657
469,15.363,15.582,27.522
470,15.507,15.637,27.473
471,15.124,15.134,27.388
472,15.537,15.692,27.378
473,15.498,15.562,27.632
474,15.537,15.642,27.741
475,15.657,15.806,27.493
476,16.095,16.313,28.134
477,15.761,15.950,27.771
478,14.607,14.597,26.672
479,15.393,15.572,27.502
480,15.109,15.478,27.512
481,15.562,15.876,27.682
482,15.398,15.458,27.741
483,14.910,15.075,27.119
484,15.030,15.274,27.075
485,15.194,15.343,27.393
486,14.945,15.010,26.866
487,14.876,14.975,27.060
488,15.701,15.776,27.965
489,14.940,14.995,26.995
490,16.095,16.149,28.234
491,15.109,15.229,27.070
492,15.980,16.060,27.846
493,15.070,15.030,26.950
494,15.323,15.363,27.468
495,16.199,16.423,28.383
496,14.542,14.667,26.612
497,15.154,15.080,27.104
498,15.771,15.871,27.507
499,15.473,15.627,27.612
500,15.338,15.473,27.333
501,15.413,15.562,27.478
502,15.806,15.965,27.677
503,15.154,15.473,27.537
504,15.811,15.910,27.697
505,15.159,15.085,27.124
506,15.652,15.801,27.478
507,15.682,15.766,27.607
508,15.965,15.905,27.886
509,14.443,14.582,26.512
510,15.050,15.239,27.015
511,15.090,15.219,26.945
512,14.741,14.886,26.801
513,15.557,15.806,27.866
514,15.517,15.532,27.582
515,15.512,15.771,27.532
516,14.881,15.090,27.249
517,15.756,15.960,27.965
518,15.786,16.000,27.786
519,15.483,15.751,28.204
520,15.418,15.527,27.363
521,15.577,15.776,27.687
522,15.846,15.970,27.657
523,14.398,14.463,26.403
524,15.299,15.473,27.652
525,15.363,15.433,27.164
526,16.249,16.348,28.617
527,15.124,15.189,27.512
528,16.134,16.015,28.050
529,15.582,15.672,27.473
530,16.065,16.179,28.139
531,15.458,15.811,28.259
532,15.955,16.154,27.955
533,15.468,15.697,27.443
534,15.453,15.512,27.657
535,16.075,16.159,28.502
536,15.284,15.403,27.199
537,15.468,15.706,27.333
538,15.761,15.866,27.905
539,15.403,15.682,27.692
540,16.194,16.423,28.154
541,15.915,15.836,27.930
542,15.259,15.577,27.149
543,15.333,15.333,27.269
544,14.821,15.020,26.786
545,15.129,15.294,27.144
546,14.657,14.876,26.637
547,15.985,16.179,27.980
548,15.881,15.935,28.229
549,15.114,15.289,27.502
550,15.478,15.622,27.567
551,15.030,15.289,27.284
552,14.667,15.055,26.711
553,15.532,15.647,28.159
554,15.871,15.905,27.836
555,15.741,15.711,27.468
556,15.070,15.398,27.458
557,15.552,15.537,27.896
558,15.274,15.289,27.274
