lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.060,22.786,27.662
1,16.209,22.697,27.343
2,15.910,22.612,27.507
3,15.801,22.249,27.154
4,15.990,22.468,27.478
5,15.677,22.194,27.139
6,15.622,22.144,26.905
7,15.731,22.144,27.129
8,15.716,22.493,27.348
9,17.025,23.527,28.189
10,16.493,22.856,27.821
11,16.055,22.507,27.448
12,16.781,23.294,28.114
13,16.050,22.617,27.672
14,15.896,22.632,27.612
15,16.318,22.716,27.318
16,15.726,22.179,27.015
17,16.020,22.537,27.323
18,16.174,22.542,27.527
19,15.219,21.856,26.731
20,16.224,22.692,27.607
21,16.373,23.199,28.199
22,15.582,22.234,26.711
23,15.741,21.960,26.751
24,15.726,22.542,27.353
25,15.473,21.846,26.692
26,16.373,22.771,27.741
27,15.761,22.383,27.050
28,15.294,22.095,26.622
29,15.463,22.090,26.567
30,15.851,22.632,27.488
31,15.950,22.498,27.144
32,16.726,23.114,27.781
33,14.980,21.617,26.149
34,15.995,22.209,27.104
35,15.910,22.687,27.095
36,15.025,21.597,26.214
37,16.264,23.095,27.647
38,15.905,22.488,27.418
39,16.035,22.716,27.488
40,15.323,21.761,26.622
41,14.985,21.592,26.383
42,15.562,22.179,26.896
43,15.990,22.025,27.050
44,15.771,22.343,26.985
45,15.861,22.348,27.259
46,15.572,21.950,26.816
47,15.408,21.970,26.502
48,16.249,22.642,27.070
49,16.418,23.274,28.124
50,15.239,21.940,26.861
51,15.950,22.318,27.000
52,16.219,22.920,27.592
53,15.776,22.448,27.358
54,15.353,22.020,26.682
55,16.104,22.323,27.144
56,16.274,22.826,27.522
57,15.612,22.164,26.980
58,15.408,21.846,26.368
59,15.060,21.602,26.269
60,16.662,23.149,27.940
61,16.219,22.627,27.413
62,15.935,22.259,26.965
63,15.413,22.030,26.682
64,16.075,22.517,27.214
65,15.483,21.970,26.716
66,15.109,21.746,26.179
67,14.995,21.468,26.060
68,16.030,22.299,27.060
69,14.741,21.423,26.318
70,15.313,21.761,26.632
71,15.373,21.896,26.597
72,15.721,21.841,26.458
73,15.448,21.756,26.398
74,16.169,23.005,27.577
75,15.517,21.886,26.711
76,15.239,21.537,26.308
77,15.851,22.045,26.607
78,15.408,21.602,26.458
79,15.383,21.821,26.697
80,15.826,22.060,26.493
81,15.930,22.498,27.383
82,16.542,22.960,27.836
83,15.005,21.269,25.915
84,15.905,21.851,26.791
85,16.035,22.169,26.920
86,15.418,21.900,26.507
87,15.925,22.025,26.622
88,16.224,22.672,27.478
89,15.308,21.791,26.731
90,15.219,21.607,26.035
91,15.721,22.134,26.627
92,15.085,21.418,26.075
93,16.179,22.448,26.900
94,15.308,21.851,26.507
95,15.821,22.408,26.975
96,15.771,22.303,27.119
97,15.408,21.965,26.458
98,15.547,21.975,26.657
99,15.841,22.174,26.781
100,14.910,21.433,25.980
101,15.154,21.463,26.104
102,15.667,21.751,26.214
