lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.005,22.756,27.796
1,16.114,22.736,27.527
2,15.955,22.478,27.682
3,15.667,22.303,27.219
4,15.886,22.418,27.219
5,15.711,22.219,27.204
6,15.448,21.925,27.025
7,15.552,21.900,27.065
8,15.692,22.343,27.398
9,16.796,23.393,28.274
10,16.373,22.741,27.826
11,15.886,22.403,27.423
12,16.448,23.209,28.114
13,15.995,22.517,27.428
14,15.831,22.547,27.463
15,16.124,22.512,27.542
16,15.557,22.343,26.995
17,16.060,22.284,27.264
18,16.104,22.627,27.582
19,15.095,21.512,26.498
20,16.184,22.741,27.572
21,16.264,23.095,28.114
22,15.562,22.060,26.642
23,15.721,21.930,26.905
24,15.846,22.333,27.299
25,15.318,21.831,26.716
26,16.169,22.627,27.716
27,15.662,22.338,27.194
28,15.269,21.756,26.532
29,15.398,21.896,26.612
30,15.667,22.547,27.701
31,15.900,22.582,27.129
32,16.572,22.970,27.781
33,14.871,21.647,26.448
34,15.836,22.000,27.090
35,15.896,22.383,27.154
36,15.095,21.517,26.189
37,16.189,22.881,27.721
38,15.935,22.537,27.453
39,16.015,22.443,27.507
40,15.179,21.512,26.373
41,14.796,21.433,26.413
42,15.517,22.060,26.905
43,15.881,21.955,27.149
44,15.711,22.040,27.000
45,15.846,22.075,27.308
46,15.677,21.861,26.826
47,15.542,21.731,26.567
48,16.184,22.532,27.050
49,16.413,22.905,28.005
50,15.303,21.726,26.861
51,15.891,22.418,27.095
52,16.119,22.692,27.831
53,15.711,22.259,27.333
54,15.428,21.920,26.955
55,16.000,22.264,27.104
56,16.109,22.677,27.637
57,15.701,22.199,27.075
58,15.229,21.751,26.338
59,15.090,21.532,26.264
60,16.527,22.990,27.995
61,15.940,22.423,27.542
62,15.657,22.045,27.065
63,15.343,21.920,26.791
64,15.960,22.512,27.184
65,15.363,21.891,26.587
66,15.124,21.498,26.219
67,14.910,21.358,26.100
68,15.871,22.179,27.149
69,14.960,21.383,26.468
70,15.119,21.672,26.642
71,15.373,21.697,26.851
72,15.483,21.682,26.433
73,15.299,21.896,26.627
74,16.189,22.687,27.532
75,15.468,21.915,26.781
76,15.090,21.383,26.408
77,15.672,21.846,26.746
78,15.323,21.517,26.458
79,15.433,21.692,26.771
80,15.751,22.060,26.542
81,15.975,22.348,27.378
82,16.463,22.816,27.706
83,14.900,21.294,25.980
84,15.657,22.149,26.731
85,15.866,22.090,26.731
86,15.279,21.692,26.378
87,15.697,21.891,27.035
88,16.119,22.667,27.448
89,15.214,21.662,26.463
90,15.085,21.567,26.045
91,15.642,22.075,26.746
92,15.000,21.323,26.264
93,15.831,22.254,26.975
94,15.109,21.517,26.637
95,15.562,22.035,27.060
96,15.602,22.144,26.856
97,15.189,21.512,26.488
98,15.373,21.930,26.731
99,15.761,21.935,26.985
100,14.891,21.139,25.990
101,15.109,21.353,26.328
102,15.488,21.632,26.368
103,15.040,21.313,26.423
104,14.751,21.075,25.856
105,14.761,21.368,25.970
106,15.289,21.502,26.697
107,15.363,21.567,26.602
108,15.562,22.095,26.970
109,14.363,20.706,25.557
110,15.199,21.642,26.647
111,15.846,22.313,27.080
112,15.980,22.224,27.134
113,15.612,22.109,26.801
114,15.841,22.249,27.104
115,15.711,22.109,26.871
116,15.771,22.383,27.473
117,15.065,21.532,26.478
118,15.706,22.313,27.318
119,15.214,21.448,26.542
120,15.985,22.269,27.269
121,15.453,22.005,26.796
122,15.965,22.353,27.284
123,14.866,21.149,25.756
124,14.697,21.234,26.095
125,15.239,21.398,26.338
126,15.264,21.836,26.552
127,15.637,22.095,26.672
128,15.308,21.811,26.398
129,14.612,20.930,25.955
130,15.816,22.194,26.811
131,14.806,21.194,26.114
132,14.562,21.095,25.930
133,15.547,22.149,26.766
134,15.493,21.736,26.587
135,15.811,22.134,27.134
136,15.751,21.960,26.672
137,15.035,21.592,26.279
138,14.697,21.189,26.050
139,15.771,22.055,26.965
140,15.677,22.080,26.701
141,15.279,21.736,26.682
142,15.184,21.338,26.169
143,15.090,21.219,25.846
144,15.453,21.597,26.418
145,15.547,21.970,26.801
146,15.701,22.249,26.856
147,15.493,21.925,26.905
148,15.711,22.164,27.124
149,14.562,20.876,25.950
150,15.925,22.289,27.169
151,15.811,21.900,26.801
152,15.448,21.861,26.602
153,15.587,21.771,26.711
154,14.517,21.114,25.746
155,15.428,21.736,26.552
156,15.234,21.940,26.652
157,15.741,22.065,27.025
158,16.378,22.980,27.861
159,13.821,20.134,24.871
160,15.119,21.259,26.204
161,15.662,22.124,26.965
162,15.065,21.030,25.886
163,15.517,22.035,27.100
164,15.144,21.498,26.333
165,15.701,21.990,26.861
166,14.925,21.373,26.219
167,15.373,21.587,26.254
168,14.806,21.219,26.010
169,15.716,21.930,26.766
170,16.209,22.697,27.428
171,15.637,21.716,26.398
172,16.194,22.418,27.050
173,15.353,21.552,26.388
174,15.328,21.761,26.438
175,15.642,21.980,26.687
176,15.512,21.821,26.428
177,15.736,21.876,26.831
178,15.020,21.418,26.328
179,15.139,21.547,26.318
180,15.164,21.507,26.199
181,14.199,20.552,25.388
182,14.378,20.632,25.502
183,15.741,21.965,26.542
184,15.264,21.537,26.483
185,14.463,20.801,25.338
186,16.090,22.413,27.239
187,15.264,21.672,26.169
188,16.080,22.383,27.109
189,15.960,22.343,27.164
190,14.851,21.328,26.388
191,16.328,22.721,27.577
192,16.498,22.910,27.766
193,15.493,21.836,26.706
