lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.204,22.801,27.517
1,16.134,22.731,27.413
2,15.955,22.602,27.741
3,15.607,22.348,27.085
4,15.831,22.358,27.507
5,15.721,22.343,27.224
6,15.687,22.169,27.065
7,15.463,21.965,27.139
8,15.856,22.562,27.363
9,16.965,23.368,28.308
10,16.378,22.851,27.726
11,16.020,22.428,27.512
12,16.582,23.408,28.134
13,15.925,22.617,27.607
14,15.806,22.488,27.657
15,16.104,22.612,27.706
16,15.632,22.194,26.975
17,16.020,22.478,27.184
18,16.055,22.582,27.443
19,15.159,21.711,26.537
20,16.269,22.692,27.438
21,16.244,23.204,28.139
22,15.552,22.194,26.791
23,15.662,22.070,26.706
24,15.891,22.582,27.398
25,15.403,21.711,26.756
26,16.313,22.776,27.572
27,15.796,22.284,27.040
28,15.229,21.891,26.517
29,15.398,22.234,26.483
30,15.896,22.597,27.537
31,16.005,22.522,27.139
32,16.577,23.095,27.881
33,14.965,21.706,26.368
34,15.891,22.070,26.930
35,15.930,22.328,27.254
36,15.264,21.458,26.189
37,16.274,23.070,27.836
38,15.945,22.498,27.428
39,15.905,22.597,27.493
40,15.159,21.667,26.333
41,15.020,21.612,26.672
42,15.716,22.134,27.015
43,15.831,22.289,27.289
44,15.667,22.274,26.910
45,15.831,22.338,27.149
46,15.507,21.796,26.826
47,15.423,21.970,26.443
48,16.289,22.512,27.234
49,16.642,22.975,28.353
50,15.299,21.945,26.756
51,15.900,22.294,27.020
52,16.129,22.836,27.657
53,15.731,22.323,27.408
54,15.463,21.861,26.851
55,16.139,22.453,27.199
56,16.368,22.687,27.433
57,15.498,22.085,27.109
58,15.418,21.841,26.393
59,15.149,21.567,26.398
60,16.697,23.204,27.985
61,15.965,22.478,27.577
62,15.776,22.418,26.925
63,15.338,21.955,26.781
64,16.030,22.502,27.169
65,15.403,21.980,26.557
66,15.169,21.413,26.214
67,14.985,21.318,26.000
68,16.025,22.428,27.174
69,14.776,21.378,26.532
70,15.284,21.816,26.607
71,15.264,21.900,26.562
72,15.542,21.821,26.323
73,15.388,21.811,26.607
74,16.214,22.796,27.781
75,15.572,22.124,26.622
76,15.075,21.527,26.378
77,15.786,21.925,26.751
78,15.403,21.796,26.582
79,15.547,21.856,26.602
80,15.721,21.871,26.597
81,15.886,22.552,27.308
82,16.597,23.055,27.816
83,15.010,21.343,26.134
84,15.920,22.065,26.886
85,16.060,22.095,26.896
86,15.284,21.731,26.423
87,15.826,22.179,26.711
88,16.224,22.637,27.383
89,15.418,21.726,26.537
90,15.169,21.507,26.289
91,15.756,22.169,26.980
92,15.109,21.502,26.154
93,15.861,22.333,27.154
94,15.144,21.721,26.512
95,15.766,22.313,26.960
96,15.726,22.199,27.005
97,15.204,21.796,26.612
98,15.572,21.925,26.851
99,15.831,22.179,26.891
100,14.940,21.294,26.144
101,15.229,21.522,26.318
102,15.493,21.647,26.572
103,15.045,21.622,26.050
104,14.726,21.129,25.697
105,14.950,21.199,25.980
106,15.463,21.771,26.851
107,15.423,21.771,26.328
108,15.617,22.274,26.851
109,14.522,21.109,25.562
110,15.289,21.731,26.697
111,15.771,22.124,27.060
112,16.090,22.423,27.109
113,15.682,22.154,26.801
114,15.836,22.348,27.144
115,15.697,22.184,27.085
116,15.915,22.443,27.413
117,15.219,21.547,26.259
118,15.647,22.438,27.478
119,15.289,21.592,26.567
120,16.025,22.428,27.284
121,15.547,21.945,26.970
122,15.940,22.448,27.308
123,14.891,21.279,25.652
124,14.766,21.303,26.020
125,15.303,21.577,26.383
126,15.433,21.910,26.537
127,15.687,22.075,26.831
