lambda_idx,t_500.0_ms
0,22.796
1,22.771
2,22.637
3,22.408
4,22.736
5,22.687
6,22.338
7,22.234
8,22.418
9,23.473
10,23.154
11,22.647
12,23.323
13,22.886
14,22.836
15,22.731
16,22.393
17,22.592
18,22.607
19,21.866
20,22.910
21,23.209
22,22.333
23,22.045
24,22.771
25,21.766
26,22.806
27,22.537
28,22.035
29,22.040
30,22.751
31,22.831
32,23.279
33,21.716
34,22.214
35,22.672
36,21.677
37,23.229
38,22.876
39,22.826
40,21.811
41,21.836
42,22.289
43,22.229
44,22.383
45,22.567
46,22.219
47,22.318
48,22.637
49,23.363
50,22.139
51,22.547
52,22.960
53,22.622
54,22.114
55,22.547
56,22.905
57,22.214
58,21.960
59,21.746
60,23.254
61,22.612
62,22.443
63,21.990
64,22.677
65,22.005
66,21.498
67,21.537
68,22.388
69,21.572
70,21.861
71,22.050
72,21.940
73,21.955
74,23.055
75,22.189
76,21.587
77,22.164
78,21.950
79,22.095
80,21.995
81,22.647
82,23.005
83,21.637
84,22.075
85,22.308
86,21.965
87,22.209
88,22.876
89,21.950
90,21.632
91,22.284
92,21.592
93,22.507
94,21.851
95,22.448
96,22.333
97,22.020
98,22.065
99,22.189
100,21.602
101,21.731
102,21.915
103,21.731
104,21.453
105,21.463
106,22.085
107,21.786
108,22.338
109,21.134
110,21.950
111,22.458
112,22.343
113,22.308
114,22.458
115,22.289
116,22.637
117,21.781
118,22.567
119,21.582
120,22.488
121,22.144
122,22.577
123,21.527
124,21.463
125,21.572
126,21.846
127,21.990
128,22.124
129,21.269
130,22.219
131,21.438
132,21.303
133,22.109
134,22.090
135,22.363
136,22.204
137,21.721
138,21.483
139,22.438
140,22.269
141,21.925
142,21.552
143,21.662
144,21.796
145,22.453
146,22.443
147,22.050
148,22.353
149,21.284
150,22.333
151,22.124
152,22.129
153,22.279
154,21.269
155,21.871
156,22.025
157,22.308
158,23.264
159,20.413
160,21.841
161,22.289
162,21.289
163,22.035
164,21.527
165,22.433
166,21.582
167,21.920
168,21.607
169,22.199
170,22.721
171,22.055
172,22.607
173,21.905
174,22.104
175,22.279
176,21.990
177,22.274
178,21.910
179,21.746
180,21.706
181,20.776
182,20.980
183,22.025
184,21.781
185,21.169
186,22.657
187,21.637
188,22.677
189,22.587
190,21.527
191,22.806
192,23.149
193,22.328
194,22.274
195,22.174
196,22.308
197,21.328
198,22.383
199,21.786
200,23.184
201,22.244
202,21.826
203,21.736
204,21.925
205,21.920
206,21.443
207,21.925
208,21.711
209,22.284
210,21.154
211,21.761
212,21.612
213,21.836
214,21.582
215,21.935
216,21.677
217,21.358
218,21.413
219,22.179
220,21.582
221,21.816
222,21.005
223,21.607
224,21.826
225,21.632
226,21.682
227,21.532
228,21.274
229,21.891
230,21.627
231,22.075
232,22.697
233,22.313
234,22.025
235,21.637
236,21.940
237,21.423
238,21.388
239,22.095
240,21.985
241,22.284
242,21.896
243,21.960
244,21.995
245,21.726
246,22.577
247,22.393
248,21.935
249,22.010
250,21.826
251,21.264
252,21.682
253,21.925
254,21.781
255,21.791
256,21.582
257,21.284
258,21.403
259,21.642
260,21.194
261,21.373
262,22.085
263,21.642
264,21.617
265,22.552
266,22.169
267,22.134
268,21.567
269,21.995
270,22.537
271,22.274
272,21.955
273,21.965
274,22.876
275,22.050
276,21.338
277,21.871
278,21.428
279,22.428
280,21.781
281,21.896
282,22.214
283,21.945
284,21.736
285,22.199
286,22.358
287,21.224
288,21.930
289,22.338
290,21.816
291,21.478
292,22.000
293,21.647
294,22.015
295,22.597
296,22.348
297,21.925
298,21.965
299,21.199
300,21.841
301,21.542
302,22.114
303,22.085
304,21.975
305,22.323
306,22.483
307,21.060
308,22.129
309,22.119
310,22.527
311,21.816
312,22.254
313,22.776
314,22.652
315,22.090
316,22.622
317,22.060
318,21.945
319,21.746
320,22.109
321,21.706
322,22.109
323,22.244
324,21.458
325,21.602
326,22.080
327,21.363
328,21.607
329,22.602
330,21.950
331,22.164
332,21.900
333,22.234
334,22.124
335,21.930
336,22.015
337,22.542
338,22.861
339,21.428
340,22.542
341,22.532
342,21.831
343,22.403
344,21.876
345,21.831
346,22.323
