lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.925,16.025,27.697
1,16.189,16.164,27.716
2,15.900,16.045,27.851
3,15.562,15.607,27.562
4,15.831,15.886,27.627
5,15.692,15.846,27.323
6,15.438,15.642,27.184
7,15.522,15.557,27.139
8,15.771,15.716,27.667
9,16.816,16.935,28.602
10,16.443,16.433,28.075
11,16.090,16.055,27.756
12,16.408,16.607,28.214
13,15.866,16.050,27.662
14,15.831,15.791,27.657
15,15.960,16.055,27.711
16,15.468,15.607,27.274
17,15.806,15.925,27.493
18,16.020,16.045,27.622
19,15.109,15.229,26.841
20,16.244,16.318,27.866
21,16.109,16.458,28.214
22,15.463,15.512,26.940
23,15.701,15.716,27.104
24,15.627,15.836,27.537
25,15.199,15.498,27.020
26,16.124,16.323,27.841
27,15.438,15.711,27.259
28,15.114,15.413,26.896
29,15.239,15.423,26.851
30,15.731,15.846,27.816
31,15.945,15.990,27.562
32,16.512,16.537,28.060
33,14.925,15.040,26.458
34,15.672,15.776,27.060
35,15.965,15.871,27.423
36,14.920,14.955,26.453
37,16.080,16.234,27.935
38,15.871,15.985,27.677
39,16.085,16.070,27.587
40,15.030,15.199,26.776
41,14.682,14.930,26.876
42,15.473,15.627,27.239
43,15.701,15.811,27.274
44,15.697,15.697,26.930
45,15.781,15.881,27.423
46,15.423,15.512,26.905
47,15.413,15.542,26.706
48,16.060,16.109,27.438
49,16.159,16.478,28.209
50,15.124,15.269,26.945
51,15.761,15.970,27.274
52,16.199,16.179,27.975
53,15.687,15.731,27.502
54,15.214,15.433,27.144
55,15.716,16.020,27.239
56,16.080,16.239,27.587
57,15.498,15.711,26.856
58,15.244,15.348,26.592
59,15.035,15.204,26.587
60,16.617,16.617,28.114
61,15.930,15.896,27.632
62,15.632,15.920,27.005
63,15.244,15.378,26.955
64,15.960,15.876,27.279
65,15.239,15.428,26.811
66,14.871,15.159,26.343
67,14.841,15.070,26.254
68,15.940,15.985,27.333
69,14.886,14.945,26.458
70,15.164,15.060,26.672
71,15.239,15.408,26.846
72,15.473,15.458,26.617
73,15.139,15.368,26.701
74,16.050,16.154,28.075
75,15.219,15.458,26.881
76,15.219,15.284,26.612
77,15.886,15.741,26.811
78,15.249,15.119,26.562
79,15.328,15.418,26.831
80,15.612,15.537,26.876
81,15.741,15.796,27.498
82,16.418,16.398,28.040
83,14.905,14.930,26.328
84,15.647,15.721,27.035
85,15.826,16.020,27.040
86,15.060,15.353,26.841
87,15.552,15.861,27.249
88,16.060,16.189,27.592
89,15.035,15.249,26.721
90,15.134,15.284,26.433
91,15.637,15.791,27.179
92,14.950,15.015,26.418
93,15.796,15.975,27.572
94,15.119,15.294,26.552
95,15.612,15.731,27.219
96,15.463,15.617,27.303
97,15.139,15.299,26.657
98,15.448,15.358,26.776
99,15.667,15.786,27.070
100,14.851,14.900,26.269
101,14.851,15.114,26.303
102,15.498,15.627,26.642
103,14.955,15.104,26.428
104,14.632,14.667,25.925
105,14.791,14.851,26.308
106,15.378,15.542,26.985
107,15.224,15.303,26.532
108,15.602,15.761,27.010
109,14.348,14.537,25.970
110,15.204,15.249,26.637
111,15.866,15.940,27.109
112,15.811,15.910,27.383
113,15.617,15.816,27.085
114,15.731,15.856,27.303
115,15.632,15.856,26.935
116,15.721,15.771,27.522
117,15.134,15.194,26.473
118,15.522,15.562,27.652
119,15.109,15.144,26.741
120,15.861,15.995,27.522
121,15.488,15.478,26.856
122,15.816,15.995,27.284
123,14.871,14.930,25.985
124,14.697,14.716,26.403
125,15.119,15.279,26.383
126,15.289,15.259,26.786
127,15.627,15.692,26.900
128,15.418,15.453,26.697
129,14.567,14.657,26.204
130,15.781,15.771,27.085
131,14.791,14.806,26.269
132,14.552,14.731,26.264
133,15.393,15.637,26.995
134,15.502,15.542,26.647
135,15.711,15.856,27.184
136,15.662,15.786,26.846
137,15.000,15.114,26.234
138,14.567,14.736,26.194
139,15.652,15.915,27.109
140,15.667,15.781,27.090
141,15.219,15.119,26.791
142,14.925,15.075,26.463
143,15.085,15.144,26.443
144,15.328,15.517,26.418
145,15.463,15.672,27.104
146,15.751,15.821,27.338
147,15.567,15.647,26.896
148,15.517,15.806,27.060
149,14.622,14.607,26.159
150,15.786,15.866,27.229
