lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.100,15.960,27.647
1,15.990,16.045,27.473
2,15.905,15.756,27.826
3,15.617,15.473,27.323
4,15.881,15.786,27.289
5,15.751,15.687,27.328
6,15.493,15.348,27.109
7,15.498,15.512,26.960
8,15.771,15.592,27.443
9,16.896,16.682,28.204
10,16.488,16.124,27.796
11,15.920,15.701,27.463
12,16.602,16.498,28.348
13,15.876,15.826,27.473
14,15.642,15.771,27.632
15,15.965,16.030,27.478
16,15.547,15.418,27.144
17,16.015,15.920,27.403
18,15.871,15.940,27.478
19,15.075,14.831,26.677
20,16.259,16.065,27.587
21,16.299,16.169,28.124
22,15.368,15.463,26.721
23,15.542,15.428,26.662
24,15.701,15.637,27.274
25,15.274,15.174,26.667
26,16.085,16.139,27.716
27,15.637,15.607,27.025
28,15.234,15.015,26.522
29,15.264,15.209,26.587
30,15.701,15.498,27.741
31,16.005,15.905,27.204
32,16.418,16.328,27.786
33,14.910,14.816,26.473
34,15.741,15.672,26.965
35,16.040,15.761,27.383
36,14.836,14.861,26.164
37,16.179,16.055,27.692
38,15.781,15.736,27.363
39,16.060,15.905,27.577
40,15.085,15.020,26.607
41,14.856,14.582,26.498
42,15.502,15.403,27.055
43,15.751,15.662,27.020
44,15.537,15.488,27.035
45,15.706,15.562,27.294
46,15.473,15.348,26.716
47,15.418,15.254,26.522
48,15.881,16.005,27.129
49,16.393,16.259,28.010
50,15.189,14.950,26.786
51,15.925,15.627,27.080
52,15.975,16.100,27.756
53,15.602,15.572,27.308
54,15.353,15.149,26.736
55,15.940,15.841,27.154
56,16.274,16.224,27.517
57,15.612,15.498,26.736
58,15.473,15.114,26.448
59,15.075,15.040,26.284
60,16.463,16.383,27.925
61,15.960,15.891,27.557
62,15.716,15.632,26.896
63,15.299,15.164,26.836
64,15.985,15.876,27.090
65,15.403,15.254,26.597
66,14.950,14.980,26.318
67,14.925,14.935,26.005
68,15.950,15.846,27.199
69,14.821,14.900,26.224
70,15.109,15.005,26.746
71,15.264,15.174,26.682
