lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.075,15.910,27.537
1,16.040,16.090,27.587
2,15.836,15.751,27.612
3,15.706,15.527,27.259
4,15.891,15.771,27.259
5,15.736,15.542,27.100
6,15.587,15.398,26.905
7,15.567,15.502,26.940
8,15.806,15.557,27.493
9,16.856,16.632,28.209
10,16.393,16.323,27.652
11,15.995,15.866,27.428
12,16.428,16.393,28.139
13,16.025,15.935,27.488
14,15.577,15.672,27.512
15,16.179,16.020,27.493
16,15.652,15.333,26.915
17,15.900,15.965,27.189
18,16.045,15.950,27.453
19,14.950,15.035,26.602
20,16.169,16.025,27.557
21,16.184,16.179,27.905
22,15.552,15.353,26.756
23,15.602,15.403,26.746
24,15.746,15.358,27.303
25,15.323,15.368,26.746
26,16.174,16.139,27.522
27,15.532,15.587,27.134
28,15.368,15.234,26.542
29,15.443,15.299,26.796
30,15.756,15.677,27.368
31,16.015,15.806,27.229
32,16.502,16.423,27.667
33,14.930,14.851,26.269
34,15.716,15.502,26.806
35,15.935,15.811,27.085
36,15.000,14.836,25.930
37,16.224,16.040,27.602
38,16.005,15.617,27.383
39,16.080,15.920,27.448
40,15.080,14.861,26.483
41,14.905,14.726,26.418
42,15.423,15.363,26.721
43,15.856,15.672,26.841
44,15.801,15.642,27.065
45,15.856,15.657,27.114
46,15.473,15.323,26.507
47,15.383,15.313,26.602
48,16.194,15.980,26.935
49,16.338,16.259,28.070
50,15.338,15.065,26.642
51,15.935,15.756,27.159
52,16.134,15.851,27.851
53,15.811,15.711,27.294
54,15.363,15.318,26.652
55,15.925,15.861,27.035
56,16.264,16.119,27.443
57,15.627,15.522,26.990
58,15.239,15.199,26.453
59,15.065,15.055,26.289
60,16.657,16.458,27.881
61,15.846,15.721,27.378
62,15.836,15.602,26.856
63,15.413,15.264,26.816
64,15.896,15.861,27.114
65,15.318,15.299,26.592
66,15.000,14.801,26.134
67,14.950,14.935,26.109
68,16.124,16.040,27.259
69,14.881,14.751,26.358
70,15.353,15.030,26.383
71,15.398,15.179,26.647
72,15.522,15.532,26.413
73,15.239,15.199,26.582
74,16.209,16.060,27.438
75,15.512,15.204,26.811
76,15.090,15.045,26.204
77,15.791,15.667,26.512
78,15.119,15.070,26.388
79,15.308,15.279,26.413
80,15.652,15.542,26.667
81,15.886,15.692,27.194
82,16.493,16.358,27.647
83,14.841,14.905,26.129
84,15.731,15.672,26.771
85,15.950,15.816,26.876
86,15.318,15.144,26.498
