lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.005,15.657,27.617
1,16.229,15.731,27.483
2,16.080,15.527,27.647
3,15.716,15.299,27.204
4,16.090,15.706,27.443
5,15.811,15.443,27.144
6,15.567,15.264,27.040
7,15.647,15.358,27.020
8,15.841,15.433,27.333
9,17.030,16.582,28.075
10,16.383,16.035,27.801
11,16.085,15.761,27.552
12,16.756,16.418,27.985
13,16.159,15.677,27.483
14,15.806,15.443,27.572
15,16.159,15.945,27.348
16,15.562,15.373,26.935
17,16.065,15.662,27.174
18,16.065,15.771,27.498
19,15.005,14.861,26.706
20,16.174,15.935,27.393
21,16.358,16.065,28.199
22,15.383,15.299,26.617
23,15.781,15.493,26.741
24,15.841,15.483,27.358
25,15.443,15.025,26.622
26,16.299,16.070,27.652
27,15.692,15.423,27.075
28,15.403,14.955,26.493
29,15.493,15.045,26.517
30,15.806,15.552,27.353
31,15.950,15.766,27.254
32,16.642,16.308,27.667
33,14.965,14.796,26.333
34,15.896,15.537,26.806
35,16.030,15.637,26.915
36,15.025,14.662,25.980
37,16.085,15.826,27.791
38,15.856,15.517,27.308
39,16.109,15.801,27.318
40,15.224,14.881,26.423
41,14.925,14.801,26.239
42,15.502,15.174,26.945
43,16.050,15.692,27.095
44,15.672,15.453,26.736
45,15.766,15.428,27.139
46,15.537,15.413,26.677
47,15.363,15.134,26.537
48,16.104,15.856,27.005
49,16.592,16.154,27.741
50,15.239,14.960,26.692
51,15.886,15.632,26.980
52,16.274,15.851,27.736
53,15.726,15.607,27.194
54,15.557,15.219,26.697
55,16.169,15.652,27.000
56,16.214,16.075,27.637
57,15.622,15.363,26.841
58,15.388,14.960,26.443
59,15.149,14.796,26.254
60,16.567,16.398,27.965
61,15.970,15.801,27.448
62,15.791,15.562,27.100
63,15.388,15.129,26.716
64,16.040,15.766,27.174
65,15.289,15.134,26.647
66,14.965,14.647,26.124
67,15.109,14.682,26.005
68,16.100,15.771,26.980
69,14.905,14.582,26.249
70,15.323,14.920,26.662
71,15.333,15.184,26.716
72,15.507,15.289,26.214
73,15.343,15.174,26.687
74,16.144,15.995,27.642
75,15.443,15.313,26.647
76,15.109,15.030,26.388
77,15.806,15.448,26.622
78,15.373,15.075,26.274
79,15.254,15.174,26.577
80,15.657,15.433,26.453
81,15.876,15.647,27.055
82,16.527,16.109,27.632
83,14.856,14.687,26.144
84,15.781,15.582,26.677
85,15.915,15.701,26.741
86,15.458,15.040,26.443
87,15.527,15.493,26.861
88,16.219,15.866,27.363
89,15.279,14.905,26.318
90,15.249,14.920,26.199
91,15.667,15.473,26.866
92,14.920,14.657,26.114
93,15.920,15.642,26.930
94,15.174,14.970,26.438
95,15.642,15.388,26.831
96,15.756,15.338,26.910
97,15.493,14.975,26.537
98,15.547,15.303,26.682
99,15.851,15.532,26.716
100,15.035,14.657,25.980
101,15.239,14.836,26.254
102,15.622,15.179,26.284
103,15.095,14.861,26.423
104,14.572,14.428,25.607
105,14.900,14.493,25.905
106,15.318,15.109,26.473
107,15.413,15.139,26.333
108,15.751,15.453,26.995
109,14.483,14.144,25.771
110,15.343,15.070,26.289
111,15.950,15.657,27.179
112,16.045,15.826,27.114
113,15.811,15.433,26.791
114,15.891,15.542,27.159
115,15.786,15.383,26.751
116,15.801,15.542,27.284
117,15.204,14.915,26.488
118,15.736,15.433,27.418
119,15.129,15.080,26.264
120,15.886,15.677,27.025
121,15.413,15.274,26.642
122,16.000,15.612,27.313
123,14.891,14.672,25.841
124,14.706,14.443,26.239
125,15.333,14.900,26.308
126,15.323,15.239,26.388
127,15.711,15.448,26.692
128,15.433,15.199,26.413
129,14.562,14.428,25.781
130,15.846,15.557,26.791
131,14.851,14.602,25.881
132,14.622,14.507,25.876
133,15.507,15.403,26.726
134,15.607,15.398,26.507
135,15.826,15.527,26.886
136,15.836,15.498,26.488
137,15.229,14.806,26.279
138,14.726,14.443,26.129
139,15.881,15.587,26.711
140,15.706,15.433,26.617
141,15.214,15.100,26.532
142,15.005,14.791,26.174
143,15.284,14.910,25.881
144,15.547,15.214,26.532
145,15.657,15.363,26.811
146,15.945,15.642,26.990
147,15.711,15.299,26.657
148,15.657,15.512,26.900
149,14.706,14.567,25.761
150,15.915,15.547,26.925
151,15.786,15.488,26.711
152,15.443,15.189,26.617
153,15.547,15.328,26.607
154,14.657,14.294,25.662
155,15.453,15.279,26.353
156,15.428,15.025,26.806
157,15.975,15.552,26.990
158,16.667,16.234,27.612
159,13.940,13.642,24.905
160,15.050,14.806,26.065
161,15.866,15.552,27.040
162,15.005,14.746,25.836
163,15.602,15.229,26.756
164,15.100,14.940,26.313
165,15.682,15.294,26.672
166,14.900,14.706,26.179
167,15.463,15.045,26.005
168,15.070,14.721,25.950
169,15.701,15.507,26.751
170,16.289,15.955,27.179
171,15.652,15.358,26.572
172,16.189,16.020,26.831
173,15.294,14.866,26.373
174,15.657,15.179,26.597
175,15.672,15.413,26.488
176,15.453,15.388,26.458
177,15.682,15.388,26.488
178,15.169,14.861,26.363
179,15.179,14.910,26.368
180,15.100,15.000,26.204
181,14.154,13.950,25.264
182,14.413,14.179,25.254
183,15.677,15.428,26.682
184,15.259,15.040,26.214
185,14.532,14.139,25.677
186,16.169,15.811,27.234
187,15.328,15.139,26.144
188,16.214,15.761,27.259
189,15.960,15.602,27.010
190,14.846,14.741,26.050
191,16.343,16.010,27.438
192,16.403,16.179,27.537
193,15.572,15.308,26.612
194,15.955,15.652,26.950
195,15.557,15.517,26.468
196,15.975,15.607,26.990
197,14.940,14.711,26.020
198,15.677,15.438,26.776
199,15.308,14.861,26.338
200,16.657,16.199,27.652
201,15.851,15.453,26.741
202,15.403,15.065,26.343
203,15.184,14.786,26.239
204,15.473,15.264,26.139
205,15.383,15.204,26.249
206,14.771,14.522,25.642
207,15.333,14.925,26.363
208,15.095,14.791,26.358
209,15.677,15.463,26.751
210,14.532,14.239,25.602
211,15.393,15.124,26.284
212,15.085,14.672,26.343
213,15.124,14.851,26.154
214,15.204,14.955,26.124
215,15.687,15.363,26.234
216,15.269,14.975,26.423
217,14.980,14.736,25.925
218,14.577,14.254,25.965
219,15.527,15.264,26.657
220,14.876,14.512,25.925
221,14.985,14.861,26.289
222,14.303,14.209,25.313
223,15.199,14.995,26.284
224,15.204,14.866,26.259
225,14.821,14.453,25.970
226,15.184,14.905,26.065
227,14.970,14.617,26.104
228,14.711,14.398,25.746
229,15.080,14.746,26.393
230,15.254,14.896,25.831
231,15.234,14.965,26.478
232,16.075,15.697,27.055
233,15.711,15.433,26.701
234,15.378,15.065,26.368
235,15.219,15.055,26.139
236,15.308,14.846,26.134
