lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.085,22.577,27.532
1,16.194,22.746,27.687
2,15.965,22.567,27.617
3,15.647,22.204,27.328
4,15.900,22.483,27.537
5,15.692,22.134,27.338
6,15.577,21.965,27.294
7,15.557,22.085,27.159
8,15.682,22.289,27.473
9,16.945,23.284,28.139
10,16.473,22.856,27.826
11,16.075,22.647,27.552
12,16.692,23.139,28.289
13,16.025,22.458,27.587
14,15.841,22.517,27.751
15,16.164,22.617,27.662
16,15.677,22.234,27.109
17,16.085,22.617,27.398
18,15.970,22.418,27.682
19,15.085,21.746,26.866
20,16.224,22.861,27.612
21,16.468,23.234,28.249
22,15.363,21.955,26.826
23,15.652,21.896,27.065
24,15.692,22.448,27.383
25,15.443,21.672,26.856
26,16.139,22.567,27.736
27,15.786,22.383,27.114
28,15.174,21.920,26.701
29,15.388,22.129,26.776
30,15.881,22.502,27.572
31,15.935,22.557,27.139
32,16.602,23.070,27.896
33,14.985,21.597,26.408
34,15.900,22.144,27.060
35,15.836,22.582,27.244
36,15.080,21.542,26.294
37,16.234,23.025,27.851
38,16.015,22.418,27.303
39,16.020,22.547,27.562
40,15.294,21.687,26.657
41,15.025,21.473,26.697
42,15.612,22.164,27.000
43,16.085,22.124,27.154
44,15.731,22.154,27.080
45,15.811,22.418,27.239
46,15.547,21.886,26.622
47,15.363,21.846,26.821
48,16.224,22.517,27.358
49,16.473,23.219,28.164
50,15.269,21.721,26.781
51,15.925,22.423,27.174
52,16.065,22.851,27.891
53,15.801,22.274,27.294
54,15.498,21.871,26.876
55,16.035,22.294,27.114
56,16.224,22.582,27.672
57,15.607,22.134,27.114
58,15.358,21.726,26.289
59,15.020,21.408,26.507
60,16.672,23.000,28.030
61,15.950,22.512,27.463
62,15.771,22.378,27.159
63,15.493,21.567,26.896
64,15.990,22.478,27.299
65,15.522,21.985,26.741
66,15.124,21.721,26.313
67,14.955,21.318,26.075
68,15.935,22.284,27.269
69,14.741,21.448,26.493
70,15.214,21.826,26.577
71,15.463,21.811,26.731
72,15.607,21.791,26.602
73,15.294,21.622,26.806
74,16.164,22.816,27.761
75,15.428,22.055,26.791
76,15.318,21.602,26.483
77,15.786,21.985,26.781
78,15.239,21.622,26.363
79,15.398,21.811,26.821
80,15.771,21.652,26.771
81,15.891,22.333,27.413
82,16.473,22.905,28.015
83,15.040,21.393,26.144
84,15.846,22.060,26.940
85,16.070,22.085,26.990
86,15.239,21.771,26.542
87,15.736,21.955,26.990
88,16.109,22.637,27.537
89,15.244,21.726,26.612
90,15.194,21.612,26.323
91,15.627,21.970,26.791
92,15.005,21.493,26.453
93,15.940,22.373,27.194
94,15.224,21.557,26.721
95,15.672,22.259,27.164
96,15.577,22.139,27.085
97,15.318,21.602,26.463
98,15.537,21.891,26.652
99,15.975,22.045,26.920
100,14.930,21.299,26.289
101,15.124,21.612,26.378
102,15.607,21.721,26.428
103,15.139,21.413,26.423
104,14.637,21.124,25.836
105,14.940,21.259,26.095
106,15.353,21.617,26.557
107,15.338,21.796,26.507
108,15.637,22.249,26.806
109,14.582,21.015,25.851
110,15.294,21.637,26.507
111,15.871,22.224,27.184
112,16.010,22.194,27.005
113,15.826,22.313,26.701
114,15.796,22.318,27.164
115,15.801,22.109,26.866
116,15.891,22.358,27.443
117,15.100,21.428,26.333
118,15.567,22.363,27.647
119,15.264,21.647,26.517
120,15.806,22.502,27.333
121,15.353,21.925,26.791
122,15.965,22.512,27.179
123,14.692,21.313,25.801
124,14.622,21.169,26.249
125,15.269,21.522,26.259
126,15.299,21.701,26.716
127,15.706,22.000,26.821
128,15.383,21.821,26.577
129,14.483,20.975,25.920
130,15.786,22.129,27.040
131,14.771,21.254,26.154
132,14.627,21.134,26.109
133,15.662,21.950,26.871
134,15.577,21.786,26.617
135,15.950,22.244,27.139
136,15.811,21.945,26.786
137,15.104,21.557,26.299
138,14.726,21.159,26.179
139,15.881,22.005,26.960
140,15.697,22.045,27.065
141,15.348,21.662,26.697
142,15.050,21.522,26.423
143,15.139,21.204,25.975
144,15.527,21.507,26.413
145,15.682,22.025,26.950
146,15.861,22.289,27.204
147,15.711,21.990,26.896
148,15.687,22.234,27.154
149,14.632,21.080,25.940
150,15.920,22.164,26.970
151,15.796,22.025,26.716
152,15.438,22.055,26.925
153,15.652,21.955,26.831
154,14.502,21.184,25.876
155,15.468,21.687,26.368
156,15.259,21.736,26.701
157,15.826,22.249,27.284
158,16.418,23.010,27.716
159,13.721,20.020,25.015
160,15.060,21.328,26.299
161,15.856,22.269,27.005
162,15.109,20.995,26.020
163,15.612,22.025,26.826
164,15.055,21.383,26.318
165,15.647,22.065,26.776
166,14.960,21.478,26.289
167,15.403,21.557,26.333
168,15.000,21.353,26.194
169,15.776,22.015,26.831
170,16.124,22.607,27.418
171,15.502,21.985,26.493
172,16.174,22.433,26.871
173,15.308,21.642,26.274
174,15.507,21.945,26.652
175,15.687,21.930,26.920
176,15.617,21.756,26.602
177,15.637,22.139,26.552
178,15.010,21.468,26.473
179,15.254,21.627,26.269
180,15.289,21.517,26.433
181,14.234,20.463,25.672
182,14.502,20.736,25.468
183,15.687,21.955,26.721
184,15.264,21.522,26.368
185,14.567,20.990,25.806
186,16.199,22.453,27.493
187,15.463,21.617,26.184
188,16.343,22.587,27.433
189,15.960,22.214,27.343
190,15.015,21.214,26.259
191,16.229,22.552,27.562
192,16.498,22.871,27.841
193,15.403,21.925,26.756
194,15.886,22.313,27.264
195,15.731,21.970,26.796
196,16.045,22.184,27.139
197,15.040,21.308,26.254
198,15.871,22.234,26.985
199,15.214,21.572,26.642
200,16.706,22.896,27.851
201,15.706,21.935,26.796
202,15.289,21.453,26.483
203,15.159,21.323,26.323
204,15.413,21.562,26.378
205,15.463,21.632,26.627
206,14.806,21.104,26.124
207,15.164,21.761,26.657
208,14.995,21.582,26.378
209,15.637,22.075,26.970
210,14.542,20.836,25.622
211,15.209,21.537,26.363
212,14.950,21.408,26.378
213,15.274,21.562,26.378
214,15.144,21.363,26.512
215,15.662,21.900,26.572
216,15.323,21.652,26.234
217,15.075,21.224,25.945
218,14.488,21.249,26.338
219,15.507,21.925,26.776
220,14.721,21.204,25.995
221,15.030,21.368,26.448
222,14.338,20.582,25.637
223,15.154,21.592,26.473
224,15.323,21.721,26.577
225,14.866,21.095,25.935
226,15.229,21.378,26.035
227,14.886,21.259,26.095
228,14.557,21.154,25.930
229,15.144,21.697,26.532
230,15.269,21.358,25.995
231,15.264,21.632,26.766
232,15.970,22.383,27.149
233,15.697,22.169,26.826
234,15.383,21.871,26.647
235,15.109,21.478,26.413
236,15.194,21.597,26.493
237,14.811,21.065,26.090
238,14.557,20.905,25.716
239,15.458,21.816,26.517
240,15.408,21.766,26.582
241,15.632,21.965,26.706
242,15.373,21.881,26.816
243,15.483,21.920,26.905
244,15.592,21.756,26.438
245,15.239,21.493,26.234
246,15.980,22.308,27.100
247,16.010,22.229,27.010
248,15.408,21.642,26.393
249,15.328,21.642,26.502
250,15.234,21.373,26.234
251,14.836,21.259,26.100
252,15.000,21.338,26.149
253,15.468,21.547,26.582
254,15.383,21.871,26.244
255,15.204,21.413,26.294
256,14.856,21.343,26.055
257,14.876,20.886,25.756
258,14.831,21.333,25.935
259,14.950,21.353,26.100
260,14.552,21.040,26.139
261,15.000,21.244,26.224
262,15.468,21.771,26.716
263,15.284,21.552,26.368
264,15.095,21.458,26.318
265,15.851,22.219,27.055
266,15.672,22.109,26.856
267,15.438,21.970,26.841
268,15.055,21.299,26.338
269,15.303,21.786,26.622
270,15.821,22.114,27.149
271,15.801,22.184,26.891
272,15.373,21.841,26.438
273,15.194,21.786,26.652
274,16.055,22.358,27.443
275,15.418,21.736,26.677
276,14.871,21.219,26.124
277,15.189,21.657,26.657
278,15.000,21.229,26.070
279,15.323,22.129,26.896
280,15.303,21.731,26.522
281,15.542,21.582,26.478
282,15.617,22.025,26.846
283,15.224,21.493,26.562
284,15.114,21.527,26.299
285,15.692,21.861,26.652
286,15.846,22.129,26.920
287,14.776,21.035,25.896
288,15.592,21.796,26.572
289,15.980,22.164,26.960
290,15.174,21.701,26.303
291,15.025,21.463,26.229
292,15.348,21.657,26.532
293,15.224,21.672,26.692
294,15.383,21.602,26.448
295,16.159,22.383,27.244
296,15.786,22.000,27.214
297,15.438,21.811,26.522
298,15.463,21.856,26.502
299,14.905,21.109,25.876
300,15.458,21.731,26.199
301,15.050,21.418,26.035
302,15.507,22.000,26.801
303,15.299,22.050,26.587
304,15.259,21.547,26.373
305,15.925,22.204,26.706
306,15.910,22.318,27.239
307,14.468,20.871,25.826
308,15.721,22.070,26.846
309,15.224,21.990,26.836
310,15.667,22.204,27.065
311,15.303,21.567,26.154
312,15.841,21.960,26.806
313,16.030,22.761,27.512
314,15.970,22.343,27.239
315,15.552,22.104,27.005
316,16.030,22.368,27.284
317,15.746,22.109,26.930
318,15.264,21.731,26.512
319,15.438,21.672,26.507
320,15.731,21.761,26.652
321,15.343,21.567,26.259
322,15.677,22.015,26.652
323,15.637,22.020,26.965
324,14.970,21.413,26.219
325,15.090,21.408,26.199
326,15.682,21.672,26.856
327,14.776,21.139,26.164
328,15.338,21.308,26.269
329,15.746,22.259,27.299
330,15.114,21.846,26.711
331,15.786,21.846,26.677
332,15.343,21.527,26.507
333,15.587,22.025,26.761
334,15.582,22.005,26.975
335,15.502,21.896,26.632
336,15.214,21.632,26.189
337,15.587,22.085,27.045
338,16.159,22.766,27.632
339,14.562,21.308,26.209
340,15.756,22.159,26.856
341,15.886,22.353,27.075
342,15.373,21.572,26.607
343,15.552,22.119,26.851
344,15.244,21.602,26.522
345,15.249,21.562,26.443
346,15.741,22.070,27.075
347,15.358,21.602,26.463
348,15.284,21.627,26.597
349,14.836,21.478,26.124
350,14.667,20.896,26.149
351,15.826,22.209,27.164
352,15.507,21.587,26.393
353,15.149,21.562,26.468
354,15.866,22.229,27.070
355,15.756,22.090,27.109
356,15.070,21.512,26.562
357,15.433,21.786,26.846
358,14.980,21.244,26.030
359,15.393,21.592,26.706
360,15.910,22.104,27.264
361,15.925,22.498,27.353
362,15.343,21.358,26.308
363,15.642,22.104,26.761
364,15.249,21.602,26.264
365,14.647,20.965,25.960
366,15.328,21.970,26.891
367,14.781,21.284,26.184
368,15.229,21.239,26.104
369,15.095,21.423,26.219
370,15.751,22.149,27.109
371,15.582,21.910,26.746
372,16.065,22.333,27.338
373,14.891,21.393,26.527
374,15.731,22.134,26.915
375,15.493,21.965,26.811
376,15.194,21.617,26.592
377,15.985,22.239,27.010
378,15.030,21.194,26.244
379,15.597,21.751,26.746
380,15.597,21.861,26.602
381,15.488,22.075,26.935
382,15.403,21.706,26.826
383,16.124,22.408,27.299
384,15.328,21.602,26.368
385,15.657,21.905,26.607
386,15.866,22.313,27.169
387,15.323,21.602,26.403
388,15.766,22.035,26.876
389,15.393,21.701,26.557
390,15.577,21.900,26.915
391,15.582,21.816,26.721
392,15.816,22.313,27.194
393,17.050,23.279,28.065
394,16.015,22.512,27.363
395,14.985,21.766,26.289
396,15.015,21.557,26.373
397,15.114,21.507,26.164
398,15.149,21.373,26.010
399,15.995,22.179,26.970
400,15.289,21.861,26.547
401,15.408,21.716,26.269
402,15.373,21.587,26.478
403,16.716,22.761,27.567
404,15.468,21.766,26.597
405,15.080,21.343,26.119
406,14.990,21.249,25.905
407,15.557,22.010,26.876
408,15.209,21.463,26.289
409,15.264,21.597,26.318
410,15.129,21.373,26.194
411,15.955,22.164,27.010
412,15.602,21.975,26.771
413,15.393,21.746,26.517
414,15.134,21.502,26.507
415,15.771,22.104,27.134
