lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.970,22.667,27.627
1,15.930,22.910,27.527
2,15.851,22.846,27.741
3,15.642,22.279,27.323
4,15.692,22.433,27.343
5,15.612,22.303,27.095
6,15.507,22.338,27.189
7,15.607,22.313,27.104
8,15.642,22.562,27.433
9,16.701,23.607,28.129
10,16.259,23.060,27.881
11,15.955,22.716,27.542
12,16.612,23.383,28.035
13,15.896,22.741,27.557
14,15.677,22.796,27.542
15,16.050,22.751,27.522
16,15.438,22.522,27.055
17,15.965,22.607,27.378
18,15.950,22.662,27.498
19,14.995,22.060,26.622
20,16.025,22.970,27.657
21,16.159,23.294,28.154
22,15.284,22.239,26.821
23,15.692,22.000,26.826
24,15.736,22.682,27.488
25,15.284,21.930,26.731
26,16.134,22.905,27.642
27,15.582,22.577,27.030
28,15.134,22.164,26.512
29,15.254,22.174,26.612
30,15.672,22.627,27.428
31,15.866,22.682,27.438
32,16.547,23.174,27.841
33,14.716,21.731,26.418
34,15.801,22.020,26.975
35,15.866,22.547,27.194
36,14.920,21.577,26.244
37,16.065,23.154,27.647
38,15.781,22.607,27.393
39,15.871,22.786,27.403
40,15.239,21.741,26.473
41,14.652,21.726,26.567
42,15.453,22.363,27.104
43,15.776,22.244,26.930
44,15.677,22.493,26.970
45,15.741,22.612,27.209
46,15.398,22.209,26.716
47,15.259,22.264,26.771
48,16.149,22.552,27.189
49,16.249,23.308,27.900
50,15.284,21.910,26.806
51,15.726,22.592,27.164
52,16.129,22.995,27.856
53,15.672,22.488,27.373
54,15.204,22.179,26.910
55,15.846,22.557,27.159
56,16.090,22.851,27.582
57,15.557,22.313,26.811
58,15.229,21.995,26.428
59,15.015,21.642,26.512
60,16.493,23.264,27.965
61,15.945,22.587,27.458
62,15.627,22.284,26.910
63,15.224,22.114,26.950
64,15.697,22.512,27.035
65,15.189,22.090,26.667
66,14.776,21.796,26.209
67,14.900,21.453,26.144
68,15.965,22.323,27.214
69,14.741,21.502,26.363
70,15.070,21.861,26.781
71,15.249,22.090,26.821
72,15.463,21.841,26.473
73,15.328,22.040,26.493
74,16.020,22.841,27.756
75,15.279,21.950,26.602
76,15.025,21.672,26.259
77,15.781,22.104,26.662
78,15.109,21.731,26.448
79,15.333,21.990,26.637
80,15.562,22.109,26.637
81,15.721,22.682,27.144
82,16.308,23.055,27.821
83,14.801,21.433,26.234
84,15.612,22.045,26.771
85,15.841,22.353,26.900
86,15.224,22.025,26.413
87,15.632,22.239,26.791
88,16.139,22.856,27.507
89,15.343,21.935,26.682
90,15.065,21.756,25.920
91,15.687,22.274,26.896
92,14.871,21.547,26.154
93,15.677,22.368,27.075
94,15.149,21.711,26.786
95,15.687,22.378,27.050
96,15.572,22.239,26.930
97,15.080,21.811,26.527
98,15.448,22.090,26.851
99,15.687,22.095,26.841
100,14.821,21.473,26.095
101,15.010,21.657,26.179
102,15.567,21.900,26.289
103,15.005,21.771,26.209
104,14.532,21.308,25.731
105,14.677,21.612,26.070
106,15.303,22.075,26.458
107,15.179,21.985,26.488
108,15.448,22.363,26.856
109,14.393,21.219,25.692
110,15.174,21.900,26.577
111,15.786,22.393,27.080
112,15.930,22.512,27.065
113,15.692,22.174,26.871
114,15.711,22.483,27.119
115,15.597,22.488,27.005
116,15.716,22.592,27.423
117,15.169,21.443,26.229
118,15.642,22.343,27.378
119,15.134,21.677,26.289
120,15.781,22.353,27.209
121,15.398,22.234,26.806
122,15.761,22.592,27.214
123,14.761,21.269,25.955
124,14.657,21.493,26.289
125,15.154,21.796,26.388
126,15.184,22.065,26.642
127,15.582,22.124,26.701
128,15.239,21.960,26.488
129,14.478,21.234,25.856
130,15.716,22.378,26.965
131,14.607,21.512,25.915
132,14.726,21.139,26.169
133,15.547,22.095,26.930
134,15.438,22.080,26.592
135,15.716,22.483,27.104
136,15.592,21.950,26.706
137,15.010,21.662,26.284
138,14.642,21.463,26.234
139,15.736,22.423,26.831
140,15.607,22.289,26.706
141,15.119,21.856,26.493
142,14.985,21.751,26.244
143,15.020,21.567,26.149
144,15.303,21.925,26.428
145,15.428,22.169,26.930
146,15.706,22.348,26.925
147,15.443,22.179,26.637
148,15.537,22.353,27.075
149,14.522,21.313,26.015
150,15.761,22.478,26.831
151,15.682,22.075,26.900
152,15.323,22.239,26.756
153,15.363,22.179,26.841
154,14.507,21.204,25.861
155,15.483,21.915,26.313
156,15.284,21.990,26.761
157,15.701,22.522,27.164
158,16.438,23.144,27.706
159,13.746,20.234,24.990
160,15.005,21.711,26.154
161,15.786,22.383,27.095
162,14.970,21.373,25.891
163,15.517,22.254,26.826
