lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.816,16.025,27.930
1,16.045,16.139,27.697
2,15.801,15.796,27.796
3,15.746,15.677,27.488
4,15.726,15.896,27.468
5,15.572,15.851,27.413
6,15.493,15.493,27.124
7,15.348,15.542,27.274
8,15.562,15.781,27.562
9,16.811,16.915,28.328
10,16.174,16.498,27.990
11,15.751,16.100,27.746
12,16.418,16.662,28.284
13,15.846,16.085,27.836
14,15.612,15.751,27.891
15,16.015,16.194,27.736
16,15.373,15.567,27.070
17,15.905,15.905,27.259
18,15.920,15.960,27.433
19,14.841,15.129,26.945
20,16.010,16.289,27.706
21,16.169,16.323,28.313
22,15.378,15.507,26.910
23,15.582,15.647,26.965
24,15.468,15.761,27.562
25,15.249,15.318,26.940
26,16.174,16.259,27.731
27,15.637,15.672,27.179
28,15.194,15.279,26.697
29,15.368,15.522,26.746
30,15.731,15.900,27.502
31,15.766,15.876,27.204
32,16.299,16.642,27.935
33,14.746,14.990,26.468
34,15.687,15.726,27.104
35,15.766,15.980,27.224
36,14.876,15.005,26.274
37,15.985,16.323,27.960
38,15.816,15.851,27.716
39,15.826,15.886,27.642
40,14.990,15.149,26.572
41,14.801,14.841,26.642
42,15.423,15.562,27.179
43,15.711,15.950,27.229
44,15.592,15.751,27.318
45,15.726,15.841,27.259
46,15.214,15.428,26.851
47,15.294,15.473,26.716
48,15.970,16.259,27.234
49,16.224,16.488,28.189
50,15.139,15.244,27.085
51,15.905,15.811,27.174
52,15.955,16.080,27.995
53,15.507,15.692,27.463
54,15.085,15.353,27.323
55,15.721,16.005,27.413
56,16.119,16.249,27.622
57,15.478,15.572,27.124
58,15.214,15.299,26.512
59,14.940,15.020,26.502
60,16.517,16.542,28.025
61,15.856,15.975,27.627
62,15.657,15.766,27.169
63,15.219,15.358,26.736
64,15.861,16.070,27.368
65,15.114,15.403,26.726
66,15.050,15.020,26.284
67,14.871,14.980,26.214
68,15.846,16.030,27.458
69,14.736,14.786,26.358
70,15.075,15.199,26.751
71,15.090,15.294,26.796
72,15.443,15.532,26.811
73,15.060,15.443,26.771
74,15.945,16.070,27.701
75,15.264,15.328,26.876
76,15.204,15.323,26.388
77,15.751,15.846,26.846
78,15.129,15.348,26.602
79,15.229,15.373,26.851
80,15.473,15.692,26.910
81,15.662,15.811,27.542
82,16.279,16.378,27.960
83,14.816,14.881,26.294
84,15.617,15.826,27.030
85,15.786,16.000,27.095
86,15.119,15.338,26.731
87,15.612,15.781,27.070
88,16.055,16.159,27.522
89,15.040,15.333,26.831
90,15.025,15.144,26.348
91,15.458,15.612,27.144
92,14.846,14.960,26.264
93,15.786,15.861,27.239
94,15.050,15.343,26.856
95,15.433,15.682,27.338
96,15.652,15.632,27.119
97,15.184,15.403,26.836
98,15.368,15.478,26.945
99,15.552,15.796,27.154
100,14.577,14.786,26.468
101,14.915,15.085,26.393
102,15.373,15.537,26.378
103,14.920,15.164,26.463
104,14.547,14.557,25.891
105,14.826,14.881,26.144
106,15.174,15.294,26.771
107,15.224,15.423,26.542
108,15.463,15.537,27.075
109,14.308,14.488,25.861
110,15.070,15.368,26.677
111,15.726,15.910,27.184
112,15.881,16.025,27.194
113,15.597,15.746,26.950
114,15.672,15.990,27.299
115,15.557,15.776,27.144
116,15.741,15.801,27.527
117,14.995,15.070,26.249
118,15.348,15.542,27.338
119,15.020,15.209,26.368
120,15.607,16.030,27.428
121,15.363,15.488,26.826
122,15.915,16.224,27.418
123,14.657,15.000,26.030
124,14.458,14.652,26.239
125,15.035,15.363,26.433
126,15.100,15.259,26.657
127,15.448,15.627,26.930
128,15.214,15.572,26.468
129,14.463,14.632,26.179
130,15.493,15.896,27.040
131,14.443,14.856,26.368
132,14.657,14.706,26.184
133,15.343,15.617,27.184
134,15.318,15.692,26.871
135,15.662,15.851,27.194
136,15.577,15.881,26.821
137,14.886,15.164,26.343
138,14.592,14.637,26.294
