lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.060,15.925,27.786
1,16.308,16.109,27.622
2,16.045,15.781,27.881
3,15.826,15.587,27.572
4,15.925,15.776,27.453
5,15.801,15.577,27.274
6,15.617,15.517,27.174
7,15.602,15.373,27.020
8,15.846,15.741,27.517
9,17.010,16.811,28.328
10,16.562,16.373,28.065
11,16.139,15.741,27.597
12,16.711,16.667,28.383
13,16.129,16.025,27.567
14,15.935,15.667,27.851
15,16.313,16.030,27.522
16,15.448,15.517,27.104
17,16.080,15.801,27.458
18,16.149,15.940,27.557
19,15.244,14.935,26.706
20,16.368,16.015,27.736
21,16.289,16.194,28.338
22,15.622,15.413,26.905
23,15.617,15.522,26.930
24,15.736,15.607,27.403
25,15.458,15.333,26.970
26,16.328,16.114,27.796
27,15.716,15.597,27.100
28,15.343,15.154,26.642
29,15.502,15.294,26.756
30,15.801,15.617,27.771
31,16.010,15.915,27.328
32,16.592,16.378,27.950
33,15.025,14.950,26.483
34,15.791,15.706,27.050
35,16.020,15.920,27.443
36,15.055,14.925,26.259
37,16.348,16.114,27.682
38,15.905,15.816,27.577
39,16.104,15.796,27.677
40,15.274,14.940,26.667
41,14.970,14.781,26.592
42,15.637,15.423,27.129
43,15.786,15.657,27.050
44,15.761,15.677,27.234
45,15.915,15.662,27.318
46,15.473,15.239,26.816
47,15.373,15.284,26.647
48,16.279,15.935,27.259
49,16.597,16.259,28.363
50,15.428,15.095,26.955
51,15.945,15.781,27.055
52,16.199,16.005,27.900
53,15.836,15.617,27.413
54,15.542,15.234,26.841
55,16.040,15.896,27.234
56,16.284,16.169,27.517
57,15.672,15.716,27.055
58,15.562,15.239,26.358
59,15.065,15.005,26.284
60,16.716,16.343,28.164
61,16.025,15.965,27.602
62,15.841,15.687,26.990
63,15.343,15.179,26.891
64,16.090,15.881,27.264
65,15.522,15.239,26.652
66,15.184,14.821,26.279
67,15.095,14.900,26.194
68,16.219,15.896,27.358
69,14.930,14.846,26.363
70,15.333,15.284,26.647
71,15.468,15.209,26.821
72,15.498,15.463,26.682
73,15.398,15.095,26.736
74,16.373,16.040,27.955
75,15.672,15.274,27.075
76,15.209,15.090,26.468
77,15.990,15.682,26.896
78,15.358,15.119,26.667
79,15.333,15.189,26.816
80,15.677,15.582,26.766
81,15.990,15.786,27.333
82,16.478,16.368,27.677
83,14.935,14.851,26.244
84,15.866,15.741,27.095
85,15.980,15.910,27.045
86,15.458,15.353,26.577
87,15.920,15.721,26.990
88,16.174,16.025,27.632
89,15.358,15.249,26.796
90,15.333,15.114,26.214
91,15.672,15.667,26.935
92,15.179,15.020,26.413
93,16.050,15.736,27.269
94,15.249,15.214,26.617
95,15.771,15.507,27.065
96,15.701,15.711,27.229
97,15.348,15.149,26.692
98,15.507,15.308,26.910
99,15.831,15.697,26.826
100,14.856,14.900,26.139
101,15.154,14.970,26.294
102,15.682,15.408,26.692
103,15.169,14.940,26.378
104,14.776,14.622,25.836
105,14.886,14.771,26.264
106,15.423,15.393,26.761
107,15.433,15.299,26.766
108,15.741,15.502,27.075
109,14.552,14.318,25.965
110,15.378,14.990,26.771
111,15.915,15.741,27.229
112,16.030,15.816,27.358
113,15.726,15.532,27.085
114,15.985,15.915,27.209
115,15.881,15.602,27.000
116,16.025,15.756,27.418
117,15.169,15.134,26.323
118,15.726,15.532,27.498
119,15.318,15.144,26.602
120,15.915,15.776,27.423
121,15.607,15.398,26.816
122,15.945,15.945,27.542
123,14.980,14.761,25.990
124,14.746,14.493,26.174
125,15.353,15.164,26.468
126,15.393,15.209,26.567
127,15.687,15.602,26.935
128,15.398,15.169,26.632
129,14.726,14.279,25.925
130,15.900,15.662,27.070
131,14.761,14.841,26.045
132,14.627,14.473,26.020
133,15.607,15.602,27.085
134,15.677,15.537,26.965
135,15.851,15.816,27.279
136,15.831,15.567,26.781
137,15.184,15.060,26.527
138,14.846,14.562,26.338
139,16.055,15.682,27.060
140,15.796,15.498,26.851
141,15.408,15.129,26.706
142,15.090,14.935,26.378
143,15.239,15.109,26.040
144,15.562,15.428,26.537
145,15.816,15.507,26.965
146,15.975,15.741,27.090
147,15.697,15.592,26.881
148,15.652,15.652,27.144
149,14.731,14.512,25.990
150,15.876,15.786,26.965
151,15.886,15.791,26.940
152,15.527,15.363,26.910
153,15.771,15.453,26.910
154,14.716,14.542,25.811
155,15.607,15.294,26.597
156,15.488,15.318,26.955
157,16.035,15.796,26.985
158,16.756,16.393,27.776
159,13.821,13.716,25.129
160,15.204,14.945,26.244
161,15.945,15.756,27.353
162,15.154,14.945,26.139
163,15.502,15.418,26.791
164,15.179,14.990,26.343
165,15.836,15.567,26.866
166,15.030,14.821,26.502
167,15.433,15.338,26.249
168,15.050,14.776,26.184
169,15.721,15.537,26.985
170,16.294,15.871,27.473
171,15.726,15.463,26.771
172,16.234,15.935,27.179
173,15.294,15.194,26.597
174,15.627,15.408,26.756
175,15.821,15.587,26.846
176,15.393,15.413,26.582
177,15.711,15.607,26.960
178,15.065,14.990,26.527
179,15.289,15.254,26.617
180,15.318,15.169,26.453
181,14.413,14.080,25.507
182,14.493,14.398,25.557
183,15.662,15.547,26.801
184,15.463,15.244,26.423
185,14.582,14.279,25.721
186,16.139,16.035,27.269
187,15.527,15.194,26.308
188,16.363,16.179,27.463
189,15.990,15.851,27.333
190,14.945,14.851,26.104
191,16.408,15.965,27.642
192,16.557,16.249,27.876
193,15.652,15.378,26.846
194,15.975,15.856,27.169
195,15.915,15.577,26.935
196,15.980,15.801,26.975
197,14.955,14.682,26.090
198,15.711,15.622,27.169
199,15.279,15.154,26.458
200,16.701,16.502,27.955
201,15.791,15.592,26.886
202,15.458,15.333,26.602
203,15.289,15.174,26.104
204,15.557,15.363,26.483
205,15.493,15.269,26.597
206,14.905,14.657,25.940
207,15.333,15.189,26.507
208,15.050,14.886,26.483
209,15.692,15.478,27.090
210,14.766,14.677,25.960
211,15.433,15.239,26.478
212,15.164,15.015,26.483
213,15.318,15.129,26.532
214,15.259,15.050,26.393
215,15.582,15.587,26.483
216,15.318,15.090,26.458
217,15.040,14.960,26.085
218,14.652,14.453,26.363
219,15.607,15.363,26.920
220,14.896,14.826,26.055
221,15.139,14.920,26.607
222,14.443,14.289,25.572
223,15.313,14.975,26.612
224,15.318,15.234,26.403
225,14.930,14.697,26.095
226,15.164,14.995,26.055
227,14.975,14.910,25.920
228,14.781,14.512,26.005
229,15.358,15.005,26.358
230,15.264,15.040,26.129
231,15.333,15.144,26.736
232,16.174,15.950,27.438
233,15.846,15.652,26.896
234,15.478,15.269,26.751
235,15.224,15.090,26.562
236,15.254,15.139,26.393
237,14.960,14.811,26.154
