lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,16.259,23.085,28.413
1,16.348,22.900,28.189
2,16.080,22.930,28.328
3,15.796,22.488,27.900
4,16.080,22.726,27.920
5,15.721,22.592,27.746
6,15.662,22.299,27.502
7,15.776,22.393,27.851
8,15.791,22.692,28.045
9,16.861,23.692,28.876
10,16.607,23.368,28.632
11,16.234,22.806,28.408
12,16.781,23.383,28.706
13,16.249,22.826,28.204
14,15.881,22.960,28.299
15,16.249,22.905,28.333
16,15.677,22.493,27.617
17,16.154,22.731,28.184
18,16.104,22.891,28.060
19,15.119,21.900,27.279
20,16.393,22.940,28.184
21,16.308,23.343,28.741
22,15.706,22.418,27.408
23,15.741,22.179,27.343
24,15.831,22.826,28.040
25,15.448,22.239,27.453
26,16.388,22.861,28.313
27,15.756,22.627,27.796
28,15.368,22.224,27.075
29,15.453,22.348,27.244
30,15.801,22.861,28.264
31,16.144,22.866,27.881
32,16.582,23.114,28.458
33,15.045,21.866,27.090
34,15.896,22.313,27.716
35,16.080,22.652,27.836
36,15.254,21.706,26.677
37,16.274,23.114,28.343
38,16.035,22.920,28.015
39,16.239,22.980,28.045
40,15.164,22.129,27.169
41,15.025,21.836,27.095
42,15.741,22.463,27.552
43,15.940,22.423,27.522
44,15.756,22.567,27.567
45,16.129,22.652,27.851
46,15.652,22.229,27.388
47,15.428,22.050,27.279
48,16.328,22.821,27.806
49,16.587,23.582,28.652
50,15.473,22.035,27.403
51,16.169,22.731,27.821
52,16.279,23.159,28.393
53,15.891,22.726,27.896
54,15.567,22.393,27.498
55,15.995,22.572,27.582
56,16.294,22.905,28.095
57,15.771,22.488,27.532
58,15.498,22.030,27.085
59,15.085,21.915,26.990
60,16.791,23.527,28.627
61,15.995,22.876,27.965
62,15.915,22.473,27.537
63,15.408,22.149,27.244
64,16.184,22.716,27.811
65,15.428,22.080,27.174
66,15.159,21.761,26.900
67,15.005,21.706,26.532
68,16.104,22.706,27.796
69,14.970,21.721,26.791
70,15.353,22.060,27.313
71,15.527,21.970,27.428
72,15.498,21.965,27.169
73,15.294,22.055,27.184
74,16.348,22.881,28.199
75,15.577,22.144,27.512
76,15.383,21.766,26.965
77,15.900,22.100,27.403
78,15.333,21.891,27.119
79,15.542,22.075,27.239
80,15.697,22.169,27.174
81,16.020,22.527,27.701
82,16.602,23.100,28.333
83,15.070,21.532,26.642
84,15.861,22.308,27.572
85,16.055,22.512,27.507
86,15.378,21.876,27.010
87,15.871,22.179,27.731
88,16.338,23.045,27.985
89,15.552,21.930,27.453
90,15.204,21.786,26.726
