lambda_idx,t_1_ms,t_2_ms,t_3_ms
0,15.925,22.672,27.632
1,16.045,22.602,27.542
2,15.801,22.353,27.706
3,15.522,22.159,27.070
4,15.771,22.318,27.423
5,15.647,22.169,27.159
6,15.512,21.841,26.905
7,15.373,21.980,26.876
8,15.657,22.323,27.244
9,16.766,23.348,28.159
10,16.239,22.846,27.791
11,15.866,22.557,27.463
12,16.498,23.308,28.144
13,15.781,22.303,27.502
14,15.577,22.572,27.542
15,15.950,22.433,27.468
16,15.244,22.179,26.726
17,15.841,22.478,27.219
18,15.876,22.632,27.428
19,14.900,21.672,26.642
20,16.070,22.706,27.721
21,16.174,23.000,28.119
22,15.388,21.945,26.846
23,15.542,21.746,26.925
24,15.597,22.493,27.393
25,15.035,21.791,26.831
26,16.129,22.502,27.771
27,15.443,22.169,27.035
28,15.114,21.786,26.687
29,15.184,21.905,26.572
30,15.632,22.393,27.557
31,15.905,22.478,27.289
32,16.363,23.119,27.851
33,14.756,21.453,26.184
34,15.766,22.070,26.876
35,15.736,22.398,27.010
36,14.866,21.378,26.234
37,16.050,22.900,27.771
38,15.716,22.299,27.353
39,15.791,22.493,27.483
40,14.915,21.542,26.403
41,14.642,21.478,26.532
42,15.358,21.955,27.025
43,15.532,21.980,27.020
44,15.522,22.100,26.806
45,15.652,22.134,27.249
46,15.299,21.811,26.716
47,15.294,21.786,26.597
48,15.896,22.438,26.930
49,16.388,22.985,27.975
50,15.060,21.796,26.756
51,15.711,22.328,27.303
52,15.801,22.781,27.677
53,15.537,22.259,27.413
54,15.264,21.836,26.816
55,15.721,22.234,26.975
56,16.164,22.677,27.453
57,15.577,22.065,26.935
58,15.109,21.697,26.343
59,14.955,21.448,26.224
60,16.468,23.035,27.915
61,15.905,22.597,27.348
62,15.542,22.114,26.930
63,15.403,21.970,26.731
64,15.811,22.488,27.154
65,14.955,21.736,26.413
66,14.786,21.413,26.144
67,14.831,21.368,26.144
68,15.900,22.318,27.100
69,14.662,21.383,26.423
70,15.080,21.836,26.736
71,15.174,21.731,26.692
72,15.294,21.587,26.517
73,15.194,21.652,26.662
74,15.980,22.522,27.662
75,15.254,21.816,26.796
76,15.030,21.423,26.627
77,15.458,21.831,26.741
78,15.040,21.547,26.413
79,15.284,21.652,26.597
80,15.502,21.970,26.597
81,15.562,22.478,27.090
82,16.289,22.697,27.751
83,14.861,21.274,26.090
84,15.592,22.000,26.617
85,15.711,22.065,26.945
86,15.204,21.567,26.353
87,15.512,21.965,26.811
88,15.995,22.473,27.403
89,15.030,21.637,26.692
90,15.100,21.408,26.204
91,15.522,22.119,26.846
92,14.761,21.493,26.179
93,15.637,22.264,27.050
94,15.100,21.567,26.577
95,15.368,22.000,27.124
96,15.393,21.990,27.095
97,15.204,21.632,26.622
98,15.398,21.866,26.771
99,15.597,22.000,26.886
100,14.677,21.338,26.119
101,14.766,21.473,26.299
102,15.493,21.517,26.587
103,14.806,21.328,26.358
104,14.423,21.119,25.692
105,14.582,21.323,26.030
106,15.139,21.746,26.532
107,15.179,21.338,26.567
108,15.488,22.194,26.816
109,14.294,20.806,25.851
110,15.070,21.766,26.388
111,15.731,22.269,26.925
112,15.866,22.229,27.030
113,15.488,22.109,26.582
114,15.701,22.234,27.114
115,15.662,22.050,26.980
116,15.632,22.134,27.224
117,14.881,21.363,26.353
118,15.577,22.274,27.269
119,14.841,21.478,26.458
120,15.741,22.438,27.234
121,15.174,21.950,26.771
122,15.672,22.463,27.060
123,14.592,21.184,25.816
124,14.338,21.214,26.015
125,15.119,21.343,26.343
126,15.104,21.721,26.458
127,15.552,21.965,26.886
128,15.184,21.811,26.542
129,14.502,21.055,25.985
130,15.622,22.090,26.871
131,14.697,21.100,26.070
132,14.458,21.085,25.990
133,15.463,21.990,26.791
134,15.368,21.721,26.547
135,15.647,22.194,27.080
136,15.587,21.811,26.806
137,14.776,21.423,26.383
138,14.488,20.985,26.020
139,15.801,21.905,26.975
140,15.517,22.065,26.677
141,14.980,21.682,26.488
142,14.811,21.507,26.224
